# MEAN_SAMPLE_SIZE = 26052
# TOTAL_GENES = 16076
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE        TYPE  NGENES         BETA     BETA_STD           SE            P
Cluster320     COVAR   16076      -2.5113   -0.0059637       3.0194      0.79721
Cluster321     COVAR   16076      -2.2589   -0.0044942       3.4859      0.74151
Cluster322     COVAR   16076      -1.9719   -0.0054539       2.5047      0.78443
Cluster323     COVAR   16076       2.4818    0.0047446       3.6524      0.24841
Cluster324     COVAR   16076       4.7444    0.0091462       3.6882     0.099164
Cluster325     COVAR   16076       4.1191    0.0076931       3.8493       0.1423
Cluster326     COVAR   16076       6.5457      0.01261       3.7505     0.040479
Cluster327     COVAR   16076       6.3888     0.010929       4.1248     0.060718
Cluster328     COVAR   16076       5.6671    0.0097196       4.0516      0.08096
Cluster329     COVAR   16076       9.8238     0.014958       4.6555     0.017433
Cluster33      COVAR   16076       3.1506    0.0080156       2.7866      0.12912
Cluster330     COVAR   16076       3.0781    0.0057211       3.7029      0.20292
Cluster331     COVAR   16076       8.3847     0.014797       3.8972     0.015728
Cluster332     COVAR   16076        4.798    0.0077736       4.3589      0.13552
Cluster333     COVAR   16076        3.291    0.0069295       3.4128      0.16746
Cluster334     COVAR   16076        1.376    0.0045017       2.2523      0.27062
Cluster335     COVAR   16076        1.187    0.0033073       2.5242      0.31909
Cluster336     COVAR   16076       1.1294     0.002972       2.6775      0.33658
Cluster337     COVAR   16076      0.49326    0.0012819       2.6164      0.42524
Cluster338     COVAR   16076      -1.3643   -0.0035784       2.8232      0.68553
Cluster339     COVAR   16076      -3.2234   -0.0055356       3.9475      0.79291
Cluster34      COVAR   16076       4.0402    0.0098457       2.8533     0.078406
Cluster340     COVAR   16076     -0.44874   -0.0010829       2.8569       0.5624
Cluster341     COVAR   16076      -1.9342    -0.004218       3.0103      0.73973
Cluster342     COVAR   16076      0.32597    0.0009017       2.5859      0.44984
Cluster343     COVAR   16076      -5.9064    -0.017128       2.5238      0.99036
