# TOTAL_GENES = 16361
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE        TYPE  NGENES         BETA     BETA_STD           SE            P
Cluster34      COVAR   16361       4.9617     0.012171        3.605     0.084373
Cluster340     COVAR   16361         9.49     0.022696       3.5187    0.0035022
Cluster341     COVAR   16361       1.8381    0.0039761       3.9937      0.32267
Cluster342     COVAR   16361       1.0332    0.0028327       3.1962      0.37325
Cluster343     COVAR   16361      0.98695    0.0028292       3.0759      0.37416
Cluster344     COVAR   16361       7.1679     0.014781       4.3538     0.049857
Cluster345     COVAR   16361       1.3064    0.0036288       3.1892      0.34104
Cluster346     COVAR   16361        3.724     0.010715       2.9453      0.10306
Cluster347     COVAR   16361       3.5711    0.0071139       4.5177      0.21463
Cluster348     COVAR   16361      0.11304   0.00030738       3.3591      0.48658
Cluster349     COVAR   16361       4.3957    0.0088859       4.6843      0.17403
Cluster35      COVAR   16361       5.0682     0.012475       3.5333      0.07574
Cluster350     COVAR   16361       10.981     0.018399       5.3239      0.01958
Cluster351     COVAR   16361       3.8132    0.0068299       4.7217      0.20967
Cluster352     COVAR   16361       9.6514     0.016004       5.2135     0.032078
Cluster353     COVAR   16361       8.5091     0.014763       4.7969     0.038052
Cluster354     COVAR   16361       16.134     0.021743       6.3842    0.0057553
Cluster355     COVAR   16361       15.596     0.018863       7.0756     0.013765
Cluster356     COVAR   16361       -2.104   -0.0027291       6.7757      0.62191
Cluster357     COVAR   16361       3.7006    0.0061841       5.1053      0.23428
Cluster358     COVAR   16361       11.401     0.015517        6.258     0.034256
Cluster359     COVAR   16361       3.7868    0.0061961       5.5638      0.24806
Cluster36      COVAR   16361       6.0102     0.015344       3.3667     0.037126
Cluster360     COVAR   16361        14.75     0.024315       5.2197    0.0023619
Cluster361     COVAR   16361       2.8149    0.0049272       5.0475      0.28853
Cluster362     COVAR   16361      0.54782   0.00084624       5.6773      0.46157
Cluster363     COVAR   16361       5.5457     0.011225        4.401      0.10383
Cluster364     COVAR   16361       20.886     0.034846       5.2734   3.7554e-05
Cluster365     COVAR   16361       16.655     0.022784       6.4049    0.0046625
Cluster366     COVAR   16361       7.8268     0.013499       4.6072     0.044688
Cluster367     COVAR   16361       16.736     0.020809       6.9314    0.0078849
Cluster368     COVAR   16361       12.125     0.024482       4.4497    0.0032194
Cluster369     COVAR   16361       17.372     0.023905       6.1484    0.0023647
Cluster37      COVAR   16361         3.15    0.0099911       2.7728      0.12797
Cluster370     COVAR   16361       16.309     0.022671       6.2782    0.0046963
Cluster371     COVAR   16361       8.0954     0.015667       4.4403     0.034151
Cluster372     COVAR   16361       6.6462     0.010789       5.3511      0.10712
Cluster373     COVAR   16361       2.0517    0.0032844        5.665      0.35861
Cluster374     COVAR   16361       6.9976     0.011837       5.0541     0.083107
Cluster375     COVAR   16361       12.089     0.022057       4.6545    0.0047026
Cluster376     COVAR   16361       15.217     0.022913       5.7199    0.0039073
Cluster377     COVAR   16361       23.978      0.03917       5.3416   3.6075e-06
Cluster378     COVAR   16361       22.904     0.038483       4.9905   2.2409e-06
Cluster379     COVAR   16361       12.424     0.023099       4.5912    0.0034089
Cluster38      COVAR   16361       1.9232    0.0065212       2.4808      0.21911
Cluster380     COVAR   16361       8.9489     0.015194       5.2872      0.04528
Cluster381     COVAR   16361       7.2531     0.013218       4.8325     0.066701
Cluster382     COVAR   16361       12.011     0.021127       5.2709     0.011349
Cluster383     COVAR   16361       4.5386    0.0083196       4.5042      0.15682
Cluster384     COVAR   16361       21.045     0.031154       5.7985   0.00014253
Cluster385     COVAR   16361       27.556     0.037395       6.4199   8.8999e-06
Cluster386     COVAR   16361       17.663     0.032551       4.6448   7.1833e-05
Cluster387     COVAR   16361       13.112     0.024641        4.715    0.0027141
Cluster388     COVAR   16361         13.8     0.027012       4.3765   0.00080939
Cluster389     COVAR   16361       15.899     0.023683       5.9174    0.0036104
Cluster39      COVAR   16361       2.9732     0.013555        1.838     0.052888
Cluster390     COVAR   16361       13.049     0.017638       6.3762     0.020359
Cluster391     COVAR   16361       14.528     0.025537       4.8721    0.0014348
Cluster392     COVAR   16361         8.55     0.012598       5.8737     0.072757
Cluster393     COVAR   16361       6.0611    0.0082159       6.5913      0.17891
Cluster394     COVAR   16361       12.858     0.023037       4.7086    0.0031638
Cluster395     COVAR   16361       3.5561    0.0086944       3.4837      0.15368
Cluster396     COVAR   16361       20.018     0.034745       5.2613   7.1279e-05
Cluster397     COVAR   16361       8.3264     0.018412       3.8949     0.016276
Cluster398     COVAR   16361       7.6446     0.018106        3.648      0.01807
Cluster399     COVAR   16361       4.6063     0.014984       2.5596     0.035972
Cluster4       COVAR   16361       -2.605    -0.022898      0.98044      0.99605
Cluster40      COVAR   16361       4.9899     0.015421       2.7595     0.035296
Cluster400     COVAR   16361       2.7649    0.0084523        2.845      0.16557
Cluster401     COVAR   16361       8.8265     0.020084       3.8179       0.0104
Cluster402     COVAR   16361       4.7419    0.0093858       4.2133      0.13021
Cluster403     COVAR   16361       23.047     0.041836       4.7965   7.8219e-07
Cluster404     COVAR   16361       24.429      0.02836        7.409    0.0004894
Cluster405     COVAR   16361       33.314     0.041134       7.2006   1.8757e-06
Cluster406     COVAR   16361       15.913     0.027047       5.5678    0.0021344
Cluster407     COVAR   16361       23.034     0.029962       6.5866   0.00023594
Cluster408     COVAR   16361       1.3769    0.0040769          2.9      0.31747
Cluster409     COVAR   16361        5.611     0.015441       3.0058      0.03098
Cluster41      COVAR   16361       9.1861     0.022865       3.3686       0.0032
Cluster410     COVAR   16361        10.92     0.025104       3.5916    0.0011834
Cluster411     COVAR   16361       7.8138     0.018369       3.7367     0.018269
Cluster412     COVAR   16361       2.0912    0.0053931       3.4576      0.27265
Cluster413     COVAR   16361       2.8492     0.006478       3.7894      0.22606
Cluster414     COVAR   16361       7.3142     0.017542       4.0602     0.035828
Cluster415     COVAR   16361       22.919     0.038057       5.1771   4.8139e-06
Cluster416     COVAR   16361       16.512     0.029859       4.9199   0.00039611
Cluster417     COVAR   16361       16.309     0.025812       5.4569    0.0014032
Cluster418     COVAR   16361       11.182     0.022899       4.1636    0.0036233
Cluster419     COVAR   16361        15.82     0.020775       6.5114    0.0075629
Cluster42      COVAR   16361       9.3645      0.02318       3.3975    0.0029265
Cluster420     COVAR   16361       16.176     0.025552       5.2576    0.0010483
Cluster421     COVAR   16361       14.954     0.023702       5.2718    0.0022836
Cluster422     COVAR   16361       26.527     0.033949       6.9238    6.401e-05
Cluster423     COVAR   16361       25.997     0.028911       7.7389   0.00039181
Cluster424     COVAR   16361       24.035     0.027873       7.5738   0.00075492
Cluster425     COVAR   16361       21.023      0.02584       6.9303    0.0012108
Cluster426     COVAR   16361       44.838     0.049503       7.8732   6.2935e-09
Cluster427     COVAR   16361       33.733     0.044191       6.5306   1.2164e-07
Cluster428     COVAR   16361       29.396      0.03763        6.938   1.1401e-05
Cluster429     COVAR   16361       24.164     0.036165       6.0763   3.5113e-05
Cluster43      COVAR   16361       4.8016     0.014407       2.7715     0.041605
Cluster430     COVAR   16361       20.506     0.032827       5.4417   8.2522e-05
Cluster431     COVAR   16361        3.491     0.009557       3.1393      0.13307
Cluster432     COVAR   16361      0.64972    0.0023148       2.6262       0.4023
Cluster433     COVAR   16361       11.334     0.022839       4.4395    0.0053454
Cluster434     COVAR   16361       6.8497     0.011865       5.1309     0.090948
Cluster435     COVAR   16361       6.1054     0.013655       3.8579     0.056772
Cluster436     COVAR   16361       8.9978     0.015095       5.2564      0.04348
Cluster437     COVAR   16361       8.1418     0.013948       5.0592     0.053785
