# TOTAL_GENES = 16361
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE        TYPE  NGENES         BETA     BETA_STD           SE            P
Cluster438     COVAR   16361       8.0996     0.013578       5.2926     0.062975
Cluster439     COVAR   16361       13.655     0.024749       4.7201    0.0019109
Cluster44      COVAR   16361       3.4375     0.011621       2.5225     0.086494
Cluster440     COVAR   16361       14.149     0.021923       5.7875    0.0072536
Cluster441     COVAR   16361       11.461     0.018035       5.7753     0.023614
Cluster442     COVAR   16361       8.2589     0.013941       5.2787     0.058854
Cluster443     COVAR   16361        5.334    0.0098671       4.7882      0.13265
Cluster444     COVAR   16361       5.6171     0.011006       4.3452     0.098069
Cluster445     COVAR   16361       6.0501     0.016658       3.2417     0.031006
Cluster446     COVAR   16361       7.0991     0.014708       4.2842     0.048766
Cluster447     COVAR   16361       14.385     0.028259       4.4342   0.00059054
Cluster448     COVAR   16361        5.812     0.016385       3.1457     0.032342
Cluster449     COVAR   16361       12.709      0.02454       4.6002    0.0028689
Cluster45      COVAR   16361       2.7874     0.010475       2.2557      0.10829
Cluster450     COVAR   16361       11.242     0.023986        4.181     0.003589
Cluster451     COVAR   16361        13.21     0.027084       4.3518    0.0012031
Cluster452     COVAR   16361       7.8267     0.017539        3.896     0.022283
Cluster453     COVAR   16361       9.5356     0.020632       4.1779     0.011241
Cluster454     COVAR   16361       17.285     0.029922       5.2468   0.00049435
Cluster455     COVAR   16361       8.3005     0.016464       4.2901     0.026516
Cluster456     COVAR   16361       20.669     0.030683       5.9211   0.00024167
Cluster457     COVAR   16361       17.775      0.03171        4.838   0.00011984
Cluster458     COVAR   16361        10.81     0.022207       4.2832     0.005809
Cluster459     COVAR   16361       4.1033    0.0073944        4.924      0.20234
Cluster46      COVAR   16361       3.4741     0.011791       2.4838     0.080964
Cluster460     COVAR   16361      -3.9448    -0.024429       1.7349       0.9885
Cluster47      COVAR   16361         4.51     0.014736       2.5984     0.041325
Cluster48      COVAR   16361       1.9422    0.0078762        2.075      0.17464
Cluster49      COVAR   16361       2.4745    0.0092538       2.2716      0.13802
Cluster5       COVAR   16361      -3.6656    -0.028704       1.0976      0.99958
Cluster50      COVAR   16361    -0.049484  -0.00024184       1.7637      0.51119
Cluster51      COVAR   16361       2.9469     0.013289       1.9815     0.068491
Cluster52      COVAR   16361      0.36201     0.001241       2.5339       0.4432
Cluster53      COVAR   16361      -0.2244  -0.00078729       2.4685      0.53622
Cluster54      COVAR   16361      0.79509    0.0024138       2.8797      0.39124
Cluster55      COVAR   16361       1.3403     0.004469       2.6339      0.30543
Cluster56      COVAR   16361       2.9661    0.0078997        3.208      0.17759
Cluster57      COVAR   16361       1.9702     0.006068       2.8106      0.24166
Cluster58      COVAR   16361     -0.86177   -0.0031102       2.4457      0.63771
Cluster59      COVAR   16361       1.3913    0.0057728       2.0863      0.25243
Cluster6       COVAR   16361      -3.9219    -0.027295       1.2456      0.99918
Cluster60      COVAR   16361       1.6874    0.0062085       2.3717       0.2384
Cluster61      COVAR   16361      -1.9442   -0.0078904       2.1296      0.81935
Cluster62      COVAR   16361      -1.3042   -0.0050302       2.2289      0.72077
Cluster63      COVAR   16361      -2.5722    -0.010767       2.0312       0.8973
Cluster64      COVAR   16361       -4.604    -0.022688        1.743      0.99587
Cluster65      COVAR   16361       -2.554    -0.010634       2.0018      0.89898
Cluster66      COVAR   16361      -2.4806    -0.016833       1.2159      0.97932
Cluster67      COVAR   16361      -2.3791    -0.013856       1.4165      0.95347
Cluster68      COVAR   16361      -2.3605    -0.017715       1.1019      0.98391
Cluster69      COVAR   16361      -2.7819    -0.017036       1.3557       0.9799
Cluster7       COVAR   16361      -3.2163     -0.02321       1.1933      0.99648
Cluster70      COVAR   16361      -2.3783    -0.012033       1.6448       0.9259
Cluster71      COVAR   16361      -3.5884    -0.018028       1.6768      0.98382
Cluster72      COVAR   16361      -3.2317    -0.015244       1.7621      0.96666
Cluster73      COVAR   16361      -2.6952    -0.013268       1.6803      0.94562
Cluster74      COVAR   16361      -4.2737    -0.020402       1.7271      0.99332
Cluster75      COVAR   16361      -3.2726    -0.011868       2.2909      0.92342
Cluster76      COVAR   16361      -5.8492    -0.024742       1.9793      0.99844
Cluster77      COVAR   16361      -5.0023    -0.022523       1.8951      0.99584
Cluster78      COVAR   16361      -4.0699    -0.017888       1.8899      0.98435
Cluster79      COVAR   16361       -3.803    -0.016703       1.9179       0.9763
Cluster8       COVAR   16361      -3.3841    -0.021964       1.3094      0.99512
Cluster80      COVAR   16361      -4.5735    -0.019958       1.9402      0.99079
Cluster81      COVAR   16361      -4.3157    -0.018569       1.9472      0.98666
Cluster82      COVAR   16361      -3.1817    -0.016712        1.596      0.97689
Cluster83      COVAR   16361      -1.1047   -0.0022117       4.3047      0.60127
Cluster84      COVAR   16361       2.1274    0.0035252         5.33       0.3449
Cluster85      COVAR   16361       1.8213    0.0030447       5.2398      0.36408
Cluster86      COVAR   16361       12.602     0.020927       5.5026     0.011012
Cluster87      COVAR   16361       1.9183    0.0036073       4.7878      0.34434
Cluster88      COVAR   16361       8.9545     0.014456       5.4135     0.049063
Cluster89      COVAR   16361       9.2744     0.015657       5.2116     0.037585
Cluster9       COVAR   16361      -3.5584    -0.025385       1.2012      0.99847
Cluster90      COVAR   16361       11.201     0.019016       5.2388     0.016265
Cluster91      COVAR   16361       8.9502     0.016071       5.0328     0.037681
Cluster92      COVAR   16361       10.905     0.017349       5.6133     0.026031
Cluster93      COVAR   16361       15.391     0.023525       5.7717    0.0038351
Cluster94      COVAR   16361       12.179     0.019151       5.6166     0.015077
Cluster95      COVAR   16361       3.3435    0.0063988       4.4976      0.22863
Cluster96      COVAR   16361       4.5209    0.0098862       4.0137      0.13001
Cluster97      COVAR   16361      -4.9359    -0.011111       3.6133      0.91403
Cluster98      COVAR   16361        8.558     0.014879       4.9756     0.042729
Cluster99      COVAR   16361    0.0050831   9.3138e-06       4.6579      0.49956
