# MEAN_SAMPLE_SIZE = 26052
# TOTAL_GENES = 16076
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE        TYPE  NGENES         BETA     BETA_STD           SE            P
Cluster373     COVAR   16076       1.5186     0.002494       4.5278      0.36866
Cluster374     COVAR   16076       7.3006     0.012572       4.2905     0.044429
Cluster375     COVAR   16076      0.98006    0.0017942       3.9785      0.40271
Cluster376     COVAR   16076        4.957    0.0075155       4.8805       0.1549
Cluster377     COVAR   16076       5.4729    0.0090157       4.4148      0.10756
Cluster378     COVAR   16076       6.0234     0.010257       4.4256     0.086765
Cluster379     COVAR   16076      -1.6225   -0.0030438       3.7688      0.66658
Cluster38      COVAR   16076        2.039    0.0069128       2.0996      0.16574
Cluster380     COVAR   16076       2.5283     0.004355        4.305      0.27851
Cluster381     COVAR   16076      -3.8948   -0.0071612       3.9311      0.83909
Cluster382     COVAR   16076      -2.6739    -0.004742       4.2228       0.7367
Cluster383     COVAR   16076      -2.4608   -0.0045664       3.8403      0.73916
Cluster384     COVAR   16076        -4.87    -0.007248       5.0568      0.83223
Cluster385     COVAR   16076       3.1683    0.0043303       5.5227      0.28309
Cluster386     COVAR   16076      0.61096    0.0011334       3.9561      0.43863
Cluster387     COVAR   16076      -1.0864   -0.0020531       3.6119      0.61821
Cluster388     COVAR   16076     -0.38011  -0.00074217       3.7958      0.53988
Cluster389     COVAR   16076      -7.2477    -0.010803        5.052      0.92429
Cluster39      COVAR   16076       2.9829     0.013609       1.5198     0.024848
Cluster390     COVAR   16076      0.92613     0.001249       5.5021      0.43317
Cluster391     COVAR   16076      0.13249   0.00023277        4.133      0.48721
Cluster392     COVAR   16076      -7.0809    -0.010416        5.098      0.91757
Cluster393     COVAR   16076      -2.2291   -0.0030382       5.4938      0.65753
Cluster394     COVAR   16076      0.62616    0.0011295        4.065      0.43879
Cluster395     COVAR   16076       4.0095     0.009896        3.046     0.094048
Cluster396     COVAR   16076      -3.3909   -0.0059314       4.1402      0.79361
Cluster397     COVAR   16076      -2.9547   -0.0065906       3.3518      0.81098
Cluster398     COVAR   16076       2.3432    0.0056126       3.0564      0.22165
Cluster399     COVAR   16076     -0.75457   -0.0024764       2.2642      0.63053
Cluster4       COVAR   16076      0.62844    0.0055696       0.7985      0.21564
Cluster40      COVAR   16076       2.5189    0.0077589       2.3162      0.13842
Cluster400     COVAR   16076     -0.83969   -0.0025957       2.4652       0.6333
