# MEAN_SAMPLE_SIZE = 51090
# TOTAL_GENES = 16327
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE        TYPE  NGENES         BETA     BETA_STD           SE            P
Cluster442     COVAR   16327       6.7155     0.011345       4.6975     0.076431
Cluster443     COVAR   16327       4.1355     0.007658       4.2184      0.16346
Cluster444     COVAR   16327       4.2964    0.0084268       3.9835      0.14041
Cluster445     COVAR   16327       0.3769    0.0010322       2.9052      0.44839
Cluster446     COVAR   16327      -1.3715   -0.0028271       3.7956      0.64107
Cluster447     COVAR   16327       3.3195    0.0065194       4.0131      0.20408
Cluster448     COVAR   16327       1.7748    0.0050083       2.7223      0.25722
Cluster449     COVAR   16327       4.2079    0.0081233       4.0807      0.15124
Cluster45      COVAR   16327       2.0507    0.0077066       2.0474      0.15827
Cluster450     COVAR   16327       4.9556     0.010573       3.6933     0.089842
Cluster451     COVAR   16327       5.2244      0.01072       3.8602     0.087974
Cluster452     COVAR   16327       1.8459    0.0041396       3.4242      0.29492
Cluster453     COVAR   16327       5.2478     0.011358       3.6037     0.072678
Cluster454     COVAR   16327        8.383     0.014506       4.6444     0.035553
Cluster455     COVAR   16327        6.179      0.01226        3.759     0.050122
Cluster456     COVAR   16327       15.584     0.023063       5.3219    0.0017067
Cluster457     COVAR   16327       3.9439     0.007023       4.4039      0.18526
Cluster458     COVAR   16327      0.47828   0.00098336       3.9141      0.45137
Cluster459     COVAR   16327       2.4558     0.004428       4.4164      0.28909
Cluster46      COVAR   16327       3.1051     0.010523       2.2828     0.086889
Cluster460     COVAR   16327       1.0424    0.0064638        1.483      0.24106
Cluster47      COVAR   16327       2.6696    0.0087081       2.3821      0.13122
Cluster48      COVAR   16327       2.2833    0.0092638       1.8674      0.11073
Cluster49      COVAR   16327      0.27068    0.0010126       2.0621      0.44779
Cluster5       COVAR   16327     -0.86868   -0.0068051      0.96727      0.81542
Cluster50      COVAR   16327        1.268    0.0062043       1.5052      0.19978
Cluster51      COVAR   16327       1.2585    0.0056778       1.7674      0.23822
Cluster52      COVAR   16327       2.3859    0.0081639       2.2828      0.14799
Cluster53      COVAR   16327       2.4278    0.0085018       2.2398       0.1392
Cluster54      COVAR   16327        1.792    0.0054317       2.6028      0.24557
Cluster55      COVAR   16327       1.9802    0.0065919       2.3458       0.1993
Cluster56      COVAR   16327       4.0552     0.010781       2.9768     0.086569
Cluster57      COVAR   16327       1.5135    0.0046544       2.5567      0.27694
Cluster58      COVAR   16327       1.3502    0.0048717       2.2253      0.27202
Cluster59      COVAR   16327       1.1784     0.004871       1.8785      0.26524
Cluster6       COVAR   16327     0.032857   0.00022838       1.1106       0.4882
Cluster60      COVAR   16327       1.6962    0.0062167       2.1814      0.21841
Cluster61      COVAR   16327    0.0053207   2.1583e-05        1.955      0.49891
Cluster62      COVAR   16327      0.97796    0.0037589       2.0794      0.31907
Cluster63      COVAR   16327      -0.9711   -0.0040656       1.8581      0.69938
Cluster64      COVAR   16327       -1.671   -0.0082138       1.5908      0.85323
Cluster65      COVAR   16327      0.08068    0.0003249        1.925      0.48329
Cluster66      COVAR   16327     -0.69703   -0.0047231       1.1641      0.72533
Cluster67      COVAR   16327     -0.98487    -0.005743       1.3269      0.77102
Cluster68      COVAR   16327      -0.8073   -0.0060573       1.0122      0.78744
Cluster69      COVAR   16327      -1.1268   -0.0069028       1.2537      0.81561
Cluster7       COVAR   16327    -0.019949  -0.00014407       1.0646      0.50748
Cluster70      COVAR   16327      -1.3431    -0.006786       1.5318      0.80969
Cluster71      COVAR   16327      -1.4357   -0.0072219       1.5386      0.82462
Cluster72      COVAR   16327      -1.2837   -0.0060607       1.6335      0.78402
Cluster73      COVAR   16327      -1.5237    -0.007495       1.5702      0.83407
Cluster74      COVAR   16327      -3.2211    -0.015387       1.6457      0.97483
Cluster75      COVAR   16327      -3.0027    -0.010902       2.0937      0.92423
Cluster76      COVAR   16327       -3.704    -0.015686       1.8308      0.97846
Cluster77      COVAR   16327      -4.2604    -0.019168       1.7182      0.99342
Cluster78      COVAR   16327      -4.4219    -0.019456       1.7438      0.99439
Cluster79      COVAR   16327        -4.16    -0.018294        1.778      0.99034
Cluster8       COVAR   16327     -0.49139   -0.0031899       1.2031      0.65853
Cluster80      COVAR   16327      -4.5836     -0.02002       1.7764      0.99506
Cluster81      COVAR   16327      -4.1687    -0.017959        1.806       0.9895
Cluster82      COVAR   16327      -2.2557    -0.011862        1.468      0.93779
Cluster83      COVAR   16327       3.9236    0.0078364       3.7233        0.146
Cluster84      COVAR   16327       5.9547    0.0098737       4.7846      0.10666
Cluster85      COVAR   16327       7.6333     0.012734       4.5874     0.048069
Cluster86      COVAR   16327        7.165     0.011908       4.7618     0.066214
Cluster87      COVAR   16327       2.2448    0.0042249       4.1923      0.29618
Cluster88      COVAR   16327         6.05    0.0097726       4.8378      0.10555
Cluster89      COVAR   16327       8.1766     0.013815        4.656     0.039545
Cluster9       COVAR   16327     -0.18023   -0.0012864       1.0911       0.5656
Cluster90      COVAR   16327       11.206     0.019041       4.6255    0.0077084
Cluster91      COVAR   16327         8.35     0.015003       4.3667     0.027936
Cluster92      COVAR   16327       11.537     0.018367       5.0166     0.010742
Cluster93      COVAR   16327       13.216     0.020216        5.123    0.0049476
Cluster94      COVAR   16327       11.813      0.01859       4.9803    0.0088565
Cluster95      COVAR   16327       5.0259    0.0096177       4.0352      0.10648
Cluster96      COVAR   16327       3.1867    0.0069705       3.3764      0.17264
Cluster97      COVAR   16327      -2.7819   -0.0062603       3.3215      0.79885
Cluster98      COVAR   16327       6.2802      0.01091       4.4382      0.07854
Cluster99      COVAR   16327       3.4204    0.0062665       4.2813      0.21218
