VARIABLE,cluster_id,cluster_name,supercluster,class_auto,neurotransmitter,top_regions,top_dissections,top_genes,n_cells,NGENES,BETA,BETA_STD,SE,P
Cluster347,347,Splat_347,Splatter,NEUR,GLY,"Medulla: 68.6%, Spinal cord: 29.3%, Pons: 0.9%","Human MoAN: 33.4%, Human SpC: 29.3%, Human MoSR: 21.6%","PAX2, HOXB3, EBF3, NPPC, SLC6A5, HOXB7, AC024230.1, HOXB-AS3, PAX8, PDYN",2434.0,16076,1.0737,0.0021522,3.8012,0.3888
Cluster26,26,Fbl_26,Fibroblast,FIB,,"Thalamus: 20.7%, Basal forebrain: 15.4%, Pons: 13.1%","Human SEP: 6.0%, Human CBV: 5.7%, Human SN: 4.6%","COL1A2, TBX18, FMO2, IGF2, ITIH5, C7, FBLN1, FLVCR2, SLC6A20, COL15A1",1340.0,16076,0.39401,0.002036,1.4011,0.38927
Cluster321,321,LRL_321,Lower rhombic lip,NEUR,VGLUT1 VGLUT2,"Pons: 95.9%, Medulla: 3.3%, Midbrain: 0.4%","Human PnEN: 40.4%, Human PN: 30.9%, Human DTg: 13.1%","IRX2, AL139351.3, GADL1, AC136431.1, NLRP1, CDH23, LINC02476, LINC01798, INSRR, VEPH1",1119.0,16076,1.0187,0.0020267,3.6867,0.39116
Cluster433,433,Midi_433,Midbrain-derived inhibitory,NEUR,GABA,"Midbrain: 89.4%, Thalamus: 8.3%, Hypothalamus: 1.3%","Human SC: 51.7%, Human PTR: 13.8%, Human IC: 9.1%","OTX2, LINC01210, OTX2-AS1, AL137100.3, AL161757.4, CHODL, PRSS12, AL109761.1, GALR1, SOX14",1351.0,16076,1.0069,0.002032,3.6632,0.39171
Cluster450,450,Thex_450,Thalamic excitatory,,VGLUT2,"Thalamus: 99.9%, Basal forebrain: 0.0%, Hypothalamus: 0.0%","Human MD: 45.8%, Human ANC: 20.8%, Human ETH: 14.5%","CASQ2, RGS16, AC016766.1, SHOX2, GDNF, TGFBR2, FAM20A, VANGL1, IRAG1, LINC00868",3092.0,16076,0.95657,0.0020439,3.568,0.39431
Cluster366,366,Splat_366,Splatter,NEUR,VGLUT2,"Midbrain: 57.4%, Pons: 19.9%, Thalamus: 15.2%","Human PAG: 17.9%, Human PTR: 12.3%, Human ETH: 9.4%","EBF2, EBF3, EBF1, KLHL1, SHOX2, AC007656.2, TFAP2D, RMST, SLC17A6, NCAPG",11033.0,16076,1.1261,0.0019603,4.258,0.39571
Cluster2,2,Nkcell_2,Miscellaneous,NK,,"Thalamus: 17.6%, Cerebral cortex: 15.5%, Basal forebrain: 14.8%","Human GPe: 5.7%, Human GPi: 5.5%, Human CbDN: 5.1%","NKG7, GNLY, PRF1, KLRF1, PYHIN1, CCL4, RUNX3, CST7, GZMA, GZMB",671.0,16076,0.11997,0.0018798,0.45836,0.39676
Cluster27,27,Fbl_27,Fibroblast,FIB,,"Thalamus: 34.3%, Cerebral cortex: 15.0%, Pons: 13.3%","Human CM-Pf: 8.7%, Human LG: 4.4%, Human VLN: 4.3%","TBX18, COL1A2, FMO2, ITIH5, LINC02147, COL15A1, FLVCR2, COLEC12, C7, LINC02058",2056.0,16076,0.40721,0.0018679,1.5767,0.3981
Cluster189,189,CA13_189,Hippocampal CA1-3,NEUR,VGLUT1,"Hippocampus: 73.4%, Amygdala: 24.4%, Hypothalamus: 0.9%","Human CA1: 38.1%, Human CA1U-CA2U-CA3U: 30.7%, Human CMN: 24.4%","ERG, AQP3, FZD7, AC068985.1, PTGFR, CCN1, CTXND1, CD24, LATS2, LINC00683",349.0,16076,0.85022,0.0018481,3.3395,0.39952
Cluster96,96,DLNP_96,Deep-layer near-projecting,NEUR,VGLUT1 VGLUT2,"Cerebral cortex: 85.1%, Amygdala: 7.0%, Basal forebrain: 5.7%","Human A38: 17.5%, Human MTG: 9.1%, Human Idg: 8.3%","HMGA2, AC129807.1, MYOCD, NPSR1-AS1, CD200R1L, ERG, COL8A1, TRIM22, FER1L6-AS2, CCDC80",685.0,16076,0.81482,0.0017957,3.2697,0.4016
Cluster375,375,Splat_375,Splatter,NEUR,VGLUT2 VGLUT3,"Thalamus: 94.3%, Midbrain: 5.4%, Pons: 0.1%","Human ETH: 77.2%, Human MD-Re: 14.9%, Human PAG-DR: 3.3%","GPR151, POU4F1, MMRN1, DLK1, LHX9, LRRC55, LINC01497, EBF1, LINC01876, ONECUT1",2762.0,16076,0.98006,0.0017942,3.9785,0.40271
Cluster47,47,Oligo_47,Oligodendrocyte,OLIGO,,"Thalamus: 24.9%, Cerebral cortex: 20.9%, Hippocampus: 13.8%","Human GPe: 5.4%, Human STH: 4.8%, Human MTG: 4.2%","OPALIN, LINC01608, CD9, LINC01792, RNASE1, CNDP1, AC110285.1, PLLP, NKX6-2, MAG",124837.0,16076,0.53599,0.0017422,2.1881,0.40324
Cluster273,273,LLC_273,LAMP5-LHX6 and Chandelier,NEUR,GABA,"Amygdala: 44.9%, Cerebral cortex: 33.4%, Hippocampus: 7.3%","Human BL: 11.5%, Human CEN: 9.9%, Human CMN: 9.0%","LINC01344, SFRP1, HAPLN1, CHRDL1, EYA4, ANO1, ADGRG6, TMEM255A, MYB, CHST9",3254.0,16076,1.3707,0.0018418,5.7127,0.40519
Cluster75,75,COP_75,Committed oligodendrocyte precursor,CHRP EPEN NEUR,,"Medulla: 38.6%, Basal forebrain: 32.9%, Thalamus: 15.7%","Human SEP: 32.9%, Human MoSR: 21.4%, Human Pul: 12.9%","TTR, FOLR1, SOD3, IGFBP7, FBLN1, C1QTNF5, FBP2, ECRG4, CLIC6, SLC39A12",70.0,16076,0.45677,0.0016599,1.9135,0.40567
Cluster192,192,CA4_192,Hippocampal CA4,NEUR,VGLUT1,"Hippocampus: 99.6%, Cerebral cortex: 0.4%, Amygdala: 0.0%","Human CA4C-DGC: 79.6%, Human CA1C-CA3C: 9.2%, Human DGR-CA4Rpy: 3.8%","MORC1, HLX-AS1, AL450311.1, GHSR, C16orf74, SCGN, LINC02237, AC011754.1, LINC00210, GUCA1C",1635.0,16076,0.64552,0.0016216,2.8583,0.41066
Cluster412,412,Splat_412,Splatter,NEUR,GABA HDC VGLUT2,"Hypothalamus: 97.4%, Midbrain: 2.2%, Thalamus: 0.3%","Human MN: 45.2%, Human HTHma-HTHtub: 26.3%, Human HTHtub: 14.1%","PMCH, AC022433.1, ISL1, TBX3, AC010478.1, C14orf39, AC026765.3, GAL, VWA5B1, RADX",5062.0,16076,0.71068,0.0018421,3.17,0.41131
Cluster270,270,LLC_270,LAMP5-LHX6 and Chandelier,NEUR,GABA,"Cerebral cortex: 86.2%, Hippocampus: 6.7%, Thalamus: 3.3%","Human M1C: 12.3%, Human MTG: 5.2%, Human S1C: 4.5%","LINC01344, SFRP1, ANO1, EYA4, LINC00943, CA1, PDGFD, NOS1, CHRDL1, CDCA7",4751.0,16076,1.0672,0.00162,5.0933,0.41702
Cluster456,456,Thex_456,Thalamic excitatory,NEUR,VGLUT2,"Thalamus: 99.8%, Hippocampus: 0.2%, Cerebral cortex: 0.0%","Human LG: 92.5%, Human Pul: 3.7%, Human MG: 2.0%","ST8SIA6, AC012535.1, AC093334.1, ST8SIA6-AS1, AP000331.1, AC006487.1, SHOX2, ANXA3, AC087482.1, VANGL1",509.0,16076,0.99131,0.0014742,4.9108,0.42001
Cluster15,15,VendC_15,Vascular,ENDO,,"Cerebral cortex: 23.2%, Hippocampus: 15.7%, Thalamus: 15.3%","Human A35r: 8.6%, Human CBV: 6.6%, Human CA1: 4.8%","CLDN5, ABCG2, FLT1, MECOM, IFI27, TM4SF18, HLA-E, CAVIN2, FLI1, SLC38A5",2746.0,16076,0.18406,0.0014235,0.95974,0.42396
Cluster248,248,MGE_248,MGE interneuron,NEUR,GABA,"Cerebral cortex: 78.8%, Hippocampus: 12.5%, Amygdala: 5.0%","Human V1C: 11.2%, Human M1C: 10.1%, Human MTG: 4.4%","HPGD, TAC1, FAM89A, AL450345.2, DCN, ALDH1A3, AC096751.2, CORT, BMP3, LHX6",2535.0,16076,0.9827,0.0014593,5.1367,0.42414
Cluster81,81,Chrp_81,Choroid plexus,CHRP,,"Basal forebrain: 73.7%, Medulla: 25.6%, Pons: 0.6%","Human SEP: 73.7%, Human MoAN: 20.9%, Human MoSR: 3.9%","AC004052.1, TRPV4, AC016152.1, SLC5A5, CLIC6, ABCA4, LINC00880, NWD1, LMX1A, RBM47",1375.0,16076,0.29671,0.0012865,1.6166,0.42719
Cluster390,390,Splat_390,Splatter,NEUR,GABA,"Thalamus: 81.4%, Amygdala: 5.6%, Pons: 5.3%","Human LG: 42.0%, Human ANC: 34.7%, Human BNST: 5.4%","ECEL1, SST, LINC00540, PAX6, DLK1, ARHGAP36, EGFL6, GPC3, LHX1, SIX3",3366.0,16076,0.92613,0.001249,5.5021,0.43317
Cluster257,257,MGE_257,MGE interneuron,NEUR,GABA,"Cerebral cortex: 73.5%, Hippocampus: 19.7%, Amygdala: 3.5%","Human M1C: 9.5%, Human MTG: 5.2%, Human CA1U-CA2U-CA3U: 4.6%","MEPE, WNT16, MTND6P22, RGS5, HGF, RNF144B, AC006974.2, AC006364.1, LHX6, CPED1",12242.0,16076,0.95119,0.0012779,5.6935,0.43366
Cluster459,459,Thex_459,Thalamic excitatory,NEUR,VGLUT2,"Thalamus: 89.9%, Amygdala: 9.2%, Midbrain: 0.6%","Human MD: 26.0%, Human CM-Pf: 20.8%, Human ANC: 20.7%","SLC15A1, COL6A5, LHX9, FSHR, LINC01997, SLITRK6, AC069410.1, GBX2, RERGL, CYP27C1",4507.0,16076,0.67649,0.0012326,4.1554,0.43534
Cluster386,386,Splat_386,Splatter,NEUR,VGLUT2,"Medulla: 98.2%, Pons: 1.2%, Midbrain: 0.6%","Human MoRF-MoEN: 55.1%, Human MoSR: 38.9%, Human MoAN: 4.2%","TACR3, LINC01876, AC074099.1, HOXB3, HSPD1P8, POU4F1, PGR-AS1, PGR, LINC02742, HOXA3",167.0,16076,0.61096,0.0011334,3.9561,0.43863
Cluster394,394,Splat_394,Splatter,NEUR,VGLUT2,"Pons: 92.2%, Midbrain: 6.7%, Medulla: 0.5%","Human PB: 78.3%, Human DTg: 10.3%, Human PAG: 4.6%","NPS, LINC01798, IRX4, SLC5A7, LHX9, AC006296.3, AC074099.1, IRX2, LINC01876, TH",1791.0,16076,0.62616,0.0011295,4.065,0.43879
Cluster50,50,Oligo_50,Oligodendrocyte,OLIGO,,"Hypothalamus: 90.7%, Thalamus: 3.6%, Basal forebrain: 3.6%","Human MN: 90.7%, Human GPe: 3.6%, Human CM-Pf: 3.5%","PTCSC3, AC012494.2, AL591115.1, AC103831.1, AC093330.1, AL589787.1, AC061958.1, PDE4B-AS1, AC026746.1, AC108721.1",3044.0,16076,0.21837,0.0010766,1.4608,0.44059
Cluster1,1,Tcell_1,Miscellaneous,TCELL,,"Midbrain: 15.0%, Basal forebrain: 14.0%, Pons: 13.2%","Human SpC: 8.2%, Human CbDN: 7.6%, Human SN: 7.4%","CD2, IL7R, PTPRC, SLFN12L, IL32, CCL5, GRAP2, RUNX3, CD69, CD3E",2474.0,16076,0.076247,0.0010136,0.51626,0.44129
Cluster228,228,EMSN_228,Eccentric medium spiny neuron,NEUR,GABA,"Amygdala: 83.7%, Cerebral cortex: 12.2%, Thalamus: 1.9%","Human La: 25.3%, Human BM: 17.5%, Human CEN: 16.1%","NPFFR2, AC087516.2, AC083837.1, AC008127.1, AL365255.1, AC097459.1, AC092590.1, EYA2, DBX2, SCN5A",3227.0,16076,0.84683,0.0010816,5.9279,0.4432
Cluster453,453,Thex_453,Thalamic excitatory,,VGLUT2,"Thalamus: 82.7%, Midbrain: 17.3%, Cerebral cortex: 0.0%","Human LG: 29.5%, Human MG: 24.7%, Human PTR: 14.4%","CARTPT, CASQ2, ST8SIA6-AS1, PLEKHG4B, RGS16, LEF1, PVALB, PPP1R17, CYP27C1, LINC00868",5556.0,16076,0.46839,0.0010228,3.4604,0.44617
Cluster426,426,EMSN_426,Eccentric medium spiny neuron,NEUR,GABA,"Amygdala: 81.9%, Cerebral cortex: 10.0%, Thalamus: 3.2%","Human CEN: 36.3%, Human CMN: 31.4%, Human BM: 8.7%","LINC01497, NPFFR2, DGKK, PAX6, SCN5A, EYA2, AL161629.1, LINC01305, NPNT, AL592156.1",1600.0,16076,0.88123,0.00097942,6.7513,0.44808
Cluster238,238,Splat_238,Splatter,NEUR,GABA,"Basal forebrain: 57.1%, Amygdala: 27.7%, Cerebral cortex: 6.8%","Human CaB: 15.6%, Human NAC: 12.7%, Human SI: 10.8%","CRABP1, KLB, AP002989.1, HTR3A, PLSCR5, PDGFD, HAPLN1, EXOC1L, IL1RAPL2, AL356108.1",7651.0,16076,0.6365,0.0009071,5.2755,0.45198
Cluster297,297,URL_297,Upper rhombic lip,,VGLUT1,"Midbrain: 97.1%, Thalamus: 2.9%, Cerebral cortex: 0.0%","Human SC: 73.5%, Human SN: 20.6%, Human PAG: 2.9%","TPH1, RBP3, AC004852.2, GABRR3, AQP3, NEUROG1, ETV3L, AC063980.1, CACNA2D4, ASB15-AS1",34.0,16076,0.08976,0.00079934,0.74681,0.45217
Cluster271,271,LLC_271,LAMP5-LHX6 and Chandelier,NEUR,GABA,"Cerebral cortex: 63.9%, Amygdala: 16.6%, Hippocampus: 9.9%","Human MEC: 11.6%, Human LEC: 5.7%, Human CEN: 4.6%","LINC01344, SFRP1, ANO1, CHRDL1, EYA4, HAPLN1, ADGRG6, AL136456.1, MYB, CASP4LP",4045.0,16076,0.63568,0.00091656,5.3083,0.45234
Cluster25,25,Fbl_25,Fibroblast,FIB,,"Thalamus: 22.3%, Cerebral cortex: 20.0%, Pons: 15.0%","Human MN: 8.3%, Human A35r: 8.2%, Human CM-Pf: 6.6%","COL1A2, TBX18, CFH, IGF2, COL3A1, ITIH5, FLVCR2, FMO2, LINC02147, BMP5",709.0,16076,0.17549,0.00086195,1.488,0.45306
Cluster48,48,Oligo_48,Oligodendrocyte,OLIGO,,"Basal forebrain: 47.8%, Thalamus: 42.2%, Hypothalamus: 5.3%","Human GPe: 47.6%, Human CM-Pf: 36.8%, Human MN: 5.3%","AC061958.1, PDE4B-AS1, AL589787.1, LINC01608, MUSK, AC103831.1, AC026746.1, OPALIN, AC093330.1, SPATA22",2190.0,16076,0.18384,0.00073751,1.7858,0.459
Cluster351,351,Splat_351,Splatter,NEUR,GABA,"Midbrain: 90.0%, Thalamus: 8.2%, Hypothalamus: 1.3%","Human SN-RN: 27.9%, Human PAG: 19.7%, Human PTR: 13.1%","LINC00261, FOXA2, TM4SF18, NDNF, PAX5, LINC01956, EMX2OS, ASAH2, EBF3, EMX2",559.0,16076,0.38936,0.00069164,4.1236,0.46239
Cluster452,452,Thex_452,Thalamic excitatory,,VGLUT2,"Thalamus: 98.9%, Midbrain: 1.1%, Amygdala: 0.0%","Human LG: 73.7%, Human VPL: 7.2%, Human MG: 6.6%","PVALB, ST8SIA6-AS1, PPP1R17, RGS16, SHOX2, TGFBR2, DEFB1, CASQ2, ITM2A, ST8SIA6",5044.0,16076,0.24222,0.00054418,3.2524,0.47032
Cluster14,14,VendAC_14,Vascular,ENDO,,"Hippocampus: 23.8%, Cerebral cortex: 23.3%, Thalamus: 10.3%","Human A35r: 14.0%, Human CA1: 8.7%, Human CBV: 5.5%","CLDN5, FLT1, ABCG2, MECOM, CD34, SMAD6, SOX18, EPAS1, SEMA3G, HLA-E",748.0,16076,0.073727,0.00053805,0.99488,0.47046
Cluster23,23,Per_23,Vascular,,,"Thalamus: 48.8%, Cerebral cortex: 25.0%, Basal forebrain: 10.7%","Human Pul: 31.0%, Human STG: 7.1%, Human LP: 6.0%","ITIH5, SLC6A12, SLC6A13, ATP1A2, DCN, PRELP, COLEC12, IFITM2, MUSTN1, TFPI",84.0,16076,0.098952,0.00051823,1.394,0.47171
Cluster278,278,CGE_278,CGE interneuron,NEUR,GABA VGLUT3,"Cerebral cortex: 78.0%, Amygdala: 10.4%, Hippocampus: 8.1%","Human MEC: 5.9%, Human LEC: 4.8%, Human M1C: 4.7%","SP8, CXCL14, DDR2, AC006305.1, AC005064.1, RELN, ABCB5, GRPR, AC092819.3, NDNF",7177.0,16076,0.35348,0.00051617,5.1443,0.47261
Cluster320,320,LRL_320,Lower rhombic lip,NEUR,VGLUT1 VGLUT2,"Pons: 90.4%, Medulla: 6.2%, Basal forebrain: 3.2%","Human PN: 27.7%, Human PnEN: 25.8%, Human PnRF: 21.5%","AL139351.3, AC093765.2, IRX2, LINC00355, LINC02476, AC136431.1, BMP5, TINAG, HOXC4, LINC00363",27800.0,16076,0.20919,0.00049677,3.1946,0.4739
Cluster231,231,EMSN_231,Eccentric medium spiny neuron,NEUR,GABA,"Amygdala: 60.2%, Basal forebrain: 16.4%, Cerebral cortex: 13.7%","Human CMN: 15.9%, Human CEN: 12.8%, Human SI: 11.6%","LMNTD1, NPFFR2, AC012078.2, ZNF736P9Y, GABRQ, EYA2, PCDH11Y, CAPSL, DRAXIN, ITGA6",2372.0,16076,0.28342,0.00037976,5.6093,0.47985
Cluster446,446,Thex_446,Thalamic excitatory,,VGLUT2,"Thalamus: 99.9%, Hippocampus: 0.0%, Midbrain: 0.0%","Human LG: 99.9%, Human PAG-DR: 0.0%, Human LP: 0.0%","DCDC2C, AL355612.1, LINC01491, AC092078.3, SHOX2, AC044810.3, DEFB1, LCP1, AC092078.2, PPP1R17",15148.0,16076,0.144,0.0002997,3.6147,0.48411
Cluster391,391,Splat_391,Splatter,NEUR,GABA,"Hypothalamus: 92.3%, Thalamus: 3.3%, Midbrain: 2.8%","Human HTHpo-HTHso: 48.5%, Human HTHma-HTHtub: 13.7%, Human HTHma: 12.2%","SFRP1, AVP, PDGFD, AL158013.1, EGFL6, ABI3BP, GBX1, NFIA-AS2, AC008415.1, LINC01938",827.0,16076,0.13249,0.00023277,4.133,0.48721
Cluster166,166,Misc_166,Miscellaneous,NEUR,VGLUT1 VGLUT2,"Cerebral cortex: 79.4%, Hippocampus: 16.1%, Amygdala: 3.1%","Human MEC: 71.3%, Human Sub: 14.9%, Human LEC: 7.8%","LINC02752, IFNG-AS1, SNHG31, LINC01297, BARX2, AC072062.1, AC104689.2, TMEM45B, AC116345.1, AL589693.1",944.0,16076,0.068769,0.00013168,3.8751,0.49292
Cluster319,319,LRL_319,Lower rhombic lip,NEUR,VGLUT1 VGLUT2,"Pons: 97.8%, Midbrain: 1.2%, Medulla: 1.0%","Human PN: 45.9%, Human PnEN: 25.5%, Human PnRF: 15.0%","LINC00355, IRX2, AL139351.3, AC136431.1, AC093765.2, S100A10, ADAMTS20, LINC02476, CDH23, BARHL1",8164.0,16076,0.045962,9.7941e-05,3.5014,0.49476
Cluster82,82,Chrp_82,Choroid plexus,CHRP,,"Basal forebrain: 76.6%, Medulla: 22.2%, Pons: 1.2%","Human SEP: 76.6%, Human MoAN: 11.7%, Human MoSR: 10.5%","TRPV4, CLIC6, AC012078.2, LINC00113, LMX1A, SLC28A3, SLC5A5, FBP2, LINC00880, RBM47",171.0,16076,0.017267,9.0602e-05,1.3428,0.49487
Cluster241,241,MGE_241,MGE interneuron,NEUR,GABA,"Cerebral cortex: 90.2%, Basal forebrain: 3.5%, Hippocampus: 2.5%","Human MTG: 6.3%, Human M1C: 5.3%, Human A43: 5.1%","AC011586.2, MSR1, AC022905.1, AC113347.4, MCOLN2, AC011586.1, CMTM8, MYO5B, AL355672.1, SLC27A6",5583.0,16076,0.050728,7.5246e-05,5.1406,0.49606
Cluster49,49,Oligo_49,Oligodendrocyte,OLIGO,,"Pons: 30.3%, Midbrain: 20.2%, Medulla: 12.2%","Human PnRF: 10.0%, Human SN: 7.6%, Human CbDN: 7.3%","MBOAT1, AC110809.1, AC008945.2, S100A1, AC114485.1, AC007106.2, LINC01445, LINC01549, AC004690.2, S100B",84282.0,16076,0.0121,4.5319e-05,1.8782,0.49743
Cluster165,165,Misc_165,Miscellaneous,NEUR,VGLUT1 VGLUT2,"Cerebral cortex: 92.1%, Hippocampus: 5.0%, Amygdala: 2.8%","Human MEC: 72.0%, Human LEC: 18.2%, Human Sub: 5.0%","LINC02752, BARX2, IFNG-AS1, DSC3, AC116345.1, SNHG31, AC104689.2, AC006974.2, TMEM45B, AC072062.1",2064.0,16076,-0.025146,-4.8245e-05,3.847,0.50261
Cluster448,448,Thex_448,Thalamic excitatory,NEUR,VGLUT2,"Thalamus: 99.7%, Amygdala: 0.3%, Basal forebrain: 0.0%","Human VLN: 59.6%, Human CM-Pf: 18.2%, Human LP: 13.2%","CASQ2, AC093298.2, GDNF, CHRNA2, AL033530.1, FAM20A, TAFA4, MATN3, ST8SIA6, COL4A4",5500.0,16076,-0.021386,-6.0863e-05,2.4827,0.50344
Cluster291,291,CGE_291,CGE interneuron,NEUR,GABA,"Cerebral cortex: 75.1%, Hippocampus: 14.3%, Amygdala: 7.1%","Human MTG: 6.3%, Human M1C: 5.2%, Human MEC: 4.6%","Z83818.2, NPR3, KMO, AL391832.4, AL136114.1, EDNRA, SLC10A4, AC013265.1, PCDH18, TMEM100",12240.0,16076,-0.071422,-0.00010378,5.1253,0.50556
Cluster279,279,CGE_279,CGE interneuron,NEUR,GABA VGLUT3,"Cerebral cortex: 54.6%, Hippocampus: 26.0%, Amygdala: 14.6%","Human MEC: 5.4%, Human CMN: 5.0%, Human CA4C-DGC: 5.0%","LINC01162, AC006305.1, HTR3A, HGFAC, SP8, CXCL14, SLC17A8, CNR1, LINC01470, LINC01416",7444.0,16076,-0.12375,-0.00019785,4.6009,0.51073
Cluster74,74,Epen_74,Ependymal,CHRP EPEN,,"Basal forebrain: 68.3%, Thalamus: 13.3%, Medulla: 7.3%","Human SEP: 67.8%, Human DGR-CA4Rpy: 6.0%, Human MD: 4.3%","DTHD1, ADGB, AC020718.1, AL672167.1, AC013470.2, CFAP157, AC093689.1, CROCC2, TTC29, RASSF9",795.0,16076,-0.04067,-0.00019358,1.4655,0.51107
Cluster265,265,LLC_265,LAMP5-LHX6 and Chandelier,NEUR,GABA,"Cerebral cortex: 72.8%, Amygdala: 17.1%, Hippocampus: 5.1%","Human MEC: 6.1%, Human M1C: 4.8%, Human BL: 4.2%","AC046195.2, LINC00943, PCDH18, COL15A1, PTHLH, C1QL1, LINC01837, NOG, CA8, PLEKHH2",4251.0,16076,-0.14202,-0.00021947,4.89,0.51158
Cluster131,131,ULIT_131,Upper-layer intratelencephalic,NEUR,VGLUT1 VGLUT2,"Cerebral cortex: 99.9%, Hypothalamus: 0.0%, Basal forebrain: 0.0%","Human M1C: 71.0%, Human S1C: 11.1%, Human A43: 3.7%","AC092353.2, LINC02306, MIR3976HG, AL132633.1, AC018742.1, AC087883.2, LAMA2, AL450313.1, DPP4, LINC01965",22050.0,16076,-0.16553,-0.00023125,5.4324,0.51215
Cluster202,202,DG_202,Hippocampal dentate gyrus,NEUR,VGLUT1,"Hippocampus: 100.0%, Cerebral cortex: 0.0%, Amygdala: 0.0%","Human DGR-CA4Rpy: 87.7%, Human CA1R-CA2R-CA3R: 12.3%","TTR, FOLR1, LINC01697, AC097528.1, AC097487.1, AL672167.1, NTF3, AL591518.1, TARID, AJ006995.1",398.0,16076,-0.19431,-0.00032291,4.5039,0.51721
Cluster175,175,Amex_175,Amygdala excitatory,NEUR,VGLUT1 VGLUT2,"Cerebral cortex: 91.3%, Hippocampus: 7.3%, Amygdala: 1.2%","Human MEC: 82.6%, Human LEC: 8.2%, Human Sub: 6.4%","AL035446.2, LINC00383, AC009081.2, AL138694.1, AC116345.1, SMIM36, FBLN2, AC113137.1, AC009878.2, CARM1P1",8112.0,16076,-0.25685,-0.00042354,4.6794,0.52189
Cluster11,11,Mgl_11,Microglia,MGL,,"Cerebral cortex: 37.4%, Hippocampus: 24.2%, Thalamus: 11.1%","Human DGR-CA4Rpy: 6.3%, Human MTG: 5.7%, Human DGU-CA4Upy: 5.7%","CSF1R, CX3CR1, APBB1IP, FYB1, AL392172.1, LINC00996, LNCAROD, SYK, DOCK8, C3",20036.0,16076,-0.066238,-0.00043348,1.0851,0.52434
Cluster164,164,Misc_164,Miscellaneous,NEUR,VGLUT1 VGLUT2,"Cerebral cortex: 66.8%, Amygdala: 18.2%, Hippocampus: 15.0%","Human LEC: 42.3%, Human Pir: 23.8%, Human Sub: 15.0%","TMEM45B, LINC02752, LINC02105, BARX2, AC005482.1, DSC3, COL6A2, LINC01482, LINC02653, HMCN2",659.0,16076,-0.25049,-0.00047984,3.8183,0.52615
Cluster411,411,Splat_411,Splatter,NEUR,VGLUT2,"Hypothalamus: 99.2%, Amygdala: 0.2%, Midbrain: 0.2%","Human HTHma-HTHtub: 37.3%, Human HTHpo-HTHso: 36.7%, Human MN: 10.8%","PPP1R17, GABRE, ECEL1, LHX5-AS1, PRDM13, RERGL, RADX, KC877982.1, PIK3C2G, SLITRK6",1665.0,16076,-0.22089,-0.00052022,3.1118,0.52829
Cluster305,305,CBI_305,Cerebellar inhibitory,NEUR,GABA,"Cerebellum: 88.0%, Pons: 4.7%, Midbrain: 3.7%","Human CBV: 79.1%, Human CBL: 7.9%, Human IC: 3.7%","SCGN, TFAP2B, LIPG, LRRC38, LBX1-AS1, BHLHE22, LINC02058, LHX1, LMCD1, EN2",191.0,16076,-0.21443,-0.00054181,2.8693,0.52979
Cluster295,295,CGE_295,CGE interneuron,NEUR,GABA,"Cerebral cortex: 67.0%, Amygdala: 17.8%, Hippocampus: 8.6%","Human M1C: 5.2%, Human MEC: 5.2%, Human BL: 4.2%","VIP, EREG, CRH, AC013265.1, TAC3, SLC6A2, AC062021.1, AL391832.4, SP8, PTHLH",4922.0,16076,-0.33245,-0.00060991,4.1003,0.53231
Cluster95,95,DLNP_95,Deep-layer near-projecting,NEUR,VGLUT1,"Cerebral cortex: 89.0%, Basal forebrain: 7.0%, Hypothalamus: 3.3%","Human A25: 21.2%, Human ACC: 13.9%, Human AON: 12.5%","NPSR1-AS1, AC009081.2, ERG, CCDC80, HMGA2, MYOCD, PDLIM1, CD200R1L, FSHR, GNAT3",1307.0,16076,-0.31646,-0.00061204,3.8513,0.53274
Cluster388,388,Splat_388,Splatter,NEUR,VGLUT2,"Pons: 90.9%, Hypothalamus: 4.1%, Amygdala: 3.6%","Human PnEN: 81.7%, Human PnAN: 4.6%, Human DTg: 4.1%","LINC01798, SCTR, LHX5-AS1, VSX2, APELA, VWA5B1, HPGD, LINC01828, LINC01799, ADCYAP1",197.0,16076,-0.38011,-0.00074217,3.7958,0.53988
Cluster252,252,MGE_252,MGE interneuron,NEUR,GABA VGLUT3,"Cerebral cortex: 85.8%, Hippocampus: 8.0%, Basal forebrain: 3.6%","Human M1C: 11.7%, Human MTG: 6.1%, Human S1C: 4.3%","EDNRA, AL450345.2, NMU, SST, PAWR, TAC3, DCN, PNOC, CYP26A1, ITGA1",16079.0,16076,-0.65217,-0.00096598,5.2806,0.54914
Cluster31,31,Fbl_31,Fibroblast,CHRP,,"Basal forebrain: 47.3%, Medulla: 20.3%, Hypothalamus: 12.4%","Human SEP: 47.2%, Human MN: 11.8%, Human MoAN: 8.8%","PTGDR, BNC2, BMP5, FOXC1, COL3A1, COL1A2, SLPI, SFRP2, SPTLC3, TBX15",659.0,16076,-0.1361,-0.00087363,1.1,0.54923
Cluster333,333,Mmb_333,Mammillary body,NEUR,HDC VGLUT2,"Hypothalamus: 97.7%, Cerebral cortex: 1.0%, Thalamus: 0.8%","Human HTHma-HTHtub: 36.0%, Human HTHtub: 28.7%, Human MN: 27.0%","SIM1, AC244258.1, LHX1-DT, LTBP1, FOXB1, ZFHX4-AS1, CD36, LHX1, PMFBP1, PITX2",711.0,16076,-0.46042,-0.00096946,3.6036,0.55083
