# MEAN_SAMPLE_SIZE = 57513
# TOTAL_GENES = 16333
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE        TYPE  MODEL  NGENES         BETA     BETA_STD           SE            P
Cluster248     COVAR   3775   16333       25.979     0.038388       6.6942   5.2317e-05
Cluster277     COVAR   3775   16333       21.039     0.033174       6.1038   0.00028447
Cluster248     COVAR   3776   16333       22.492     0.033237       6.6044     0.000331
Cluster278     COVAR   3776   16333       43.447     0.063113       6.5899   2.2381e-11
Cluster248     COVAR   3777   16333       28.183     0.041646       6.5747   9.1344e-06
Cluster279     COVAR   3777   16333       19.093     0.029767       6.1358     0.000932
Cluster248     COVAR   3778   16333         22.2     0.032804        6.607   0.00039084
Cluster280     COVAR   3778   16333       46.287     0.064634       6.8774     8.82e-12
Cluster248     COVAR   3779   16333       28.002     0.041377       6.5864   1.0693e-05
Cluster281     COVAR   3779   16333       16.717     0.030963       5.3718   0.00093129
Cluster248     COVAR   3780   16333       27.766      0.04103        6.532   1.0723e-05
Cluster282     COVAR   3780   16333       20.355     0.039487        4.888   1.5714e-05
Cluster248     COVAR   3781   16333       23.036     0.034039       6.6417   0.00026267
Cluster283     COVAR   3781   16333       40.436     0.055198       7.1487   7.8944e-09
Cluster248     COVAR   3782   16333       23.781     0.035141       6.7151   0.00019967
Cluster284     COVAR   3782   16333       29.627     0.043125       6.6445    4.154e-06
Cluster248     COVAR   3783   16333       27.234     0.040243       6.7087   2.4727e-05
Cluster285     COVAR   3783   16333       18.374     0.026486       6.8576    0.0036922
Cluster248     COVAR   3784   16333       21.856     0.032296       6.6995   0.00055386
Cluster286     COVAR   3784   16333       39.404     0.056191       7.0174   1.0022e-08
Cluster248     COVAR   3785   16333       25.494     0.037672       6.5799   5.3678e-05
Cluster287     COVAR   3785   16333       29.568     0.048508       5.8918   2.6375e-07
Cluster248     COVAR   3786   16333       21.134     0.031229        6.646   0.00073826
Cluster288     COVAR   3786   16333       48.123     0.067839        7.176   1.0411e-11
Cluster248     COVAR   3787   16333       26.373     0.038971       6.5944   3.1936e-05
Cluster289     COVAR   3787   16333       22.876     0.040103       5.4836   1.5213e-05
Cluster248     COVAR   3788   16333       25.497     0.037676       6.5971   5.5844e-05
Cluster290     COVAR   3788   16333       29.245     0.046179       6.1763   1.1065e-06
Cluster248     COVAR   3789   16333       25.428     0.037574       6.7199   7.7502e-05
Cluster291     COVAR   3789   16333       24.207     0.034867       6.7864   0.00018119
Cluster248     COVAR   3790   16333        25.35     0.037459       6.6557   7.0167e-05
Cluster292     COVAR   3790   16333       27.366     0.040456        6.639   1.8895e-05
Cluster248     COVAR   3791   16333       26.592     0.039295       6.5431    2.424e-05
Cluster293     COVAR   3791   16333       29.378     0.047312       5.9741   4.4365e-07
Cluster248     COVAR   3792   16333       24.479     0.036172       6.5857   0.00010123
Cluster294     COVAR   3792   16333       38.834     0.054256       6.9015   9.3673e-09
Cluster248     COVAR   3793   16333       27.199     0.040191       6.5388   1.6041e-05
Cluster295     COVAR   3793   16333       24.874     0.043188       5.5196    3.324e-06
Cluster248     COVAR   3794   16333        24.82     0.036676       6.5677   7.9043e-05
Cluster296     COVAR   3794   16333       35.327     0.054695       6.1503    4.729e-09
Cluster248     COVAR   3795   16333       28.585      0.04224       6.5651   6.7308e-06
Cluster389     COVAR   3795   16333       18.373     0.027374       6.3011    0.0017767
Cluster248     COVAR   3796   16333        29.46     0.043532       6.4676   2.6428e-06
Cluster403     COVAR   3796   16333       24.821     0.045078       5.1099   6.0165e-07
Cluster248     COVAR   3797   16333       26.868     0.039703       6.5531   2.0772e-05
Cluster404     COVAR   3797   16333       33.794     0.039181       7.5475   3.8076e-06
Cluster248     COVAR   3798   16333       27.867     0.041178       6.5212   9.7017e-06
Cluster405     COVAR   3798   16333       33.833     0.040802       7.7991   7.2406e-06
Cluster248     COVAR   3799   16333       28.531      0.04216       6.5464   6.6018e-06
Cluster407     COVAR   3799   16333       23.432      0.03007       7.2759    0.0006414
Cluster248     COVAR   3800   16333       25.956     0.038354       6.6258   4.4981e-05
Cluster423     COVAR   3800   16333       34.312     0.038154       8.4472   2.4481e-05
Cluster248     COVAR   3801   16333       25.828     0.038166       6.6634   5.3328e-05
Cluster424     COVAR   3801   16333       31.156     0.036124       8.2622   8.1677e-05
Cluster248     COVAR   3802   16333       26.476     0.039122       6.5977   3.0166e-05
Cluster426     COVAR   3802   16333       34.887     0.038482       8.6027   2.5174e-05
Cluster248     COVAR   3803   16333        29.17     0.043104       6.5061   3.7015e-06
Cluster427     COVAR   3803   16333       24.804     0.032497       7.2203   0.00029681
Cluster248     COVAR   3804   16333       27.946     0.041295       6.5333   9.5219e-06
Cluster428     COVAR   3804   16333       29.293     0.037478       7.3704   3.5459e-05
Cluster248     COVAR   3805   16333       29.774     0.043997       6.4891   2.2543e-06
Cluster433     COVAR   3805   16333       14.648     0.029534       4.4925   0.00055758
Cluster248     COVAR   3806   16333       29.556     0.043674       6.5038   2.7795e-06
Cluster456     COVAR   3806   16333       19.616     0.029052       6.3857    0.0010658
Cluster248     COVAR   3807   16333       28.615     0.042284       6.5745   6.7824e-06
Cluster92      COVAR   3807   16333       17.129     0.027243       6.1498    0.0026781
Cluster249     COVAR   3808   16333       26.528     0.034816       10.094    0.0042997
Cluster250     COVAR   3808   16333       21.714     0.036693       8.5186    0.0054062
Cluster249     COVAR   3809   16333       28.026     0.036782       8.7899   0.00071705
Cluster251     COVAR   3809   16333        25.33     0.039558       7.7407   0.00053465
Cluster249     COVAR   3810   16333       27.432     0.036003        9.276    0.0015544
Cluster252     COVAR   3810   16333       25.114      0.03703        8.583    0.0017196
Cluster249     COVAR   3811   16333       34.388     0.045133       8.8304   4.9494e-05
Cluster253     COVAR   3811   16333       15.499     0.023505       7.7887     0.023313
Cluster249     COVAR   3812   16333       37.708      0.04949       7.4236   1.9184e-07
Cluster256     COVAR   3812   16333       23.135     0.034638       6.2937   0.00011899
Cluster249     COVAR   3813   16333       35.841      0.04704       7.7214   1.7439e-06
Cluster257     COVAR   3813   16333       23.345     0.031047       7.5429    0.0009863
Cluster249     COVAR   3814   16333       38.889     0.051041       7.8701   3.9257e-07
Cluster258     COVAR   3814   16333       12.548     0.018602       7.0519     0.037601
Cluster249     COVAR   3815   16333       27.383     0.035939       8.1629   0.00039853
Cluster259     COVAR   3815   16333       36.853     0.048501       8.3073   4.6152e-06
Cluster249     COVAR   3816   16333       31.281     0.041055       7.8319    3.265e-05
Cluster260     COVAR   3816   16333        31.83     0.044418       7.4674   1.0176e-05
Cluster249     COVAR   3817   16333       32.218     0.042284       7.6411   1.2495e-05
Cluster261     COVAR   3817   16333       34.314     0.048277       7.2408   1.0853e-06
Cluster249     COVAR   3818   16333        28.92     0.037956       7.7101   8.8458e-05
Cluster262     COVAR   3818   16333       43.114     0.057382       7.7383   1.2881e-08
Cluster249     COVAR   3819   16333       32.236     0.042309       7.4799   8.2338e-06
Cluster263     COVAR   3819   16333       41.221     0.058859        7.024   2.2499e-09
Cluster249     COVAR   3820   16333       34.866      0.04576       7.4129   1.2922e-06
Cluster264     COVAR   3820   16333       35.088     0.051384       6.6606   7.0082e-08
Cluster249     COVAR   3821   16333       37.467     0.049174       7.4467   2.4671e-07
Cluster265     COVAR   3821   16333       23.397     0.036114       6.4437   0.00014173
Cluster249     COVAR   3822   16333       36.771      0.04826       7.4584   4.1592e-07
Cluster266     COVAR   3822   16333        25.65     0.037466       6.5861   4.9433e-05
Cluster249     COVAR   3823   16333       36.866     0.048385       7.5771   5.7772e-07
Cluster267     COVAR   3823   16333       22.644     0.032609        7.054   0.00066514
Cluster249     COVAR   3824   16333       37.449      0.04915       7.4957   2.9637e-07
Cluster268     COVAR   3824   16333       22.497     0.033338       6.7337   0.00041869
Cluster249     COVAR   3825   16333       33.082     0.043419       7.6847   8.4111e-06
Cluster269     COVAR   3825   16333       32.572     0.043002       7.7333   1.2741e-05
Cluster249     COVAR   3826   16333       33.707     0.044239       7.5213   3.7371e-06
Cluster270     COVAR   3826   16333       32.449     0.049001        6.672   5.8326e-07
Cluster249     COVAR   3827   16333       34.365     0.045102       7.5662   2.8132e-06
Cluster271     COVAR   3827   16333       30.315     0.043536       7.0548   8.7135e-06
Cluster249     COVAR   3828   16333       37.757     0.049554       7.4563   2.0841e-07
Cluster272     COVAR   3828   16333       19.293     0.034884       5.6356   0.00031012
Cluster249     COVAR   3829   16333       31.664     0.041558       7.5691   1.4456e-05
Cluster273     COVAR   3829   16333       41.084     0.054926       7.6216   3.5756e-08
Cluster249     COVAR   3830   16333       35.861     0.047066       7.5165   9.2651e-07
Cluster274     COVAR   3830   16333       27.195     0.039699       6.8965    4.039e-05
Cluster249     COVAR   3831   16333       35.221     0.046226       7.4786   1.2544e-06
Cluster275     COVAR   3831   16333       29.989     0.045055       6.6783   3.5839e-06
Cluster249     COVAR   3832   16333       38.353     0.050336       7.4588   1.3792e-07
Cluster277     COVAR   3832   16333       18.995     0.029952       6.0995   0.00092418
Cluster249     COVAR   3833   16333       32.918     0.043203       7.4224   4.6423e-06
Cluster278     COVAR   3833   16333       40.929     0.059455       6.6423   3.6991e-10
Cluster249     COVAR   3834   16333       40.201     0.052763       7.3601   2.3955e-08
Cluster279     COVAR   3834   16333       16.958     0.026439       6.1603    0.0029585
Cluster249     COVAR   3835   16333       33.592     0.044088       7.3775   2.6638e-06
Cluster280     COVAR   3835   16333       44.194     0.061711       6.8874   7.2065e-11
Cluster249     COVAR   3836   16333       40.443      0.05308       7.3237   1.7056e-08
Cluster281     COVAR   3836   16333       15.654     0.028995       5.3571    0.0017413
Cluster249     COVAR   3837   16333       40.235     0.052807       7.2625   1.5404e-08
Cluster282     COVAR   3837   16333       19.738      0.03829       4.8741    2.581e-05
Cluster249     COVAR   3838   16333       34.255     0.044958       7.4444   2.1176e-06
Cluster283     COVAR   3838   16333       37.736     0.051513       7.1863   7.6765e-08
Cluster249     COVAR   3839   16333       35.774     0.046952       7.5033   9.4145e-07
Cluster284     COVAR   3839   16333       27.057     0.039384       6.6587   2.4324e-05
Cluster249     COVAR   3840   16333       39.645     0.052032       7.5279   7.0681e-08
Cluster285     COVAR   3840   16333       15.233     0.021958       6.9014     0.013656
Cluster249     COVAR   3841   16333        33.23     0.043613       7.5062   4.8154e-06
Cluster286     COVAR   3841   16333       36.588     0.052176       7.0515   1.0746e-07
Cluster249     COVAR   3842   16333       36.766     0.048254       7.3772   3.1582e-07
Cluster287     COVAR   3842   16333       27.438     0.045013       5.9245   1.8351e-06
Cluster249     COVAR   3843   16333       32.573     0.042751       7.4197   5.7087e-06
Cluster288     COVAR   3843   16333       45.763     0.064513       7.1852   9.8246e-11
Cluster249     COVAR   3844   16333       38.947     0.051117       7.3184    5.221e-08
Cluster289     COVAR   3844   16333       21.945     0.038471        5.458    2.917e-05
Cluster249     COVAR   3845   16333       38.177     0.050106       7.3152   9.1376e-08
Cluster290     COVAR   3845   16333       28.252     0.044611       6.1423   2.1361e-06
Cluster249     COVAR   3846   16333        38.48     0.050503       7.3995   1.0097e-07
Cluster291     COVAR   3846   16333       23.105      0.03328        6.702   0.00028377
Cluster249     COVAR   3847   16333       38.221     0.050163       7.3582   1.0427e-07
Cluster292     COVAR   3847   16333       26.251     0.038807       6.5827   3.3519e-05
Cluster249     COVAR   3848   16333       38.014     0.049891       7.3229   1.0611e-07
Cluster293     COVAR   3848   16333        27.51     0.044304       5.9965    2.262e-06
Cluster249     COVAR   3849   16333       35.548     0.046655       7.3839   7.4703e-07
Cluster294     COVAR   3849   16333       36.366     0.050808         6.94    8.154e-08
Cluster249     COVAR   3850   16333       39.605     0.051979       7.2717   2.6162e-08
Cluster295     COVAR   3850   16333       24.062     0.041778       5.5052   6.2377e-06
Cluster249     COVAR   3851   16333       36.431     0.047814       7.3325   3.4175e-07
Cluster296     COVAR   3851   16333       33.636     0.052077       6.1584   2.3999e-08
Cluster249     COVAR   3852   16333       40.691     0.053404       7.3419   1.5221e-08
Cluster389     COVAR   3852   16333       16.353     0.024364       6.3199    0.0048398
Cluster249     COVAR   3853   16333       40.693     0.053407       7.2313   9.3424e-09
Cluster403     COVAR   3853   16333        23.45     0.042589       5.1241   2.3864e-06
Cluster249     COVAR   3854   16333       39.021     0.051213       7.2993   4.5752e-08
Cluster404     COVAR   3854   16333       32.211     0.037346       7.5399   9.7515e-06
Cluster249     COVAR   3855   16333       37.708      0.04949       7.4391   2.0284e-07
Cluster405     COVAR   3855   16333       28.425      0.03428       7.9793   0.00018445
Cluster249     COVAR   3856   16333       39.999     0.052497       7.3887   3.1434e-08
Cluster407     COVAR   3856   16333       19.653      0.02522       7.3651    0.0038159
Cluster249     COVAR   3857   16333       37.345     0.049013       7.4684   2.8985e-07
Cluster423     COVAR   3857   16333       30.307       0.0337       8.5395   0.00019404
Cluster249     COVAR   3858   16333       37.021     0.048588       7.5987   5.5894e-07
Cluster424     COVAR   3858   16333        25.87     0.029995       8.4501    0.0011034
Cluster249     COVAR   3859   16333       37.205      0.04883       7.5125   3.7104e-07
Cluster426     COVAR   3859   16333       29.544     0.032589       8.7852   0.00038667
Cluster249     COVAR   3860   16333       39.834      0.05228       7.4047   3.7993e-08
Cluster427     COVAR   3860   16333       19.606     0.025686       7.3701      0.00391
Cluster249     COVAR   3861   16333        39.65     0.052038       7.3095   2.9587e-08
Cluster428     COVAR   3861   16333       27.032     0.034585       7.3955   0.00012903
Cluster249     COVAR   3862   16333        41.92     0.055018        7.236   3.5316e-09
Cluster433     COVAR   3862   16333       13.899     0.028026        4.493    0.0009908
Cluster249     COVAR   3863   16333       41.793     0.054851       7.2488   4.1624e-09
Cluster456     COVAR   3863   16333       18.563     0.027493       6.3831    0.0018205
Cluster249     COVAR   3864   16333        41.63     0.054638       7.2594   4.9943e-09
Cluster92      COVAR   3864   16333       17.366      0.02762       6.0902    0.0021795
Cluster250     COVAR   3865   16333       20.862     0.035253       8.9197    0.0096786
Cluster251     COVAR   3865   16333       23.586     0.036835       9.3079     0.005644
Cluster250     COVAR   3866   16333       22.864     0.038636       7.8011     0.001693
Cluster252     COVAR   3866   16333       25.395     0.037444       8.5535     0.001497
Cluster250     COVAR   3867   16333       28.682     0.048467       7.2645   3.9561e-05
Cluster253     COVAR   3867   16333        16.62     0.025205       7.5927     0.014309
Cluster250     COVAR   3868   16333       32.067     0.054188       6.2213   1.2906e-07
Cluster256     COVAR   3868   16333       23.952     0.035863         6.25   6.3756e-05
Cluster250     COVAR   3869   16333       30.552     0.051627       6.4013   9.1821e-07
Cluster257     COVAR   3869   16333       24.821      0.03301         7.41   0.00040576
Cluster250     COVAR   3870   16333       32.566     0.055029       6.6064   4.1748e-07
Cluster258     COVAR   3870   16333        13.04     0.019332       7.0145     0.031522
Cluster250     COVAR   3871   16333       24.584     0.041543       6.6365   0.00010637
Cluster259     COVAR   3871   16333       38.013     0.050028       8.0032   1.0292e-06
Cluster250     COVAR   3872   16333       26.962      0.04556        6.501   1.6927e-05
Cluster260     COVAR   3872   16333       32.704     0.045638       7.3449   4.2764e-06
Cluster250     COVAR   3873   16333       27.197     0.045958       6.4246   1.1594e-05
Cluster261     COVAR   3873   16333       34.605     0.048687       7.2142   8.1484e-07
Cluster250     COVAR   3874   16333        24.25     0.040978       6.5001   9.5854e-05
Cluster262     COVAR   3874   16333        43.25     0.057563       7.7307   1.1282e-08
Cluster250     COVAR   3875   16333       27.075     0.045752        6.307   8.8818e-06
Cluster263     COVAR   3875   16333       41.345     0.059035       7.0181   1.9646e-09
Cluster250     COVAR   3876   16333       29.387     0.049659       6.2452   1.2787e-06
Cluster264     COVAR   3876   16333       35.299     0.051693       6.6494   5.6161e-08
Cluster250     COVAR   3877   16333       31.846     0.053813       6.2389   1.6824e-07
Cluster265     COVAR   3877   16333       24.218     0.037382       6.3972   7.6958e-05
Cluster250     COVAR   3878   16333       31.101     0.052555       6.2659   3.5041e-07
Cluster266     COVAR   3878   16333        26.15     0.038196       6.5566   3.3447e-05
Cluster250     COVAR   3879   16333       31.609     0.053413       6.2851    2.495e-07
Cluster267     COVAR   3879   16333       24.349     0.035065       6.9335   0.00022335
Cluster250     COVAR   3880   16333       31.693     0.053554        6.284    2.318e-07
Cluster268     COVAR   3880   16333       23.216     0.034404       6.6894   0.00026053
Cluster250     COVAR   3881   16333       28.433     0.048046       6.3964   4.4276e-06
Cluster269     COVAR   3881   16333       33.575     0.044325       7.6274   5.4088e-06
Cluster250     COVAR   3882   16333       28.602     0.048331       6.3169   3.0063e-06
Cluster270     COVAR   3882   16333       32.853     0.049611       6.6401   3.8008e-07
Cluster250     COVAR   3883   16333       29.609     0.050033       6.3043   1.3358e-06
Cluster271     COVAR   3883   16333       31.386     0.045074       6.9654   3.3313e-06
Cluster250     COVAR   3884   16333       32.064     0.054182       6.2444   1.4323e-07
Cluster272     COVAR   3884   16333        20.05     0.036254       5.5926   0.00016904
Cluster250     COVAR   3885   16333       27.956      0.04724        6.287   4.3975e-06
Cluster273     COVAR   3885   16333       42.263     0.056502       7.5016   8.9943e-09
Cluster250     COVAR   3886   16333       30.841     0.052116       6.2632    4.287e-07
Cluster274     COVAR   3886   16333        28.44     0.041517       6.8096   1.4897e-05
Cluster250     COVAR   3887   16333       30.128      0.05091       6.2611   7.5611e-07
Cluster275     COVAR   3887   16333       30.754     0.046205       6.6253   1.7427e-06
Cluster250     COVAR   3888   16333       33.283     0.056242       6.1726   3.5433e-08
Cluster277     COVAR   3888   16333       21.348     0.033662       5.9814   0.00017976
Cluster250     COVAR   3889   16333       29.124     0.049214       6.1936    1.299e-06
Cluster278     COVAR   3889   16333       41.965      0.06096       6.5679   8.6043e-11
Cluster250     COVAR   3890   16333       34.385     0.058104       6.1432   1.1111e-08
Cluster279     COVAR   3890   16333       18.758     0.029245       6.0929    0.0010419
Cluster250     COVAR   3891   16333       28.946     0.048913       6.1928    1.491e-06
Cluster280     COVAR   3891   16333       44.766     0.062511       6.8508    3.311e-11
Cluster250     COVAR   3892   16333       34.056     0.057548       6.1673   1.7071e-08
Cluster281     COVAR   3892   16333       15.988     0.029614       5.3457    0.0013932
Cluster250     COVAR   3893   16333       34.031     0.057505       6.1167   1.3473e-08
Cluster282     COVAR   3893   16333       20.097     0.038986       4.8645   1.8148e-05
Cluster250     COVAR   3894   16333       29.729     0.050236       6.2212   8.9214e-07
Cluster283     COVAR   3894   16333       38.748     0.052894       7.1164   2.6393e-08
Cluster250     COVAR   3895   16333       31.003      0.05239       6.2387   3.3988e-07
Cluster284     COVAR   3895   16333       28.509     0.041497       6.5606   7.0002e-06
Cluster250     COVAR   3896   16333       33.729     0.056995       6.2257   3.0726e-08
Cluster285     COVAR   3896   16333       17.758     0.025598       6.7633    0.0043287
Cluster250     COVAR   3897   16333       28.651     0.048414       6.2773   2.5301e-06
Cluster286     COVAR   3897   16333       37.348      0.05326       6.9879   4.6047e-08
Cluster250     COVAR   3898   16333       31.401     0.053061       6.1903   1.9894e-07
Cluster287     COVAR   3898   16333       28.098     0.046096       5.8909   9.3241e-07
Cluster250     COVAR   3899   16333       27.442     0.046372       6.2535    5.758e-06
Cluster288     COVAR   3899   16333       45.926     0.064742       7.1761   8.0392e-11
Cluster250     COVAR   3900   16333       32.421     0.054786       6.1923   8.3411e-08
Cluster289     COVAR   3900   16333       21.661     0.037973       5.4724   3.7952e-05
Cluster250     COVAR   3901   16333       32.138     0.054307       6.1668   9.5083e-08
Cluster290     COVAR   3901   16333       28.443     0.044912       6.1357   1.7969e-06
Cluster250     COVAR   3902   16333       32.427     0.054795       6.2272   9.7236e-08
Cluster291     COVAR   3902   16333       23.504     0.033854       6.6836   0.00021923
Cluster250     COVAR   3903   16333       32.617     0.055116       6.1709   6.3655e-08
Cluster292     COVAR   3903   16333       27.183     0.040186       6.5417   1.6339e-05
Cluster250     COVAR   3904   16333       31.724     0.053607       6.1882   1.4969e-07
Cluster293     COVAR   3904   16333       27.379     0.044093       6.0047   2.5861e-06
Cluster250     COVAR   3905   16333        30.62     0.051741       6.1882   3.7944e-07
Cluster294     COVAR   3905   16333       37.225     0.052009        6.892   3.3668e-08
Cluster250     COVAR   3906   16333       33.555     0.056702       6.1224   2.1568e-08
Cluster295     COVAR   3906   16333       24.494     0.042528       5.4925   4.1406e-06
Cluster250     COVAR   3907   16333       30.898     0.052212       6.1719   2.8115e-07
Cluster296     COVAR   3907   16333       33.988     0.052623       6.1425   1.6014e-08
Cluster250     COVAR   3908   16333       34.818     0.058835       6.1278   6.7993e-09
Cluster389     COVAR   3908   16333       18.404      0.02742       6.2505     0.001621
Cluster250     COVAR   3909   16333       34.279     0.057925       6.0984   9.6885e-09
Cluster403     COVAR   3909   16333       23.623     0.042903       5.1207   2.0008e-06
Cluster250     COVAR   3910   16333       32.719     0.055289       6.1602   5.5303e-08
Cluster404     COVAR   3910   16333       32.249      0.03739       7.5403   9.5425e-06
Cluster250     COVAR   3911   16333        33.12     0.055966       6.1543   3.7557e-08
Cluster405     COVAR   3911   16333       31.643     0.038161       7.8222   2.6288e-05
Cluster250     COVAR   3912   16333       34.501     0.058299       6.1344   9.5116e-09
Cluster407     COVAR   3912   16333        22.74     0.029182       7.2459   0.00085142
Cluster250     COVAR   3913   16333       32.737     0.055318       6.1732   5.7873e-08
Cluster423     COVAR   3913   16333       33.582     0.037342       8.3641   2.9893e-05
Cluster250     COVAR   3914   16333        32.17     0.054361       6.2407   1.2877e-07
Cluster424     COVAR   3914   16333       29.208     0.033866       8.2237   0.00019203
Cluster250     COVAR   3915   16333       32.568     0.055034       6.1917   7.3155e-08
Cluster426     COVAR   3915   16333        33.07     0.036479       8.5799   5.8286e-05
Cluster250     COVAR   3916   16333       34.392     0.058115       6.1391   1.0806e-08
Cluster427     COVAR   3916   16333       22.811     0.029885       7.2407   0.00081706
Cluster250     COVAR   3917   16333       33.804     0.057123        6.135   1.8277e-08
Cluster428     COVAR   3917   16333       28.205     0.036085       7.3554   6.3197e-05
Cluster250     COVAR   3918   16333       35.056     0.059238       6.1127   4.9838e-09
Cluster433     COVAR   3918   16333       13.722     0.027668       4.4976    0.0011426
Cluster250     COVAR   3919   16333       35.398     0.059816       6.0994   3.3207e-09
Cluster456     COVAR   3919   16333       19.415     0.028754       6.3645    0.0011443
Cluster250     COVAR   3920   16333       35.195     0.059472       6.1095   4.2851e-09
Cluster92      COVAR   3920   16333       18.055     0.028717       6.0736    0.0014784
Cluster251     COVAR   3921   16333       23.234     0.036284       9.5679    0.0075916
Cluster252     COVAR   3921   16333       22.859     0.033705       10.053     0.011497
Cluster251     COVAR   3922   16333       30.831     0.048149       7.9548   5.3407e-05
Cluster253     COVAR   3922   16333       14.416     0.021862       7.9675     0.035213
Cluster251     COVAR   3923   16333       33.134     0.051745       6.5805   2.4189e-07
Cluster256     COVAR   3923   16333       22.417     0.033564       6.3351   0.00020184
Cluster251     COVAR   3924   16333       32.368      0.05055       6.6898   6.6167e-07
Cluster257     COVAR   3924   16333       24.499     0.032582       7.4209   0.00048233
Cluster251     COVAR   3925   16333       34.588     0.054016       6.9443   3.2076e-07
Cluster258     COVAR   3925   16333       12.265     0.018183       7.0657     0.041304
Cluster251     COVAR   3926   16333       26.119     0.040789       6.9404   8.4221e-05
Cluster259     COVAR   3926   16333        37.66     0.049564       8.0205   1.3434e-06
Cluster251     COVAR   3927   16333       28.691     0.044807       6.7839   1.1799e-05
Cluster260     COVAR   3927   16333       32.485     0.045332       7.3449   4.9107e-06
Cluster251     COVAR   3928   16333         28.7     0.044821       6.7272   1.0009e-05
Cluster261     COVAR   3928   16333       34.213     0.048135       7.2388   1.1551e-06
Cluster251     COVAR   3929   16333       25.031     0.039091       6.8592     0.000132
Cluster262     COVAR   3929   16333       42.635     0.056746       7.8175   2.5097e-08
Cluster251     COVAR   3930   16333       27.882     0.043543       6.6395    1.347e-05
Cluster263     COVAR   3930   16333       40.645     0.058036       7.0798   4.8132e-09
Cluster251     COVAR   3931   16333       30.042     0.046917       6.5932   2.6235e-06
Cluster264     COVAR   3931   16333       34.201     0.050085       6.7271   1.8733e-07
Cluster251     COVAR   3932   16333       33.414     0.052183       6.5438   1.6669e-07
Cluster265     COVAR   3932   16333       23.536     0.036329         6.43    0.0001264
Cluster251     COVAR   3933   16333       32.768     0.051174       6.5587   2.9631e-07
Cluster266     COVAR   3933   16333       25.707     0.037549       6.5767   4.6603e-05
Cluster251     COVAR   3934   16333       33.239      0.05191       6.5941   2.3489e-07
Cluster267     COVAR   3934   16333       23.637      0.03404       6.9709   0.00034949
Cluster251     COVAR   3935   16333       33.586     0.052451       6.5582   1.5402e-07
Cluster268     COVAR   3935   16333       23.062     0.034176       6.6901   0.00028412
Cluster251     COVAR   3936   16333       30.261     0.047259       6.6689   2.8695e-06
Cluster269     COVAR   3936   16333       33.441     0.044148       7.6207   5.7622e-06
Cluster251     COVAR   3937   16333       29.894     0.046686       6.6313   3.2997e-06
Cluster270     COVAR   3937   16333       32.278     0.048742       6.6798    6.831e-07
Cluster251     COVAR   3938   16333       30.929     0.048301       6.6248   1.5312e-06
Cluster271     COVAR   3938   16333       30.647     0.044012       7.0143    6.283e-06
Cluster251     COVAR   3939   16333       33.938     0.053001       6.5198   9.8235e-08
Cluster272     COVAR   3939   16333       19.887     0.035958       5.5956   0.00019033
Cluster251     COVAR   3940   16333       29.142     0.045512       6.5959   5.0155e-06
Cluster273     COVAR   3940   16333       41.676     0.055718        7.542   1.6704e-08
Cluster251     COVAR   3941   16333       32.211     0.050305       6.5825   5.0131e-07
Cluster274     COVAR   3941   16333       27.595     0.040283       6.8583   2.8812e-05
Cluster251     COVAR   3942   16333       31.306     0.048891       6.5866   1.0127e-06
Cluster275     COVAR   3942   16333       29.894     0.044912        6.679   3.8384e-06
Cluster251     COVAR   3943   16333       34.754     0.054276       6.4827   4.2062e-08
Cluster277     COVAR   3943   16333       20.374     0.032126       6.0199   0.00035765
Cluster251     COVAR   3944   16333       29.457     0.046003       6.5274   3.2262e-06
Cluster278     COVAR   3944   16333       40.956     0.059494       6.6332   3.4189e-10
Cluster251     COVAR   3945   16333       35.965     0.056167       6.4478   1.2413e-08
Cluster279     COVAR   3945   16333       17.668     0.027545       6.1282    0.0019728
Cluster251     COVAR   3946   16333       28.751     0.044901       6.5506   5.7346e-06
Cluster280     COVAR   3946   16333       43.455      0.06068       6.9443   2.0146e-10
Cluster251     COVAR   3947   16333       35.709     0.055768       6.4719   1.7505e-08
Cluster281     COVAR   3947   16333       15.153     0.028067       5.3757    0.0024135
Cluster251     COVAR   3948   16333        35.07      0.05477       6.4306   2.5116e-08
Cluster282     COVAR   3948   16333       18.922     0.036706       4.9008   5.6759e-05
Cluster251     COVAR   3949   16333       29.739     0.046444       6.6074   3.4136e-06
Cluster283     COVAR   3949   16333       37.013     0.050526       7.2429   1.6311e-07
Cluster251     COVAR   3950   16333       32.269     0.050395       6.5606   4.4105e-07
Cluster284     COVAR   3950   16333       27.601     0.040175       6.6113   1.5009e-05
Cluster251     COVAR   3951   16333       35.257     0.055061       6.6101   4.8882e-08
Cluster285     COVAR   3951   16333       15.454     0.022277       6.8814     0.012367
Cluster251     COVAR   3952   16333       29.089     0.045428       6.6479   6.1018e-06
Cluster286     COVAR   3952   16333        36.11     0.051494       7.0918    1.798e-07
Cluster251     COVAR   3953   16333       33.009      0.05155       6.4749   1.7407e-07
Cluster287     COVAR   3953   16333       27.731     0.045494       5.9047   1.3374e-06
Cluster251     COVAR   3954   16333       28.338     0.044256       6.5669   8.0289e-06
Cluster288     COVAR   3954   16333        45.31     0.063874       7.2214   1.8094e-10
