# TOTAL_GENES = 16076
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE        TYPE  NGENES         BETA     BETA_STD           SE            P
Cluster438     COVAR   16076      -3.2561    -0.005491        4.417      0.76949
Cluster439     COVAR   16076     -0.75181   -0.0013738       4.0017      0.57451
Cluster44      COVAR   16076      -2.5935   -0.0090211        1.999      0.90274
Cluster440     COVAR   16076     -0.91825   -0.0014321       4.7578      0.57652
Cluster441     COVAR   16076       2.0584    0.0032641       4.6932      0.33048
Cluster442     COVAR   16076       1.0228    0.0017375       4.4353      0.40881
Cluster443     COVAR   16076       2.0578    0.0038351       3.8624      0.29709
Cluster444     COVAR   16076       2.0724    0.0040869       3.6925      0.28732
Cluster445     COVAR   16076       0.9057    0.0023501       2.7398      0.37049
Cluster446     COVAR   16076       5.4692     0.011382        3.575      0.06304
Cluster447     COVAR   16076       4.5097    0.0088748       3.8057      0.11802
Cluster448     COVAR   16076       2.1295    0.0060603       2.5246      0.19948
Cluster449     COVAR   16076       0.6761    0.0013096       3.8174      0.42971
Cluster45      COVAR   16076      -2.8464     -0.01071       1.8587      0.93716
Cluster450     COVAR   16076      0.33868   0.00072365       3.5392      0.46188
Cluster451     COVAR   16076      -2.3464   -0.0048346       3.6533      0.73964
Cluster452     COVAR   16076       3.4444    0.0077385       3.2216      0.14251
Cluster453     COVAR   16076       1.6699    0.0036463       3.4285      0.31311
Cluster454     COVAR   16076       2.7404    0.0047531       4.3189      0.26288
Cluster455     COVAR   16076       2.9544    0.0059027       3.6299      0.20785
Cluster456     COVAR   16076       8.0251     0.011935       4.8504      0.04902
Cluster457     COVAR   16076       2.8095    0.0050235       4.0883      0.24599
Cluster458     COVAR   16076       1.8777    0.0038789       3.5521      0.29854
Cluster459     COVAR   16076     -0.19905  -0.00036266       4.1144      0.51929
Cluster46      COVAR   16076      -2.5894   -0.0087438       2.0809      0.89331
Cluster460     COVAR   16076      0.95508    0.0059776       1.4039      0.24817
Cluster47      COVAR   16076      -3.1023    -0.010084       2.1708       0.9235
Cluster48      COVAR   16076      -1.8894   -0.0075798       1.7646      0.85785
Cluster49      COVAR   16076      -2.0048    -0.007509        1.865       0.8588
Cluster5       COVAR   16076     -0.32633   -0.0025558       0.9053      0.64075
Cluster50      COVAR   16076      -1.7392   -0.0085742       1.4447      0.88565
Cluster51      COVAR   16076      -2.0754   -0.0094297        1.662       0.8941
Cluster52      COVAR   16076       1.0029     0.003421       2.1369      0.31943
Cluster53      COVAR   16076     -0.76959      -0.0027       2.0716      0.64486
Cluster54      COVAR   16076      0.65423    0.0019852       2.4077      0.39292
Cluster55      COVAR   16076       2.1189    0.0070386        2.219      0.16982
Cluster56      COVAR   16076      0.72535    0.0019309       2.7341      0.39539
Cluster57      COVAR   16076    -0.085636  -0.00026379        2.376      0.51438
Cluster58      COVAR   16076     -0.18559  -0.00066996        2.058      0.53593
Cluster59      COVAR   16076     0.039802   0.00016427       1.7848       0.4911
Cluster6       COVAR   16076     -0.89875   -0.0062761        1.021      0.81063
Cluster60      COVAR   16076      0.58762    0.0021529       2.0086      0.38494
Cluster61      COVAR   16076     -0.21721  -0.00088189       1.8411      0.54696
Cluster62      COVAR   16076     -0.54047   -0.0020707        1.935         0.61
Cluster63      COVAR   16076       -1.047   -0.0043942       1.7479      0.72541
Cluster64      COVAR   16076       -2.122    -0.010488       1.4396      0.92975
Cluster65      COVAR   16076      -1.6613   -0.0067926       1.7137      0.83382
Cluster66      COVAR   16076     -0.65327   -0.0044051       1.0333      0.73638
Cluster67      COVAR   16076       1.0212    0.0058776       1.2017      0.19774
Cluster68      COVAR   16076     -0.26762   -0.0019965      0.93597      0.61253
Cluster69      COVAR   16076     -0.39619   -0.0024198         1.12      0.63823
Cluster7       COVAR   16076      0.19074    0.0013828      0.96497      0.42166
Cluster70      COVAR   16076     -0.46937   -0.0023602        1.351      0.63586
Cluster71      COVAR   16076      -0.1338  -0.00067235       1.3783      0.53866
Cluster72      COVAR   16076      0.38437    0.0018119       1.4744      0.39716
Cluster73      COVAR   16076     -0.19133  -0.00094046       1.4109      0.55393
Cluster74      COVAR   16076     -0.98972   -0.0047108       1.4514      0.75235
Cluster75      COVAR   16076       -2.195   -0.0079763       1.8946      0.87666
Cluster76      COVAR   16076      -2.6659    -0.011331       1.5981      0.95234
Cluster77      COVAR   16076       -2.616    -0.011847       1.5422      0.95507
Cluster78      COVAR   16076      -2.2427   -0.0099573       1.5525       0.9257
Cluster79      COVAR   16076      -1.5301   -0.0067905       1.5499      0.83821
Cluster8       COVAR   16076      0.36742    0.0023932       1.0937      0.36846
Cluster80      COVAR   16076      -1.6886   -0.0074394       1.5636       0.8599
Cluster81      COVAR   16076      -1.9537    -0.008471       1.6027      0.88857
Cluster82      COVAR   16076      -2.0463    -0.010738       1.3277      0.93837
Cluster83      COVAR   16076      0.15093   0.00030324       3.5166      0.48288
Cluster84      COVAR   16076       1.9636     0.003278       4.4536      0.32965
Cluster85      COVAR   16076       4.2561    0.0071429       4.2074      0.15588
Cluster86      COVAR   16076       5.6758    0.0094984       4.3309     0.095016
Cluster87      COVAR   16076       3.5456    0.0067172       3.9118      0.18238
Cluster88      COVAR   16076       3.1134     0.005063       4.5244      0.24569
Cluster89      COVAR   16076       3.9678    0.0067432       4.3979      0.18348
Cluster9       COVAR   16076       0.3469    0.0024878      0.98533       0.3624
Cluster90      COVAR   16076       5.1313    0.0087818       4.3343      0.11824
Cluster91      COVAR   16076       7.6987     0.013924       4.0217     0.027802
Cluster92      COVAR   16076       7.6076     0.012184       4.6798     0.052026
Cluster93      COVAR   16076       5.2111     0.008016       4.8303      0.14034
Cluster94      COVAR   16076       6.3453     0.010021       4.7771     0.092054
Cluster95      COVAR   16076       4.0588    0.0078499       3.8166       0.1438
Cluster96      COVAR   16076       0.9343     0.002059       3.2062      0.38538
Cluster97      COVAR   16076      -1.4722   -0.0033403       3.0858      0.68335
Cluster98      COVAR   16076       5.1903    0.0091114       4.3953      0.11884
Cluster99      COVAR   16076       6.9287     0.012762       4.0689      0.04431
