# TOTAL_GENES = 16365
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE        TYPE  NGENES         BETA     BETA_STD           SE            P
Cluster434     COVAR   16365       3.2215    0.0055846       4.3063      0.22721
Cluster435     COVAR   16365       1.2842    0.0028829       3.2001      0.34411
Cluster436     COVAR   16365        7.302     0.012256       4.4164     0.049136
Cluster437     COVAR   16365        4.502     0.007714       4.3223      0.14882
Cluster438     COVAR   16365       5.8507    0.0098147       4.4754     0.095567
Cluster439     COVAR   16365       2.0282    0.0036892       4.1296      0.31167
Cluster44      COVAR   16365      0.87737    0.0030484       2.0374      0.33337
Cluster440     COVAR   16365       5.0686    0.0078582       4.8883       0.1499
Cluster441     COVAR   16365       4.1049     0.006468       4.7486      0.19368
Cluster442     COVAR   16365     -0.46834  -0.00079106       4.5032      0.54142
Cluster443     COVAR   16365     -0.78349   -0.0014498       3.9773      0.57808
Cluster444     COVAR   16365       3.7474    0.0073431       3.6597      0.15293
Cluster445     COVAR   16365       4.9359     0.013665       2.5044     0.024378
Cluster446     COVAR   16365       4.1435     0.008597       3.3592      0.10871
Cluster447     COVAR   16365       5.3737     0.010546       3.5754     0.066434
Cluster448     COVAR   16365       3.8865     0.010959       2.5775     0.065805
Cluster449     COVAR   16365       9.5751       0.0185       3.7633    0.0054799
Cluster45      COVAR   16365     -0.41901   -0.0015723       1.8936      0.58756
Cluster450     COVAR   16365       5.6506      0.01205       3.4069     0.048614
Cluster451     COVAR   16365       5.6697     0.011626       3.6069     0.057999
Cluster452     COVAR   16365       3.6776    0.0082392        3.172      0.12316
Cluster453     COVAR   16365       2.2676    0.0049129       3.4093      0.25299
Cluster454     COVAR   16365       5.4932    0.0095114       4.2316     0.097131
Cluster455     COVAR   16365       1.2921    0.0025645       3.5351      0.35737
Cluster456     COVAR   16365       5.0993     0.007569       4.7993      0.14401
Cluster457     COVAR   16365       10.521     0.021684       3.4069    0.0010087
Cluster458     COVAR   16365       5.3115     0.010916       3.3994       0.0591
Cluster459     COVAR   16365       1.5852    0.0028682       4.0824       0.3489
Cluster46      COVAR   16365       0.9125    0.0030879          2.1      0.33196
Cluster460     COVAR   16365     -0.22891   -0.0014227       1.3977      0.56504
Cluster47      COVAR   16365     -0.57034   -0.0018577       2.1893      0.60277
Cluster48      COVAR   16365     -0.52317   -0.0021198       1.7792      0.61564
Cluster49      COVAR   16365       1.5974    0.0059669       1.8958      0.19973
Cluster5       COVAR   16365     -0.75036   -0.0058692       0.9137      0.79424
Cluster50      COVAR   16365      0.23645    0.0011555        1.458      0.43559
Cluster51      COVAR   16365      -1.0772   -0.0048565       1.6558      0.74233
Cluster52      COVAR   16365      0.91415    0.0031271       2.0926      0.33111
Cluster53      COVAR   16365       1.6939    0.0059247       2.0395      0.20313
Cluster54      COVAR   16365      0.56695    0.0017181       2.4065      0.40688
Cluster55      COVAR   16365       1.4426    0.0047995       2.1652      0.25263
Cluster56      COVAR   16365       2.9938    0.0079523       2.6982      0.13361
Cluster57      COVAR   16365       1.7868    0.0054905       2.3958      0.22791
Cluster58      COVAR   16365       2.6892    0.0096928       2.0775     0.097772
Cluster59      COVAR   16365     -0.42425   -0.0017515       1.7653      0.59496
Cluster6       COVAR   16365      0.27248    0.0018951       1.0143       0.3941
Cluster60      COVAR   16365      0.26792   0.00098107       2.0035      0.44681
Cluster61      COVAR   16365       1.8066    0.0073239        1.851      0.16454
Cluster62      COVAR   16365      0.49223    0.0018903       1.9445      0.40008
Cluster63      COVAR   16365      0.68774    0.0028766       1.7974        0.351
Cluster64      COVAR   16365      0.52199    0.0025779       1.4652      0.36082
Cluster65      COVAR   16365      -3.4524    -0.014096       1.7628       0.9749
Cluster66      COVAR   16365      -1.2065   -0.0081636       1.0618      0.87206
Cluster67      COVAR   16365      -1.7223     -0.01003       1.2559      0.91486
Cluster68      COVAR   16365      -1.2054   -0.0090337      0.96129      0.89505
Cluster69      COVAR   16365      -1.9458    -0.011903       1.1729      0.95142
Cluster7       COVAR   16365      -0.6771    -0.004883       0.9853      0.75402
Cluster70      COVAR   16365      -1.7908   -0.0090352       1.4261      0.89538
Cluster71      COVAR   16365     -0.83187   -0.0041787       1.4218      0.72075
Cluster72      COVAR   16365       -1.934     -0.00912       1.5346       0.8962
Cluster73      COVAR   16365      -1.9236    -0.009456       1.4509      0.90754
Cluster74      COVAR   16365      -1.6872   -0.0080485       1.4903       0.8712
Cluster75      COVAR   16365      -0.9214   -0.0033493       1.9213      0.68423
Cluster76      COVAR   16365      -1.6701   -0.0070696       1.6914      0.83828
Cluster77      COVAR   16365     -0.22677   -0.0010209       1.6175      0.55575
Cluster78      COVAR   16365      0.45052    0.0019851       1.6441      0.39204
Cluster79      COVAR   16365      0.54918    0.0024199       1.6504      0.36966
Cluster8       COVAR   16365       -0.109  -0.00070674       1.0905      0.53981
Cluster80      COVAR   16365      0.56225    0.0024586       1.6633      0.36767
Cluster81      COVAR   16365      0.27334     0.001176       1.6959      0.43598
Cluster82      COVAR   16365       0.6749    0.0035451       1.3426      0.30759
Cluster83      COVAR   16365       7.3267     0.014631        3.552      0.01958
Cluster84      COVAR   16365       2.5533    0.0042432       4.3721      0.27961
Cluster85      COVAR   16365       9.2436     0.015416       4.2433     0.014697
Cluster86      COVAR   16365       12.396     0.020595       4.3407    0.0021492
Cluster87      COVAR   16365       5.5443     0.010429       3.7974     0.072155
Cluster88      COVAR   16365       7.1943     0.011616       4.4428       0.0527
Cluster89      COVAR   16365       9.0638     0.015326       4.2823     0.017158
Cluster9       COVAR   16365     -0.55206   -0.0039339      0.98623      0.71218
Cluster90      COVAR   16365       7.7358     0.013158       4.2406     0.034069
Cluster91      COVAR   16365       5.2792    0.0094804       4.0031     0.093631
Cluster92      COVAR   16365        7.019      0.01117       4.6249     0.064563
Cluster93      COVAR   16365       8.2678     0.012644       4.7142     0.039745
Cluster94      COVAR   16365       7.8283     0.012345       4.6326     0.045543
Cluster95      COVAR   16365       4.0776    0.0078202        3.676      0.13367
Cluster96      COVAR   16365       2.4828    0.0054263       3.2266      0.22081
Cluster97      COVAR   16365        3.215    0.0072364       3.0076      0.14255
Cluster98      COVAR   16365       6.6991     0.011629       4.0841     0.050484
Cluster99      COVAR   16365       5.4201    0.0099225       3.8848      0.08149
