# TOTAL_GENES = 16361
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE        TYPE  MODEL  NGENES         BETA     BETA_STD           SE            P
Cluster207     COVAR    279   16361       15.293     0.027218       5.2199    0.0016991
Cluster232     COVAR    279   16361       16.906     0.022994       6.9771    0.0077016
Cluster207     COVAR    280   16361       14.692     0.026148       5.1083    0.0020166
Cluster233     COVAR    280   16361       23.202     0.030895       6.9262   0.00040525
Cluster207     COVAR    281   16361       14.469     0.025751       5.0469    0.0020757
Cluster234     COVAR    281   16361       29.904     0.037057       7.3449   2.3495e-05
Cluster207     COVAR    282   16361       18.322     0.032609        4.892   9.0458e-05
Cluster242     COVAR    282   16361       24.748     0.031766       6.9655    0.0001911
Cluster207     COVAR    283   16361       18.646     0.033185       4.8809   6.6976e-05
Cluster250     COVAR    283   16361       23.309     0.039369       5.5306     1.26e-05
Cluster207     COVAR    284   16361        19.63     0.034937       4.8734   2.8277e-05
Cluster251     COVAR    284   16361       23.575     0.036914       5.7505   2.0805e-05
Cluster207     COVAR    285   16361       19.162     0.034104       4.8756   4.2653e-05
Cluster252     COVAR    285   16361       25.667       0.0379       6.1721   1.6108e-05
Cluster207     COVAR    286   16361       19.107     0.034007       4.8771   4.4902e-05
Cluster269     COVAR    286   16361       26.205     0.034585       6.8921   7.2039e-05
Cluster207     COVAR    287   16361       18.955     0.033736       4.8796    5.148e-05
Cluster271     COVAR    287   16361       23.097     0.033156       6.3666    0.0001434
Cluster207     COVAR    288   16361       18.955     0.033735       4.8778    5.121e-05
Cluster272     COVAR    288   16361        21.02     0.037985       5.1717   2.4202e-05
Cluster207     COVAR    289   16361       18.453     0.032841       4.8832   7.9109e-05
Cluster273     COVAR    289   16361       29.498     0.039422       6.8593    8.584e-06
Cluster207     COVAR    290   16361       18.795     0.033451       4.8801   5.8991e-05
Cluster275     COVAR    290   16361       24.171     0.036303       6.0754   3.4847e-05
Cluster207     COVAR    291   16361       18.999     0.033813       4.8762    4.909e-05
Cluster283     COVAR    291   16361       29.486     0.040237       6.6787    5.089e-06
Cluster207     COVAR    292   16361       19.577     0.034843       4.8741   2.9679e-05
Cluster284     COVAR    292   16361       23.283     0.033871        6.264   0.00010122
Cluster207     COVAR    293   16361       18.997     0.033811       4.8776   4.9364e-05
Cluster286     COVAR    293   16361       25.855     0.036857       6.4455   3.0356e-05
Cluster207     COVAR    294   16361       18.408     0.032762        4.889   8.3531e-05
Cluster364     COVAR    294   16361        19.32     0.032234       5.2873    0.0001295
Cluster207     COVAR    295   16361       20.163     0.035886       4.8731   1.7645e-05
Cluster377     COVAR    295   16361       24.326     0.039739       5.3391   2.6261e-06
Cluster207     COVAR    296   16361       19.457     0.034628       4.8732   3.2848e-05
Cluster378     COVAR    296   16361       22.582     0.037942       4.9885   3.0189e-06
Cluster207     COVAR    297   16361       18.647     0.033187       4.8817     6.71e-05
Cluster385     COVAR    297   16361       26.112     0.035435       6.4279   2.4431e-05
Cluster207     COVAR    298   16361       18.886     0.033612       4.8807   5.4779e-05
Cluster386     COVAR    298   16361       16.713     0.030798        4.649   0.00016283
Cluster207     COVAR    299   16361       20.147     0.035857       4.8743   1.7979e-05
Cluster396     COVAR    299   16361       20.402     0.035411        5.259   5.2612e-05
Cluster207     COVAR    300   16361       17.277     0.030749       4.9075   0.00021608
Cluster403     COVAR    300   16361       21.029     0.038173       4.8287   6.6983e-06
Cluster207     COVAR    301   16361       15.451     0.027499       5.0073    0.0010176
Cluster405     COVAR    301   16361       28.077     0.034667       7.3958   7.3752e-05
Cluster207     COVAR    302   16361       20.972     0.037324       4.8787   8.6542e-06
Cluster415     COVAR    302   16361       24.057     0.039948       5.1806   1.7263e-06
Cluster207     COVAR    303   16361       18.904     0.033645       4.8803   5.3871e-05
Cluster422     COVAR    303   16361        25.15     0.032186       6.9295   0.00014258
Cluster207     COVAR    304   16361       14.021     0.024954        5.015    0.0025919
Cluster426     COVAR    304   16361       39.467     0.043573       8.1024   5.6122e-07
Cluster207     COVAR    305   16361       14.446      0.02571       5.0309    0.0020462
Cluster427     COVAR    305   16361        28.92     0.037886       6.7406    8.977e-06
Cluster207     COVAR    306   16361        18.29     0.032552       4.8888   9.1945e-05
Cluster428     COVAR    306   16361       27.332     0.034988       6.9567   4.2872e-05
Cluster207     COVAR    307   16361       17.668     0.031444       4.9124   0.00016181
Cluster429     COVAR    307   16361       21.415     0.032051       6.1216   0.00023489
Cluster207     COVAR    308   16361        16.52     0.029401       5.0024   0.00048067
Cluster430     COVAR    308   16361       16.366     0.026199       5.5824    0.0016885
Cluster217     COVAR    309   16361       30.782     0.036904       8.6605   0.00019014
Cluster219     COVAR    309   16361       14.367     0.024192       6.1427    0.0096768
Cluster217     COVAR    310   16361       36.534       0.0438       8.3486   6.0871e-06
Cluster221     COVAR    310   16361       6.3381     0.011697       5.0722      0.10574
Cluster217     COVAR    311   16361       36.076     0.043252       8.3626   8.0719e-06
Cluster222     COVAR    311   16361       7.2768     0.013238       5.3676     0.087611
Cluster217     COVAR    312   16361       34.114       0.0409       8.9369   6.7765e-05
Cluster224     COVAR    312   16361       10.859     0.015366       7.4966     0.073748
Cluster217     COVAR    313   16361       31.956     0.038312       8.7147   0.00012323
Cluster225     COVAR    313   16361       13.413     0.020987       6.5872     0.020873
Cluster217     COVAR    314   16361       34.952     0.041904       9.2061    7.365e-05
Cluster226     COVAR    314   16361       9.2125     0.012717       7.8324      0.11977
Cluster217     COVAR    315   16361       31.313     0.037542       8.5779   0.00013136
Cluster228     COVAR    315   16361       18.705      0.02375       8.1237     0.010661
Cluster217     COVAR    316   16361       30.098     0.036085       8.5472   0.00021531
Cluster229     COVAR    316   16361       19.333     0.026841       7.3965    0.0044823
Cluster217     COVAR    317   16361       36.517      0.04378       8.2099   4.3701e-06
Cluster230     COVAR    317   16361       8.5435     0.012802       6.2883     0.087142
Cluster217     COVAR    318   16361       34.047     0.040819       8.3406   2.2445e-05
Cluster231     COVAR    318   16361       14.133     0.018831       7.4816     0.029457
Cluster217     COVAR    319   16361       37.452     0.044901       8.6726   7.9133e-06
Cluster232     COVAR    319   16361        6.699    0.0091115       7.6732      0.19133
Cluster217     COVAR    320   16361       33.954     0.040708       8.9498   7.4476e-05
Cluster233     COVAR    320   16361       11.836      0.01576       8.0323     0.070315
Cluster217     COVAR    321   16361       30.448     0.036504       8.8497   0.00029112
Cluster234     COVAR    321   16361       19.101     0.023669       8.5251     0.012537
Cluster217     COVAR    322   16361       36.989     0.044346       7.5392   4.6949e-07
Cluster242     COVAR    322   16361       19.443     0.024956       7.1057    0.0031117
Cluster217     COVAR    323   16361        37.15     0.044539       7.4568   3.1845e-07
Cluster250     COVAR    323   16361       20.014     0.033804       5.5929   0.00017343
Cluster217     COVAR    324   16361       38.064     0.045635        7.426   1.5016e-07
Cluster251     COVAR    324   16361       19.816     0.031028       5.8002   0.00031811
Cluster217     COVAR    325   16361       37.762     0.045273       7.4331    1.909e-07
Cluster252     COVAR    325   16361       21.998     0.032481       6.2285   0.00020709
Cluster217     COVAR    326   16361       37.409     0.044849       7.4839   2.9225e-07
Cluster269     COVAR    326   16361       20.898     0.027581       7.0004    0.0014193
Cluster217     COVAR    327   16361       37.626     0.045109        7.481   2.4897e-07
Cluster271     COVAR    327   16361       18.484     0.026534       6.4609    0.0021151
Cluster217     COVAR    328   16361       38.001     0.045559       7.4241   1.5596e-07
Cluster272     COVAR    328   16361       18.374     0.033203       5.2103   0.00021125
Cluster217     COVAR    329   16361       36.183     0.043379        7.512   7.3766e-07
Cluster273     COVAR    329   16361       24.428     0.032647       6.9847   0.00023568
Cluster217     COVAR    330   16361       37.149     0.044538       7.4788   3.4365e-07
Cluster275     COVAR    330   16361       19.958     0.029974        6.163   0.00060262
Cluster217     COVAR    331   16361       36.435     0.043682       7.4919   5.8365e-07
Cluster283     COVAR    331   16361       24.282     0.033135       6.7922   0.00017572
Cluster217     COVAR    332   16361       38.105     0.045684       7.4475   1.5772e-07
Cluster284     COVAR    332   16361       18.664     0.027151       6.3354    0.0016125
Cluster217     COVAR    333   16361       36.967     0.044319       7.4945   4.1062e-07
Cluster286     COVAR    333   16361       20.801     0.029652       6.5555   0.00075587
Cluster217     COVAR    334   16361       38.802      0.04652        7.401   8.0241e-08
Cluster364     COVAR    334   16361       17.949     0.029946        5.298   0.00035317
Cluster217     COVAR    335   16361       38.376     0.046009       7.4003   1.0911e-07
Cluster377     COVAR    335   16361       21.024     0.034344       5.3669   4.4996e-05
Cluster217     COVAR    336   16361        39.13     0.046913       7.3789   5.7833e-08
Cluster378     COVAR    336   16361       20.908     0.035129       4.9999   1.4556e-05
Cluster217     COVAR    337   16361        36.73     0.044035       7.4999   4.9103e-07
Cluster385     COVAR    337   16361       21.397     0.029037       6.5367   0.00053272
Cluster217     COVAR    338   16361       37.882     0.045417        7.461   1.9386e-07
Cluster386     COVAR    338   16361       13.753     0.025344       4.7042    0.0017331
Cluster217     COVAR    339   16361       38.893     0.046629       7.4026   7.5501e-08
Cluster396     COVAR    339   16361       17.037     0.029571       5.2867   0.00063666
Cluster217     COVAR    340   16361        34.79     0.041709       7.5997   2.3699e-06
Cluster403     COVAR    340   16361       17.393     0.031573       4.9497   0.00022138
Cluster217     COVAR    341   16361       33.253     0.039867       7.9798   1.5512e-05
Cluster405     COVAR    341   16361       20.759     0.025631       7.8017    0.0039024
Cluster217     COVAR    342   16361       38.429     0.046072       7.4003   1.0501e-07
Cluster415     COVAR    342   16361       20.056     0.033303       5.2015   5.7948e-05
Cluster217     COVAR    343   16361       36.791     0.044109       7.5838   6.2008e-07
Cluster422     COVAR    343   16361       18.204     0.023297       7.1278    0.0053309
Cluster217     COVAR    344   16361       26.296     0.031526       8.8408    0.0014702
Cluster426     COVAR    344   16361       29.258     0.032302       9.4546   0.00098724
Cluster217     COVAR    345   16361       29.593     0.035479       8.6935   0.00033284
Cluster427     COVAR    345   16361       19.769     0.025898         7.71     0.005178
Cluster217     COVAR    346   16361       35.731     0.042837       7.6266   1.4131e-06
Cluster428     COVAR    346   16361       20.582     0.026348       7.1835    0.0020866
Cluster217     COVAR    347   16361       36.162     0.043354       7.6489   1.1466e-06
Cluster429     COVAR    347   16361       16.054     0.024028       6.3093    0.0054757
Cluster217     COVAR    348   16361       36.645     0.043933       8.4429   7.1638e-06
Cluster430     COVAR    348   16361       7.2561     0.011616       6.2364      0.12232
Cluster219     COVAR    349   16361       21.535     0.036262        5.638   6.7097e-05
Cluster221     COVAR    349   16361       9.8566      0.01819       4.8293     0.020635
Cluster219     COVAR    350   16361        21.05     0.035445       5.8552   0.00016271
Cluster222     COVAR    350   16361       9.6492     0.017553       5.2986     0.034309
Cluster219     COVAR    351   16361       19.009     0.032008       6.2986    0.0012747
Cluster224     COVAR    351   16361       14.516     0.020541       7.4491     0.025674
Cluster219     COVAR    352   16361        17.85     0.030057       6.1091    0.0017425
Cluster225     COVAR    352   16361        16.47      0.02577       6.5104    0.0057109
Cluster219     COVAR    353   16361       19.262     0.032434       6.4184    0.0013478
Cluster226     COVAR    353   16361       13.637     0.018826       7.6988     0.038263
Cluster219     COVAR    354   16361       19.124     0.032202       5.6122   0.00032864
Cluster228     COVAR    354   16361       24.568     0.031196       7.4935   0.00052285
Cluster219     COVAR    355   16361       16.881     0.028424       5.9754    0.0023671
Cluster229     COVAR    355   16361       22.559      0.03132       7.2904   0.00098826
Cluster219     COVAR    356   16361       21.506     0.036213       5.8513   0.00011918
Cluster230     COVAR    356   16361       10.452     0.015662       6.3187     0.049056
Cluster219     COVAR    357   16361       19.968     0.033622       5.7362   0.00025059
Cluster231     COVAR    357   16361       18.042     0.024041       7.2544     0.006446
Cluster219     COVAR    358   16361       21.516     0.036229       5.9694   0.00015703
Cluster232     COVAR    358   16361       11.217     0.015256       7.4463     0.065997
Cluster219     COVAR    359   16361       19.479     0.032799       5.8269    0.0004157
Cluster233     COVAR    359   16361       18.232     0.024276       7.3731    0.0067101
Cluster219     COVAR    360   16361       17.833     0.030028        5.823    0.0010993
Cluster234     COVAR    360   16361       24.661     0.030561       7.9086   0.00091131
Cluster219     COVAR    361   16361       23.375      0.03936       5.2798   4.8062e-06
Cluster242     COVAR    361   16361       22.388     0.028737       7.0158   0.00071008
Cluster219     COVAR    362   16361       23.771     0.040027       5.2474   2.9714e-06
Cluster250     COVAR    362   16361       21.969     0.037107       5.5489   3.7797e-05
Cluster219     COVAR    363   16361       24.043     0.040485       5.2444   2.2944e-06
Cluster251     COVAR    363   16361       21.286      0.03333       5.7751    0.0001144
Cluster219     COVAR    364   16361       24.126     0.040624         5.24   2.0894e-06
Cluster252     COVAR    364   16361           24     0.035438       6.1905   5.3149e-05
Cluster219     COVAR    365   16361       23.908     0.040257       5.2524   2.6821e-06
Cluster269     COVAR    365   16361       23.806     0.031419       6.9268   0.00029523
Cluster219     COVAR    366   16361       24.024     0.040453        5.251   2.4002e-06
Cluster271     COVAR    366   16361       21.194     0.030425       6.3938    0.0004597
Cluster219     COVAR    367   16361       24.018     0.040443       5.2436   2.3394e-06
Cluster272     COVAR    367   16361       19.678      0.03556       5.1883   7.4793e-05
Cluster219     COVAR    368   16361       23.211     0.039084       5.2636   5.2152e-06
Cluster273     COVAR    368   16361       27.291     0.036474       6.9002   3.8426e-05
Cluster219     COVAR    369   16361       23.645     0.039815       5.2567   3.4567e-06
Cluster275     COVAR    369   16361         22.2     0.033343       6.1074    0.0001395
Cluster219     COVAR    370   16361       23.258     0.039162       5.2616   4.9668e-06
Cluster283     COVAR    370   16361       26.762      0.03652       6.7254   3.4733e-05
Cluster219     COVAR    371   16361       23.862      0.04018       5.2591   2.8721e-06
Cluster284     COVAR    371   16361       20.199     0.029386       6.3074   0.00068277
Cluster219     COVAR    372   16361       23.451     0.039487       5.2649   4.2444e-06
Cluster286     COVAR    372   16361        23.18     0.033043       6.4928   0.00017908
Cluster219     COVAR    373   16361       24.528     0.041302       5.2341   1.4047e-06
Cluster364     COVAR    373   16361       19.135     0.031924       5.2826   0.00014658
Cluster219     COVAR    374   16361       24.559     0.041354       5.2295   1.3372e-06
Cluster377     COVAR    374   16361       22.481     0.036725        5.347   1.3167e-05
Cluster219     COVAR    375   16361       24.679     0.041556       5.2272   1.1826e-06
Cluster378     COVAR    375   16361       21.667     0.036404       4.9936   7.2088e-06
Cluster219     COVAR    376   16361       23.084     0.038869       5.2778   6.1523e-06
Cluster385     COVAR    376   16361       23.408     0.031765       6.4855   0.00015408
Cluster219     COVAR    377   16361       24.043     0.040484       5.2507   2.3562e-06
Cluster386     COVAR    377   16361       15.412     0.028401       4.6675   0.00048135
Cluster219     COVAR    378   16361       24.555     0.041346       5.2351   1.3764e-06
Cluster396     COVAR    378   16361       18.221     0.031627       5.2712   0.00027421
Cluster219     COVAR    379   16361        21.86     0.036808       5.3194   1.9942e-05
Cluster403     COVAR    379   16361       19.197     0.034847       4.8845   4.2647e-05
Cluster219     COVAR    380   16361       21.754      0.03663         5.34   2.3254e-05
Cluster405     COVAR    380   16361       27.018      0.03336       7.3607   0.00012143
Cluster219     COVAR    381   16361       23.663     0.039845       5.2508   3.3206e-06
Cluster415     COVAR    381   16361       20.407     0.033886       5.2034   4.4164e-05
Cluster219     COVAR    382   16361        23.26     0.039166         5.29   5.5287e-06
Cluster422     COVAR    382   16361       21.591     0.027632       7.0097    0.0010364
Cluster219     COVAR    383   16361       17.602     0.029638       5.5746   0.00079748
Cluster426     COVAR    383   16361       35.525     0.039221       8.4052   1.1938e-05
Cluster219     COVAR    384   16361        17.45     0.029383       5.7951    0.0013034
Cluster427     COVAR    384   16361       24.268     0.031791        7.246   0.00040648
Cluster219     COVAR    385   16361       23.013      0.03875       5.2838   6.6894e-06
Cluster428     COVAR    385   16361       24.703     0.031623       7.0167   0.00021595
Cluster219     COVAR    386   16361       22.984     0.038702          5.3   7.2841e-06
Cluster429     COVAR    386   16361       19.584      0.02931       6.1635   0.00074473
Cluster219     COVAR    387   16361       21.919     0.036907       5.4792   3.1796e-05
Cluster430     COVAR    387   16361       13.599     0.021771       5.7062    0.0085866
Cluster221     COVAR    388   16361       9.9342     0.018333        5.674     0.039998
Cluster222     COVAR    388   16361       11.808     0.021481       5.9944     0.024436
Cluster221     COVAR    389   16361       8.7822     0.016207       5.3131     0.049184
Cluster224     COVAR    389   16361       20.545     0.029071       7.3357    0.0025537
Cluster221     COVAR    390   16361       9.3252     0.017209       4.9759      0.03047
Cluster225     COVAR    390   16361       21.264      0.03327       6.1906   0.00029731
Cluster221     COVAR    391   16361        9.618     0.017749       5.1417     0.030712
Cluster226     COVAR    391   16361       20.432     0.028205       7.2001    0.0022753
Cluster221     COVAR    392   16361       12.057      0.02225       4.6248    0.0045725
Cluster228     COVAR    392   16361       29.159     0.037025       7.2091   2.6329e-05
Cluster221     COVAR    393   16361       10.596     0.019553       4.7191     0.012384
Cluster229     COVAR    393   16361       27.764     0.038547       6.7217   1.8204e-05
Cluster221     COVAR    394   16361       13.854     0.025566        4.584    0.0012572
Cluster230     COVAR    394   16361       17.128     0.025666        5.779    0.0015214
Cluster221     COVAR    395   16361       12.789     0.023602       4.6199     0.002821
Cluster231     COVAR    395   16361       23.782     0.031689       6.8209   0.00024533
Cluster221     COVAR    396   16361        12.84     0.023696       4.7152    0.0032372
Cluster232     COVAR    396   16361       18.318     0.024915       6.8666    0.0038228
Cluster221     COVAR    397   16361       11.596     0.021399       4.7335    0.0071546
Cluster233     COVAR    397   16361       23.572     0.031387       6.9924   0.00037527
Cluster221     COVAR    398   16361       12.248     0.022603       4.6012    0.0038893
Cluster234     COVAR    398   16361        30.83     0.038204       7.2956   1.1982e-05
Cluster221     COVAR    399   16361       15.526     0.028653       4.4879   0.00027133
Cluster242     COVAR    399   16361       25.082     0.032195       6.9622   0.00015804
Cluster221     COVAR    400   16361       15.871     0.029288       4.4784   0.00019786
Cluster250     COVAR    400   16361       23.548     0.039774       5.5288   1.0326e-05
Cluster221     COVAR    401   16361       16.479     0.030412        4.474   0.00011553
Cluster251     COVAR    401   16361       23.409     0.036654       5.7517   2.3647e-05
Cluster221     COVAR    402   16361       16.194     0.029885       4.4756   0.00014881
Cluster252     COVAR    402   16361       25.715     0.037971       6.1728   1.5604e-05
Cluster221     COVAR    403   16361       15.716     0.029003       4.4833   0.00022869
Cluster269     COVAR    403   16361       25.651     0.033854       6.9027   0.00010156
Cluster221     COVAR    404   16361       15.852     0.029255       4.4817   0.00020289
Cluster271     COVAR    404   16361       22.967      0.03297       6.3708   0.00015655
Cluster221     COVAR    405   16361       16.287     0.030056        4.475   0.00013707
Cluster272     COVAR    405   16361       21.363     0.038605       5.1692   1.8021e-05
Cluster221     COVAR    406   16361       15.311     0.028255       4.4867   0.00032284
Cluster273     COVAR    406   16361       29.352     0.039227       6.8665   9.6368e-06
Cluster221     COVAR    407   16361       15.821     0.029197       4.4802   0.00020738
Cluster275     COVAR    407   16361       24.216      0.03637       6.0768   3.3907e-05
Cluster221     COVAR    408   16361       15.405     0.028429       4.4848   0.00029725
Cluster283     COVAR    408   16361       28.804     0.039305       6.6923   8.4448e-06
Cluster221     COVAR    409   16361       15.578     0.028748       4.4879   0.00025994
Cluster284     COVAR    409   16361         21.9     0.031859       6.2838   0.00024673
Cluster221     COVAR    410   16361       15.914     0.029369        4.479     0.000191
Cluster286     COVAR    410   16361       25.761     0.036723       6.4485   3.2526e-05
Cluster221     COVAR    411   16361       14.839     0.027384       4.5086   0.00050008
Cluster364     COVAR    411   16361       18.723     0.031237       5.3123   0.00021289
Cluster221     COVAR    412   16361        15.96     0.029453       4.4772   0.00018277
Cluster377     COVAR    412   16361       23.148     0.037814       5.3444   7.4656e-06
Cluster221     COVAR    413   16361       16.392     0.030251       4.4736    0.0001245
Cluster378     COVAR    413   16361       22.531     0.037856       4.9893   3.1797e-06
Cluster221     COVAR    414   16361       15.166     0.027988       4.4925    0.0003689
Cluster385     COVAR    414   16361       25.555     0.034679       6.4448   3.6852e-05
Cluster221     COVAR    415   16361       16.259     0.030005       4.4763   0.00014098
Cluster386     COVAR    415   16361       17.105     0.031521       4.6453    0.0001161
Cluster221     COVAR    416   16361       16.482     0.030416       4.4746    0.0001155
Cluster396     COVAR    416   16361       19.643     0.034095       5.2599   9.4403e-05
Cluster221     COVAR    417   16361       13.674     0.025235       4.5332     0.001281
Cluster403     COVAR    417   16361       20.667     0.037515       4.8596    1.063e-05
Cluster221     COVAR    418   16361       13.564     0.025032       4.5452    0.0014234
Cluster405     COVAR    418   16361       29.449     0.036361       7.3142   2.8478e-05
Cluster221     COVAR    419   16361       16.575     0.030587       4.4732   0.00010598
Cluster415     COVAR    419   16361       22.694     0.037684       5.1751   5.8357e-06
Cluster221     COVAR    420   16361       15.612     0.028811       4.4865   0.00025167
Cluster422     COVAR    420   16361       24.725     0.031642       6.9404   0.00018433
Cluster221     COVAR    421   16361       11.325       0.0209       4.6078    0.0069955
Cluster426     COVAR    421   16361       40.035       0.0442       8.1107   4.0314e-07
Cluster221     COVAR    422   16361       11.728     0.021643        4.622    0.0055885
Cluster427     COVAR    422   16361       29.421     0.038542       6.7469   6.5312e-06
Cluster221     COVAR    423   16361       14.857     0.027417       4.5023   0.00048495
Cluster428     COVAR    423   16361       26.801     0.034307         6.98   6.1884e-05
Cluster221     COVAR    424   16361       14.916     0.027526       4.5053   0.00046656
Cluster429     COVAR    424   16361       21.779     0.032595       6.1167   0.00018567
Cluster221     COVAR    425   16361       14.089        0.026        4.559    0.0010017
Cluster430     COVAR    425   16361       17.222     0.027569       5.5429     0.000947
Cluster222     COVAR    426   16361       6.2604     0.011389        7.125       0.1898
Cluster224     COVAR    426   16361       20.961     0.029661       9.3115     0.012197
Cluster222     COVAR    427   16361       6.8061     0.012381       6.1165      0.13292
Cluster225     COVAR    427   16361       21.255     0.033256       7.2029    0.0015871
Cluster222     COVAR    428   16361       9.1063     0.016566       6.0214     0.065237
Cluster226     COVAR    428   16361       19.591     0.027044       7.9812    0.0070583
Cluster222     COVAR    429   16361        11.66     0.021212       5.0426     0.010387
Cluster228     COVAR    429   16361       27.932     0.035467       7.4401   8.7296e-05
Cluster222     COVAR    430   16361       8.8588     0.016116       5.3552      0.04905
Cluster229     COVAR    430   16361       26.956     0.037425         7.22   9.4802e-05
Cluster222     COVAR    431   16361       14.206     0.025844       4.9692    0.0021286
Cluster230     COVAR    431   16361       15.699     0.023524       5.9297    0.0040586
Cluster222     COVAR    432   16361       12.733     0.023164       5.0376    0.0057466
Cluster231     COVAR    432   16361       22.336     0.029763       7.0401   0.00075667
Cluster222     COVAR    433   16361       13.134     0.023892       5.2373    0.0060817
Cluster232     COVAR    433   16361       16.422     0.022337       7.2192     0.011467
Cluster222     COVAR    434   16361       11.486     0.020894       5.2183     0.013875
Cluster233     COVAR    434   16361       22.362     0.029775       7.2965    0.0010915
Cluster222     COVAR    435   16361       11.514     0.020946       5.0331     0.011086
Cluster234     COVAR    435   16361       29.438     0.036479       7.5537   4.8897e-05
Cluster222     COVAR    436   16361       16.247     0.029555       4.7627   0.00032428
Cluster242     COVAR    436   16361       24.055     0.030877       6.9934   0.00029205
Cluster222     COVAR    437   16361       16.861     0.030672       4.7375   0.00018679
Cluster250     COVAR    437   16361       23.114     0.039041        5.536   1.4974e-05
Cluster222     COVAR    438   16361       17.305     0.031481       4.7322   0.00012812
Cluster251     COVAR    438   16361        22.71      0.03556       5.7584   4.0285e-05
Cluster222     COVAR    439   16361       16.747     0.030466       4.7411   0.00020662
Cluster252     COVAR    439   16361       24.699      0.03647       6.1894   3.3142e-05
Cluster222     COVAR    440   16361       16.323     0.029694       4.7582   0.00030208
Cluster269     COVAR    440   16361       24.491     0.032324       6.9342   0.00020693
Cluster222     COVAR    441   16361       16.349     0.029741       4.7603   0.00029776
Cluster271     COVAR    441   16361       21.688     0.031133        6.405   0.00035552
Cluster222     COVAR    442   16361       16.494     0.030006       4.7479   0.00025711
Cluster272     COVAR    442   16361       20.164     0.036438       5.1912   5.1562e-05
Cluster222     COVAR    443   16361       15.735     0.028624        4.766   0.00048203
Cluster273     COVAR    443   16361       28.223     0.037719        6.904    2.188e-05
Cluster222     COVAR    444   16361       16.314     0.029677        4.754   0.00030088
Cluster275     COVAR    444   16361       23.137     0.034749       6.1034   7.5401e-05
Cluster222     COVAR    445   16361       16.071     0.029235       4.7548   0.00036358
Cluster283     COVAR    445   16361       27.961     0.038155        6.716   1.5775e-05
Cluster222     COVAR    446   16361       16.857     0.030665       4.7441    0.0001909
Cluster284     COVAR    446   16361       21.696     0.031562       6.2874   0.00028041
Cluster222     COVAR    447   16361       16.604     0.030205       4.7457   0.00023448
Cluster286     COVAR    447   16361       24.847      0.03542       6.4673   6.1315e-05
Cluster222     COVAR    448   16361       16.351     0.029745        4.757   0.00029471
Cluster364     COVAR    448   16361       18.824     0.031405       5.3054   0.00019468
Cluster222     COVAR    449   16361       17.599     0.032015       4.7278    9.906e-05
Cluster377     COVAR    449   16361       23.342     0.038131       5.3418   6.2682e-06
Cluster222     COVAR    450   16361       17.282     0.031439       4.7305   0.00012991
Cluster378     COVAR    450   16361        22.05     0.037048       4.9938   5.0767e-06
Cluster222     COVAR    451   16361       16.786     0.030536       4.7402   0.00019982
Cluster385     COVAR    451   16361       25.787     0.034995       6.4367   3.0994e-05
Cluster222     COVAR    452   16361       17.378     0.031614       4.7327   0.00012082
Cluster386     COVAR    452   16361       16.783     0.030927       4.6489   0.00015364
Cluster222     COVAR    453   16361       17.736     0.032265       4.7284   8.8438e-05
Cluster396     COVAR    453   16361       19.426     0.033718       5.2611   0.00011153
Cluster222     COVAR    454   16361       14.555     0.026478       4.8087    0.0012381
Cluster403     COVAR    454   16361       20.314     0.036875       4.8794   1.5787e-05
Cluster222     COVAR    455   16361       14.647     0.026645       4.8128    0.0011721
Cluster405     COVAR    455   16361       29.094     0.035923       7.3308   3.6302e-05
Cluster222     COVAR    456   16361       17.948      0.03265       4.7259   7.3329e-05
Cluster415     COVAR    456   16361       22.622     0.037564       5.1752   6.2213e-06
Cluster222     COVAR    457   16361       16.897     0.030739       4.7422   0.00018384
Cluster422     COVAR    457   16361       24.514     0.031372       6.9439   0.00020828
Cluster222     COVAR    458   16361       11.314     0.020582       4.9441     0.011064
Cluster426     COVAR    458   16361       39.285     0.043372       8.2375   9.3488e-07
Cluster222     COVAR    459   16361       12.697     0.023098       4.8995    0.0047828
Cluster427     COVAR    459   16361       29.099     0.038121       6.7697   8.6584e-06
Cluster222     COVAR    460   16361        15.93      0.02898       4.7664   0.00041671
Cluster428     COVAR    460   16361       26.365      0.03375       6.9945   8.2152e-05
Cluster222     COVAR    461   16361       16.251     0.029564       4.7604   0.00032109
Cluster429     COVAR    461   16361       21.677     0.032444       6.1175   0.00019808
Cluster222     COVAR    462   16361       14.932     0.027163       4.8595    0.0010626
Cluster430     COVAR    462   16361       16.523     0.026451       5.5923    0.0015681
Cluster224     COVAR    463   16361       12.864     0.018203       8.7141     0.069957
Cluster225     COVAR    463   16361       18.166     0.028423       7.8522     0.010356
Cluster224     COVAR    464   16361       16.233     0.022971       9.1333     0.037765
Cluster226     COVAR    464   16361        14.94     0.020624       9.2634     0.053405
Cluster224     COVAR    465   16361       16.888     0.023897       6.9404    0.0074875
Cluster228     COVAR    465   16361       25.233      0.03204       7.8357   0.00064184
Cluster224     COVAR    466   16361       14.592     0.020648       7.2365     0.021888
Cluster229     COVAR    466   16361       24.727     0.034331       7.4655   0.00046399
Cluster224     COVAR    467   16361       20.914     0.029593       7.0253    0.0014584
Cluster230     COVAR    467   16361       11.831     0.017728       6.4147     0.032576
