VARIABLE,cluster_id,cluster_name,supercluster,class_auto,neurotransmitter,top_regions,top_dissections,top_genes,n_cells,NGENES,BETA,BETA_STD,SE,P
Cluster302,302,CBI_302,Cerebellar inhibitory,NEUR,GLY,"Cerebellum: 60.1%, Medulla: 19.0%, Pons: 15.3%","Human CBV: 42.3%, Human CBL: 12.9%, Human IO: 7.7%","CPLX4, AC010476.2, SLC6A5, PAX2, AC008725.1, AC068672.2, TFAP2B, LINC01179, AL139351.3, LGI2",248,16327,1.4728,0.0046572,2.4734,0.27578
Cluster57,57,Astro_57,Astrocyte,ASTRO,,"Hippocampus: 66.8%, Basal forebrain: 25.3%, Cerebral cortex: 4.0%","Human DGR-CA4Rpy: 26.6%, Human SEP: 21.1%, Human DGU-CA4Upy: 19.9%","CD38, OBI1-AS1, FGFR3, AL627316.1, AC012405.1, AL137139.2, TNC, LINC02649, GLI3, SLC14A1",6925,16327,1.5135,0.0046544,2.5567,0.27694
Cluster236,236,MGE_236,MGE interneuron,NEUR,GABA,"Hippocampus: 61.2%, Cerebral cortex: 21.0%, Amygdala: 16.5%","Human CA1C-CA3C: 17.3%, Human CA1U-CA2U-CA3U: 11.6%, Human CA1R-CA2R-CA3R: 8.6%","LHX6, MYO5B, CRHBP, PRTG, AC022905.1, NGF, TRG-AS1, RGS5, TAC1, RASGRF2-AS1",4303,16327,3.1384,0.0047166,5.3016,0.27694
Cluster410,410,Splat_410,Splatter,NEUR,VGLUT2,"Hypothalamus: 82.0%, Thalamus: 11.6%, Amygdala: 5.2%","Human HTHpo-HTHso: 58.9%, Human HTHtub: 15.3%, Human ANC: 11.5%","AVP, OXT, HCRT, SIM1, OTP, TRH, CARTPT, TH, AC092675.1, PGF",2511,16327,1.8885,0.004346,3.2949,0.28327
Cluster317,317,LRL_317,Lower rhombic lip,NEUR,VGLUT1 VGLUT2,"Pons: 97.6%, Medulla: 2.1%, Midbrain: 0.2%","Human PnRF: 36.1%, Human PnEN: 23.6%, Human PN: 22.5%","BMP5, ADAMTS20, AL139351.3, AC093765.2, INSRR, LINC00836, CDH23, AC136431.1, IRX2, EGFLAM",4858,16327,1.9363,0.004747,3.3876,0.2838
Cluster303,303,CBI_303,Cerebellar inhibitory,,GABA,"Cerebellum: 96.8%, Pons: 1.5%, Medulla: 1.0%","Human CBV: 93.3%, Human CBL: 3.5%, Human PnEN: 0.7%","TFAP2B, AC010476.2, SCGN, AL162718.1, LIPG, XDH, LMCD1, TFAP2A, IL15, LRRC38",1439,16327,1.3996,0.0042803,2.5087,0.28846
Cluster459,459,Thex_459,Thalamic excitatory,NEUR,VGLUT2,"Thalamus: 89.9%, Amygdala: 9.2%, Midbrain: 0.6%","Human MD: 26.0%, Human CM-Pf: 20.8%, Human ANC: 20.7%","SLC15A1, COL6A5, LHX9, FSHR, LINC01997, SLITRK6, AC069410.1, GBX2, RERGL, CYP27C1",4507,16327,2.4558,0.004428,4.4164,0.28909
Cluster304,304,CBI_304,Cerebellar inhibitory,,GABA,"Cerebellum: 95.5%, Pons: 2.4%, Medulla: 1.8%","Human CBV: 87.2%, Human CBL: 8.3%, Human PnAN: 1.4%","SCGN, TFAP2B, LMCD1, LIPG, AL162718.1, CLCNKA, LRRC38, TFAP2A, BHLHE22, AC010476.2",719,16327,1.7721,0.0042913,3.2501,0.2928
Cluster415,415,Splat_415,Splatter,NEUR,GABA VGLUT2,"Hypothalamus: 78.7%, Midbrain: 7.6%, Thalamus: 3.7%","Human HTHpo-HTHso: 30.8%, Human HTHso-HTHtub: 26.6%, Human HTHtub: 7.5%","AVP, ECEL1, ARHGAP36, C14orf39, HMX3, ISL1, SIX6, DIRAS3, PMCH, ZCCHC12",25816,16327,2.5123,0.0041736,4.6424,0.2942
Cluster452,452,Thex_452,Thalamic excitatory,,VGLUT2,"Thalamus: 98.9%, Midbrain: 1.1%, Amygdala: 0.0%","Human LG: 73.7%, Human VPL: 7.2%, Human MG: 6.6%","PVALB, ST8SIA6-AS1, PPP1R17, RGS16, SHOX2, TGFBR2, DEFB1, CASQ2, ITM2A, ST8SIA6",5044,16327,1.8459,0.0041396,3.4242,0.29492
Cluster87,87,DLNP_87,Deep-layer near-projecting,NEUR,VGLUT1 VGLUT2,"Cerebral cortex: 83.9%, Basal forebrain: 12.2%, Hypothalamus: 2.8%","Human ACC: 25.8%, Human A25: 14.5%, Human FI: 11.5%","IFNG-AS1, NPSR1-AS1, LINC02218, MROH2A, NPSR1, AC244502.1, SLC9C1, CDCP1, PIWIL1, ERG",1203,16327,2.2448,0.0042249,4.1923,0.29618
Cluster119,119,CA13_119,Hippocampal CA1-3,NEUR,VGLUT1,"Hippocampus: 97.3%, Amygdala: 1.5%, Cerebral cortex: 1.3%","Human CA1: 27.4%, Human CA2U-CA3U: 17.2%, Human CA1-2R: 16.5%","LINC00607, ADAM2, AC012668.3, ATP6V1C2, AL138694.1, AL356807.1, GFRA1, CLPSL1, AC092661.1, FEZF2",6827,16327,1.8561,0.0043721,3.5182,0.2989
Cluster170,170,Misc_170,Miscellaneous,NEUR,VGLUT1 VGLUT2,"Hippocampus: 68.6%, Hypothalamus: 21.7%, Cerebral cortex: 6.4%","Human CA1: 57.7%, Human HTHtub: 21.5%, Human CA1U-CA2U-CA3U: 9.3%","LINC02752, POSTN, DCN, ITPRID1, LINC02309, LINC02316, AC124290.1, GRB14, IFNG-AS1, MAFA",503,16327,2.6498,0.004047,5.1511,0.30349
Cluster164,164,Misc_164,Miscellaneous,NEUR,VGLUT1 VGLUT2,"Cerebral cortex: 66.8%, Amygdala: 18.2%, Hippocampus: 15.0%","Human LEC: 42.3%, Human Pir: 23.8%, Human Sub: 15.0%","TMEM45B, LINC02752, LINC02105, BARX2, AC005482.1, DSC3, COL6A2, LINC01482, LINC02653, HMCN2",659,16327,1.9908,0.0038173,3.9161,0.3056
Cluster222,222,EMSN_222,Eccentric medium spiny neuron,NEUR,GABA,"Basal forebrain: 93.9%, Thalamus: 1.9%, Cerebral cortex: 1.8%","Human Pu: 38.7%, Human CaB: 28.3%, Human NAC: 12.1%","AL445584.2, CASZ1, AC022133.2, LINC01735, TAC1, LOXHD1, C6orf141, PENK, FBXL21P, SLC35D3",2826,16327,2.1606,0.0039327,4.3103,0.3081
Cluster226,226,EMSN_226,Eccentric medium spiny neuron,NEUR,GABA,"Basal forebrain: 33.6%, Amygdala: 33.3%, Hypothalamus: 19.3%","Human SI: 25.6%, Human BNST: 15.8%, Human HTHpo: 14.4%","NPFFR2, OTOF, GDNF-AS1, PDYN, ZNF736P9Y, DRD1, LINC01550, FBXL21P, AC034226.1, GFRA1",5927,16327,2.8225,0.0038964,5.6829,0.30971
Cluster247,247,MGE_247,MGE interneuron,NEUR,GABA,"Hippocampus: 91.0%, Amygdala: 4.8%, Cerebral cortex: 3.4%","Human CA1C-CA3C: 20.3%, Human CA1U-CA2U-CA3U: 19.1%, Human CA1: 16.6%","AC022133.2, AC022126.1, AL450345.2, KCNJ5, TNFSF15, LINC02624, MYHAS, ZAP70, LINC02192, FAM89A",1110,16327,2.46,0.0038267,5.073,0.31387
Cluster113,113,L5ET_113,Miscellaneous,NEUR,VGLUT1,"Cerebral cortex: 100.0%, Amygdala: 0.0%, Hippocampus: 0.0%","Human M1C: 73.3%, Human S1C: 14.1%, Human A43: 8.9%","AC005100.1, LINC02424, AC105213.1, LINC00922, OR51E2, ERG, NAALADL2-AS2, AC128707.1, LINC02008, LINC00943",630,16327,1.4722,0.0036996,3.081,0.31638
Cluster205,205,DG_205,Hippocampal dentate gyrus,NEUR,VGLUT1,"Hippocampus: 96.5%, Midbrain: 3.4%, Thalamus: 0.0%","Human DGU-CA4Upy: 74.0%, Human CA1U-CA2U-CA3U: 17.4%, Human SN: 3.4%","AC097528.1, AC097487.1, LINC01697, AJ006995.1, AC079772.1, LINC02237, LINC02030, GRP, AC021088.1, LINC01324",5813,16327,2.2205,0.0037917,4.6568,0.31675
Cluster151,151,DLIT_151,Deep-layer intratelencephalic,NEUR,VGLUT1 VGLUT2 VGLUT3,"Cerebral cortex: 44.8%, Amygdala: 33.6%, Basal forebrain: 21.4%","Human Cla: 20.0%, Human CEN: 18.2%, Human Pir: 10.5%","SMYD1, AC073225.1, AL136119.1, AL512452.1, ATP10A, NTNG2, CCN4, SMIM32, THEMIS, STPG2-AS1",18750,16327,1.9206,0.0036874,4.0556,0.31791
Cluster62,62,Astro_62,Astrocyte,ASTRO,,"Basal forebrain: 40.2%, Cerebellum: 19.3%, Midbrain: 16.2%","Human GPi: 30.1%, Human CbDN: 18.1%, Human SN: 10.1%","TNC, ANGPTL4, AC012405.1, GFAP, CPAMD8, AC073941.1, SLC14A1, GJA1, AL627316.1, CD44",24821,16327,0.97796,0.0037589,2.0794,0.31907
Cluster198,198,CA4_198,Hippocampal CA4,NEUR,VGLUT1 VGLUT2,"Hippocampus: 89.9%, Midbrain: 10.1%, Cerebral cortex: 0.0%","Human CA4C-DGC: 45.1%, Human DGR-CA4Rpy: 21.8%, Human DGR-CA4: 15.3%","MORC1, IGF2BP2, KREMEN2, ARL6IP1P3, AC006487.1, AP001978.1, LINC02720, AC021594.2, ABCA13, AC019127.1",417,16327,1.7893,0.0034005,4.0192,0.3281
Cluster21,21,Per_21,Vascular,PER,,"Thalamus: 28.3%, Pons: 17.9%, Basal forebrain: 9.8%","Human LG: 8.0%, Human Pul: 7.0%, Human PnEN: 6.7%","IFITM2, CARMN, MUSTN1, NOTCH3, GGT5, IFITM3, SLC6A12, MYL9, BGN, ITIH5",1753,16327,0.52554,0.0032206,1.1869,0.32896
Cluster206,206,MSN_206,Medium spiny neuron,NEUR,,"Hippocampus: 97.1%, Thalamus: 2.3%, Cerebral cortex: 0.6%","Human CA4C-DGC: 96.5%, Human Pul: 1.7%, Human LG: 0.6%","LINC02137, AC015631.1, GLI3, PLEK, AP003121.1, LINC02462, RGS9, MME, PTPN7, AL445584.2",172,16327,1.6825,0.00339,3.8621,0.33155
Cluster142,142,DLIT_142,Deep-layer intratelencephalic,NEUR,VGLUT1,"Cerebral cortex: 96.0%, Hippocampus: 1.3%, Basal forebrain: 1.2%","Human M1C: 26.9%, Human MTG: 11.3%, Human S1C: 4.8%","AC099517.1, Z68323.1, ADTRP, AC060765.2, AC021594.2, AL022724.3, AL359636.2, AL391117.1, AC008127.1, ALPL",14326,16327,1.3955,0.0028051,3.2248,0.33261
Cluster433,433,Midi_433,Midbrain-derived inhibitory,NEUR,GABA,"Midbrain: 89.4%, Thalamus: 8.3%, Hypothalamus: 1.3%","Human SC: 51.7%, Human PTR: 13.8%, Human IC: 9.1%","OTX2, LINC01210, OTX2-AS1, AL137100.3, AL161757.4, CHODL, PRSS12, AL109761.1, GALR1, SOX14",1351,16327,1.4999,0.0030208,3.7951,0.34635
Cluster44,44,Oligo_44,Oligodendrocyte,OLIGO,,"Thalamus: 20.9%, Pons: 19.2%, Midbrain: 19.1%","Human SN: 10.9%, Human PnRF: 6.9%, Human CbDN: 5.8%","AC004690.2, SLC5A11, ITGA2, AL033523.1, LINC02882, MOG, FOLH1, CARNS1, LINC01949, LRP2",101039,16327,0.89463,0.0030226,2.2781,0.34727
Cluster412,412,Splat_412,Splatter,NEUR,GABA HDC VGLUT2,"Hypothalamus: 97.4%, Midbrain: 2.2%, Thalamus: 0.3%","Human MN: 45.2%, Human HTHma-HTHtub: 26.3%, Human HTHtub: 14.1%","PMCH, AC022433.1, ISL1, TBX3, AC010478.1, C14orf39, AC026765.3, GAL, VWA5B1, RADX",5062,16327,1.2208,0.0031516,3.1224,0.34791
Cluster127,127,ULIT_127,Upper-layer intratelencephalic,NEUR,VGLUT1 VGLUT2,"Cerebral cortex: 90.2%, Basal forebrain: 4.2%, Amygdala: 3.4%","Human A38: 10.6%, Human ACC: 9.3%, Human FI: 9.0%","ADGRF5, AC018697.1, CARM1P1, AC124290.1, AL162493.1, AJ009632.2, AC124290.2, AC092848.2, AC117453.1, AC115100.1",10430,16327,1.4258,0.0028717,3.9011,0.35738
Cluster153,153,Amex_153,Amygdala excitatory,NEUR,VGLUT1 VGLUT2,"Amygdala: 93.4%, Hippocampus: 5.3%, Cerebral cortex: 1.3%","Human BL: 77.7%, Human La: 9.7%, Human CA1U-CA2U-CA3U: 5.3%","LINC02770, DCSTAMP, AC005909.2, AC068112.1, LINC01903, AL445207.1, AC022655.1, TG, PPP1R1C, LINC02073",2227,16327,1.471,0.0026677,4.117,0.36043
Cluster414,414,Splat_414,Splatter,NEUR,VGLUT2,"Hypothalamus: 90.6%, Midbrain: 8.5%, Thalamus: 0.8%","Human HTHma-HTHtub: 43.2%, Human MN: 14.9%, Human HTHma: 13.8%","SIM1, OTP, METTL11B, EBF3, LINC02505, AL110292.1, STK32B, LHX5-AS1, AL132857.1, AL158013.1",2915,16327,1.1208,0.0026909,3.1648,0.36162
Cluster408,408,Amex_408,Amygdala excitatory,NEUR,VGLUT1 VGLUT2,"Cerebral cortex: 82.2%, Amygdala: 13.3%, Hypothalamus: 4.4%","Human AON: 77.8%, Human CoA: 8.9%, Human Pir: 4.4%","EOMES, RXFP2, CDHR1, CARTPT, LINC01866, LINC01965, SHISA3, LGR6, AKAIN1, LINC01621",45,16327,0.81757,0.002423,2.3983,0.3666
Cluster281,281,CGE_281,CGE interneuron,NEUR,GABA,"Cerebral cortex: 70.5%, Amygdala: 13.0%, Hippocampus: 10.6%","Human Pir: 5.7%, Human MEC: 4.6%, Human M1C: 4.5%","HTR3A, AC004862.1, AL139090.1, HGFAC, AL391832.4, CHRNA6, EDNRA, AC006305.1, CHRNB3, TNFAIP8L3",2234,16327,1.4381,0.0026643,4.2572,0.36775
Cluster244,244,MGE_244,MGE interneuron,NEUR,GABA,"Cerebral cortex: 77.4%, Amygdala: 13.7%, Hippocampus: 6.5%","Human MEC: 5.8%, Human MTG: 5.5%, Human LEC: 5.4%","NPY, SST, AC011586.2, LINC01687, ELFN1, MSR1, MCUB, ADAMTS12, CORT, TAC3",1172,16327,1.6963,0.0025334,5.1606,0.3712
Cluster196,196,CA4_196,Hippocampal CA4,NEUR,VGLUT1,"Hippocampus: 99.9%, Midbrain: 0.1%, Cerebral cortex: 0.0%","Human CA4C-DGC: 55.3%, Human DGR-CA4Rpy: 39.4%, Human DGR-CA4: 3.0%","MORC1, ABCA13, LINC02196, GUCA1C, ITGA4, LATS2, TSPAN18, MYPN, AC021594.2, AC127526.2",1360,16327,1.2966,0.0023434,4.2606,0.38045
Cluster172,172,Amex_172,Amygdala excitatory,NEUR,VGLUT1 VGLUT2,"Cerebral cortex: 90.6%, Hippocampus: 8.8%, Amygdala: 0.6%","Human MEC: 81.6%, Human Sub: 8.8%, Human LEC: 8.6%","TGFBI, AC116345.1, AL391117.1, S100Z, AOX1, CRHR2, LINC01886, FBXL21P, AC092162.2, PLEKHG4B",8592,16327,1.4413,0.0023978,4.7752,0.38139
Cluster207,207,MSN_207,Medium spiny neuron,NEUR,GABA,"Basal forebrain: 92.9%, Thalamus: 4.1%, Amygdala: 1.9%","Human Pu: 54.1%, Human CaB: 28.2%, Human GPe: 5.8%","GPR6, AL139379.1, DRD2, AC073325.1, ADORA2A, LINC02137, PENK, GPR88, AL450332.1, LPL",20569,16327,1.2776,0.0022751,4.5281,0.38892
Cluster180,180,CA13_180,Hippocampal CA1-3,NEUR,VGLUT1,"Hippocampus: 99.6%, Cerebral cortex: 0.4%, Amygdala: 0.0%","Human CA1C-CA3C: 79.0%, Human CA4C-DGC: 17.2%, Human CA1R-CA2R-CA3R: 2.0%","AP001636.3, FNDC1, RUFY4, FIBCD1, CTXND1, BHLHE22, AC004160.1, GLYATL1, PTTG1, CABP7",14007,16327,0.9865,0.0022508,3.5313,0.38999
Cluster193,193,CA4_193,Hippocampal CA4,NEUR,VGLUT1,"Hippocampus: 98.3%, Amygdala: 0.9%, Cerebral cortex: 0.5%","Human CA4C-DGC: 76.9%, Human CA1C-CA3C: 12.5%, Human DGR-CA4Rpy: 4.3%","SCGN, MORC1, LINC02237, AL450311.1, ITGA4, C16orf74, HLX-AS1, GUCA1C, TSPAN18, AC127526.2",1343,16327,1.1729,0.0021295,4.2098,0.39027
Cluster413,413,Splat_413,Splatter,NEUR,VGLUT2,"Hypothalamus: 92.1%, Midbrain: 5.8%, Pons: 1.4%","Human MN: 38.6%, Human HTHma-HTHtub: 21.6%, Human HTHma: 18.2%","SIM1, PITX2, EBF3, AL158013.1, LHX1-DT, NTS, LHX1, ADGRG4, PANCR, FOXB1",4634,16327,0.90616,0.0020623,3.2704,0.39086
Cluster199,199,DG_199,Hippocampal dentate gyrus,NEUR,VGLUT1,"Hippocampus: 96.8%, Thalamus: 3.2%, Cerebral cortex: 0.0%","Human CA4C-DGC: 50.3%, Human DGR-CA4Rpy: 22.4%, Human CA1R-CA2R-CA3R: 16.8%","AJ006995.1, LINC01697, AC112721.2, CR382285.1, POSTN, CHRNA1, AQP9, LINC01338, TARID, LINC02237",1365,16327,0.7739,0.0019789,3.0252,0.39905
Cluster191,191,CA4_191,Hippocampal CA4,NEUR,VGLUT1,"Hippocampus: 98.1%, Cerebral cortex: 1.6%, Midbrain: 0.2%","Human CA4C-DGC: 41.8%, Human CA3R: 41.8%, Human CA1C-CA3C: 8.8%","AC021594.2, LINC02237, ITGA4, OR7E14P, LATS2, COL6A3, AC068985.1, AL450311.1, KCNG2, PTGFR",486,16327,0.96603,0.0019572,3.818,0.40013
Cluster182,182,CA13_182,Hippocampal CA1-3,NEUR,VGLUT1,"Hippocampus: 100.0%, Cerebral cortex: 0.0%, Amygdala: 0.0%","Human CA1C-CA3C: 39.5%, Human CA1R-CA2R-CA3R: 28.4%, Human CA2U-CA3U: 13.0%","FNDC1, AL356417.2, AC116345.1, FIBCD1, AC117386.2, CASC6, CTXND1, AC004160.1, ESRRAP2, BX255923.2",7341,16327,0.93111,0.0020146,3.7973,0.40315
Cluster160,160,Amex_160,Amygdala excitatory,NEUR,VGLUT1 VGLUT2,"Amygdala: 90.3%, Cerebral cortex: 8.9%, Hippocampus: 0.8%","Human BL: 49.4%, Human BM: 21.7%, Human CMN: 13.3%","TFAP2D, DCSTAMP, PTGER3, LINC00334, TG, KLK7, NPFFR2, PLEKHG4B, FAM9B, MSC-AS1",7244,16327,0.7944,0.0016627,3.2574,0.40367
Cluster353,353,Splat_353,Splatter,NEUR,GABA,"Thalamus: 97.2%, Midbrain: 2.2%, Hypothalamus: 0.5%","Human LG: 93.9%, Human VLN: 1.4%, Human CM-Pf: 1.1%","GATA3, FABP4, HPGD, LHX5-AS1, NPY, GATA3-AS1, LINC00237, AC096751.2, AL138899.1, NDNF",852,16327,1.0513,0.0018231,4.3319,0.40412
Cluster115,115,L5ET_115,Hippocampal CA1-3,NEUR,VGLUT1,"Cerebral cortex: 100.0%, Amygdala: 0.0%, Hippocampus: 0.0%",Human M1C: 100.0%,"CSN1S1, XIST, C22orf34, AC110614.1, LINC02424, AL139379.1, LINC02008, MMP26, C14orf39, LINC01965",140,16327,0.8164,0.0018077,3.5891,0.41003
Cluster216,216,MSN_216,Medium spiny neuron,NEUR,GABA,"Basal forebrain: 40.9%, Amygdala: 26.3%, Hypothalamus: 18.3%","Human SI: 36.9%, Human BNST: 19.4%, Human HTHpo: 16.1%","DRD2, MYO3A, PENK, ADORA2A, LINC01833, GPR6, LINC02462, AL020994.2, P2RY1, SIX3",5720,16327,1.1736,0.0017334,5.3781,0.41363
Cluster362,362,Splat_362,Splatter,NEUR,GABA,"Pons: 39.4%, Cerebellum: 34.7%, Midbrain: 21.7%","Human CbDN: 34.7%, Human DTg: 24.0%, Human PTR: 8.7%","LHX5-AS1, OTP, LHX1, EBF3, S100A10, ZPLD1, ECEL1, LINC02520, AL359915.1, TRPC7",2288,16327,1.1169,0.0017263,5.2065,0.41507
Cluster20,20,Vsmc_20,Vascular,VSMC,,"Thalamus: 21.8%, Cerebral cortex: 13.7%, Medulla: 12.4%","Human MN: 10.5%, Human IO: 7.0%, Human Pul: 4.0%","MYL9, CARMN, ADIRF, FHL5, ACTA2, VIM, TBX18, MUSTN1, TBX2, NOTCH3",845,16327,0.25058,0.0016231,1.1822,0.41607
Cluster194,194,CA4_194,Hippocampal CA4,NEUR,VGLUT1,"Hippocampus: 99.8%, Cerebral cortex: 0.2%, Amygdala: 0.0%","Human CA4C-DGC: 90.0%, Human DGR-CA4Rpy: 8.0%, Human CA3R: 1.5%","SCGN, MORC1, AL450311.1, LINC02237, ITGA4, CASC6, ZBTB20-AS2, AC127526.1, ZBTB20-AS1, LINC02192",551,16327,0.72711,0.0015697,3.4612,0.41681
Cluster320,320,LRL_320,Lower rhombic lip,NEUR,VGLUT1 VGLUT2,"Pons: 90.4%, Medulla: 6.2%, Basal forebrain: 3.2%","Human PN: 27.7%, Human PnEN: 25.8%, Human PnRF: 21.5%","AL139351.3, AC093765.2, IRX2, LINC00355, LINC02476, AC136431.1, BMP5, TINAG, HOXC4, LINC00363",27800,16327,0.72269,0.0016925,3.4714,0.41754
Cluster163,163,CA13_163,Hippocampal CA1-3,NEUR,VGLUT1 VGLUT2,"Amygdala: 93.5%, Hippocampus: 5.9%, Hypothalamus: 0.4%","Human CMN: 92.3%, Human CA1U-CA2U-CA3U: 4.9%, Human BM: 1.2%","POSTN, DCN, GPC3, TACR3, LINC02163, AC068759.1, AC004862.1, LINC01606, IGFBP3, AC002480.2",492,16327,0.84974,0.001599,4.1726,0.41932
Cluster432,432,Splat_432,Splatter,NEUR,HDC,"Hypothalamus: 79.8%, Midbrain: 19.6%, Thalamus: 0.6%","Human HTHma-HTHtub: 31.5%, Human SN: 19.6%, Human HTHtub: 19.5%","HDC, MIR3663HG, LINC02789, SLC18A2, TECRL, QRFPR, TBX3, PPP1R1C, GMNC, AC022433.1",2555,16327,0.48645,0.0017354,2.4196,0.42033
Cluster181,181,CA13_181,Hippocampal CA1-3,NEUR,VGLUT1,"Hippocampus: 100.0%, Cerebral cortex: 0.0%, Amygdala: 0.0%","Human CA1C-CA3C: 28.2%, Human CA1R-CA2R-CA3R: 25.6%, Human CA1U-CA2U-CA3U: 15.6%","FNDC1, AL356417.2, AP001636.3, CTXND1, FIBCD1, AC117386.2, AC004160.1, AC084114.1, RUFY4, CABP7",6501,16327,0.83985,0.0015695,4.2588,0.42184
Cluster165,165,Misc_165,Miscellaneous,NEUR,VGLUT1 VGLUT2,"Cerebral cortex: 92.1%, Hippocampus: 5.0%, Amygdala: 2.8%","Human MEC: 72.0%, Human LEC: 18.2%, Human Sub: 5.0%","LINC02752, BARX2, IFNG-AS1, DSC3, AC116345.1, SNHG31, AC104689.2, AC006974.2, TMEM45B, AC072062.1",2064,16327,0.74729,0.0014277,4.0377,0.42659
Cluster321,321,LRL_321,Lower rhombic lip,NEUR,VGLUT1 VGLUT2,"Pons: 95.9%, Medulla: 3.3%, Midbrain: 0.4%","Human PnEN: 40.4%, Human PN: 30.9%, Human DTg: 13.1%","IRX2, AL139351.3, GADL1, AC136431.1, NLRP1, CDH23, LINC02476, LINC01798, INSRR, VEPH1",1119,16327,0.69831,0.0013749,3.999,0.43069
Cluster152,152,DLIT_152,Deep-layer intratelencephalic,NEUR,VGLUT1 VGLUT2 VGLUT3,"Basal forebrain: 76.2%, Amygdala: 19.9%, Cerebral cortex: 3.8%","Human Cla: 70.7%, Human CEN: 17.6%, Human Pu: 5.6%","AC012593.2, ANXA1, SMIM32, LINC01876, AC074099.1, LINC02505, AC112481.2, PLA2G4A, SMYD1, AL136119.1",6048,16327,0.55657,0.0013248,3.3845,0.43469
Cluster100,100,DLCT6b_100,Deep-layer corticothalamic and 6b,NEUR,VGLUT1,"Cerebral cortex: 63.0%, Amygdala: 27.0%, Basal forebrain: 5.9%","Human AON: 9.6%, Human CMN: 9.2%, Human CEN: 7.7%","SLC15A5, VWA2, SULF1, AC010511.1, AC023503.1, LINC01194, LGR6, CPZ, ADTRP, CCN2",4900,16327,0.68437,0.0014159,4.1727,0.43486
Cluster313,313,Splat_313,Splatter,NEUR,VGLUT2,"Hippocampus: 41.6%, Cerebral cortex: 36.5%, Amygdala: 7.6%","Human MEC: 14.5%, Human CA4C-DGC: 10.7%, Human DGR-CA4Rpy: 6.7%","AL592463.1, AGTR1, NDNF, TP73, AIM2, PRPH, LINC02770, AC005064.1, LINC01133, SCUBE1",449,16327,0.27209,0.0010652,2.0055,0.44604
Cluster29,29,Fbl_29,Fibroblast,,,"Medulla: 41.3%, Spinal cord: 39.7%, Thalamus: 4.8%","Human SpC: 39.7%, Human IO: 25.4%, Human MoRF-MoEN: 7.9%","IGFBP6, VIM, BNC2, FLVCR2, IGF2, COL1A2, CFH, EBF2, CD177, KLF2",63,16327,0.13609,0.0010102,1.0297,0.44743
Cluster49,49,Oligo_49,Oligodendrocyte,OLIGO,,"Pons: 30.3%, Midbrain: 20.2%, Medulla: 12.2%","Human PnRF: 10.0%, Human SN: 7.6%, Human CbDN: 7.3%","MBOAT1, AC110809.1, AC008945.2, S100A1, AC114485.1, AC007106.2, LINC01445, LINC01549, AC004690.2, S100B",84282,16327,0.27068,0.0010126,2.0621,0.44779
Cluster445,445,Thex_445,Thalamic excitatory,,VGLUT2,"Thalamus: 99.3%, Hippocampus: 0.7%, Cerebral cortex: 0.0%","Human LG: 98.5%, Human MG: 0.7%, Human DGR-CA4Rpy: 0.7%","LINC01491, AL355612.1, DCDC2C, AC092078.3, LCP1, SHOX2, CHRNA2, FZD10-AS1, VEGFC, DEFB1",134,16327,0.3769,0.0010322,2.9052,0.44839
Cluster297,297,URL_297,Upper rhombic lip,,VGLUT1,"Midbrain: 97.1%, Thalamus: 2.9%, Cerebral cortex: 0.0%","Human SC: 73.5%, Human SN: 20.6%, Human PAG: 2.9%","TPH1, RBP3, AC004852.2, GABRR3, AQP3, NEUROG1, ETV3L, AC063980.1, CACNA2D4, ASB15-AS1",34,16327,0.10895,0.0009891,0.84007,0.44841
Cluster458,458,Thex_458,Thalamic excitatory,NEUR,VGLUT2,"Thalamus: 93.6%, Midbrain: 6.4%, Amygdala: 0.0%","Human ETH: 22.6%, Human MD: 19.4%, Human ANC: 18.3%","SPTLC3, NTS, COL6A5, AC105213.1, AL033530.1, CCDC141, CYP27C1, LINC02775, LHX9, ADGRG6",7494,16327,0.47828,0.00098336,3.9141,0.45137
Cluster28,28,Fbl_28,Fibroblast,FIB,,"Thalamus: 36.4%, Cerebral cortex: 12.1%, Pons: 11.0%","Human LG: 7.9%, Human Pul: 6.0%, Human LP: 4.6%","COL1A2, TBX18, C7, ITIH5, IGF2, FMO2, ISLR, LINC02147, FBLN1, DCN",3767,16327,0.10577,0.00062966,1.2855,0.46721
Cluster314,314,Misc_314,Miscellaneous,NEUR,GABA,"Medulla: 35.7%, Pons: 33.3%, Cerebellum: 26.2%","Human CBV: 23.8%, Human PnAN: 21.4%, Human MoAN: 16.7%","PCP2, TRABD2B, ZNF385C, AL109659.1, ATP2A3, LINC02794, IL20RA, NCAM1-AS1, AC092448.1, GNG13",42,16327,0.074358,0.00043704,1.2904,0.47702
Cluster111,111,DLCT6b_111,Deep-layer corticothalamic and 6b,NEUR,VGLUT1 VGLUT2,"Hippocampus: 92.5%, Amygdala: 6.3%, Cerebral cortex: 1.2%","Human CA1: 33.5%, Human CA1U-CA2U-CA3U: 27.2%, Human CA2U-CA3U: 9.3%","CLPSL1, VWA2, CPZ, SULF1, AL353072.2, AC092546.1, ADTRP, MC4R, GABRQ, AC091576.1",1546,16327,0.21335,0.00039654,4.1575,0.47954
