# TOTAL_GENES = 16076
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE        TYPE  NGENES         BETA     BETA_STD           SE            P
Cluster13      COVAR   16076   -0.0043221  -3.6186e-05      0.85326      0.50202
Cluster130     COVAR   16076      -3.8679   -0.0051348       5.8524      0.74566
Cluster131     COVAR   16076      0.15911   0.00022228       5.6454      0.48876
Cluster132     COVAR   16076      -6.0003   -0.0095619        4.855      0.89174
Cluster133     COVAR   16076      -8.1652    -0.010499       6.1122       0.9092
Cluster134     COVAR   16076       1.4251    0.0022455       5.0692      0.38931
Cluster135     COVAR   16076      -2.6107   -0.0051884       3.9979      0.74312
Cluster136     COVAR   16076     -0.73439   -0.0013301       4.1524      0.57019
Cluster137     COVAR   16076     0.078865   0.00012615       4.9077      0.49359
Cluster138     COVAR   16076      -3.8847    -0.006608       4.5023      0.80588
Cluster139     COVAR   16076      -1.1586   -0.0017683       5.1253      0.58942
Cluster14      COVAR   16076        0.843    0.0061522       1.0423      0.20934
Cluster140     COVAR   16076      -1.5539   -0.0021498       5.6611      0.60815
Cluster141     COVAR   16076      -4.6711   -0.0067296       5.5225      0.80117
Cluster142     COVAR   16076      -4.2779    -0.008646       4.0749      0.85309
Cluster143     COVAR   16076      -1.8485   -0.0029034       4.9958      0.64431
Cluster144     COVAR   16076      -2.6543    -0.003881       5.4805      0.68592
Cluster145     COVAR   16076      -3.7105   -0.0062527       4.5698      0.79158
Cluster146     COVAR   16076      -2.1844   -0.0030008       5.7266      0.64856
Cluster147     COVAR   16076      -4.9678   -0.0063469       6.0657       0.7936
Cluster148     COVAR   16076      -6.6026   -0.0089931       5.7059      0.87638
Cluster149     COVAR   16076      -5.5169   -0.0074738       5.6903      0.83385
Cluster15      COVAR   16076      0.76516    0.0059175       1.0069      0.22366
Cluster150     COVAR   16076     -0.60309   -0.0012361       3.6763      0.56515
Cluster151     COVAR   16076      -1.0323   -0.0019948       3.9274      0.60366
Cluster152     COVAR   16076       -4.732    -0.011362       3.2509      0.92723
Cluster153     COVAR   16076      0.76328    0.0013926       4.0943      0.42606
Cluster154     COVAR   16076       2.0384    0.0035894       4.2868      0.31722
Cluster155     COVAR   16076       1.6779    0.0022508       5.8588      0.38729
Cluster156     COVAR   16076      -2.1994   -0.0033699       4.9854      0.67045
Cluster157     COVAR   16076      -4.6833   -0.0088692       4.4037      0.85621
Cluster158     COVAR   16076      -7.0638    -0.010118       5.4133      0.90402
Cluster159     COVAR   16076      -1.8337    -0.002796       5.0035      0.64299
Cluster16      COVAR   16076      0.44044    0.0027908       1.2075      0.35765
Cluster160     COVAR   16076      -2.3288   -0.0049294        3.314      0.75887
Cluster161     COVAR   16076      0.15652   0.00032248       3.5089      0.48221
Cluster162     COVAR   16076      -3.7283   -0.0059515       4.8305      0.77989
Cluster163     COVAR   16076      -5.6505    -0.010699       4.0657      0.91769
