# TOTAL_GENES = 16076
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE        TYPE  NGENES         BETA     BETA_STD           SE            P
Cluster422     COVAR   16076       3.7722    0.0048484        6.126      0.26903
Cluster423     COVAR   16076       4.0779    0.0045428       7.0167      0.28057
Cluster424     COVAR   16076       3.6218    0.0042149       6.5758       0.2909
Cluster425     COVAR   16076       7.7926    0.0096318       6.1717      0.10337
Cluster426     COVAR   16076       6.9059    0.0076753        7.007      0.16218
Cluster427     COVAR   16076     0.027969   3.6913e-05       5.9261      0.49812
Cluster428     COVAR   16076      -7.8409    -0.010074       6.0988      0.90071
Cluster429     COVAR   16076       3.9908    0.0060155        5.097      0.21683
Cluster43      COVAR   16076       5.1291     0.015436       2.3938     0.016078
Cluster430     COVAR   16076       2.7674    0.0044619       4.8775      0.28523
Cluster431     COVAR   16076       1.8321    0.0050629       2.8172      0.25775
Cluster432     COVAR   16076       2.9251     0.010512       2.3131      0.10302
Cluster433     COVAR   16076      0.89086    0.0017978       3.7938      0.40718
Cluster434     COVAR   16076      -4.0575   -0.0070715         4.41      0.82122
Cluster435     COVAR   16076       -3.812   -0.0086279       3.2684      0.87825
Cluster436     COVAR   16076      -2.8656   -0.0048396       4.4612      0.73967
Cluster437     COVAR   16076    -0.091942  -0.00015866       4.3834      0.50837
Cluster438     COVAR   16076     -0.16645   -0.0002807       4.5791       0.5145
Cluster439     COVAR   16076    0.0068178   1.2458e-05        4.184      0.49935
Cluster44      COVAR   16076       2.4902    0.0086617       2.0897      0.11671
Cluster440     COVAR   16076      -3.4733   -0.0054171        4.975      0.75746
Cluster441     COVAR   16076      -6.2897   -0.0099739       4.9097      0.89991
Cluster442     COVAR   16076        -5.33   -0.0090541        4.637       0.8748
Cluster443     COVAR   16076      -1.0909    -0.002033       4.0382      0.60647
Cluster444     COVAR   16076      -1.4165   -0.0027935       3.8607      0.64315
Cluster445     COVAR   16076      0.63452    0.0016465       2.8645      0.41235
Cluster446     COVAR   16076     -0.10341  -0.00021521       3.7399      0.51103
Cluster447     COVAR   16076        1.035    0.0020369       3.9791      0.39739
Cluster448     COVAR   16076       1.2384    0.0035244       2.5991      0.31687
Cluster449     COVAR   16076     -0.57485   -0.0011135       3.9961      0.55719
Cluster45      COVAR   16076        2.935     0.011043       1.9431     0.065477
Cluster450     COVAR   16076     -0.27883  -0.00059577       3.7063      0.52998
Cluster451     COVAR   16076       2.1967    0.0045262       3.8189      0.28258
Cluster452     COVAR   16076      0.77353    0.0017379       3.3676      0.40917
Cluster453     COVAR   16076       1.9792    0.0043217       3.5854      0.29047
Cluster454     COVAR   16076      0.60325    0.0010463       4.5132      0.44684
Cluster455     COVAR   16076      -1.3436   -0.0026845       3.7998      0.63818
Cluster456     COVAR   16076       1.1044    0.0016424       5.0792      0.41394
Cluster457     COVAR   16076       1.3305    0.0023789       4.2797      0.37795
Cluster458     COVAR   16076      0.80192    0.0016566       3.7197      0.41466
Cluster459     COVAR   16076       1.1425    0.0020817       4.3069       0.3954
Cluster46      COVAR   16076       3.2575        0.011       2.1752     0.067137
Cluster460     COVAR   16076     -0.25144   -0.0015737        1.468        0.568
Cluster47      COVAR   16076       3.1465     0.010227       2.2694     0.082812
Cluster48      COVAR   16076       2.3811    0.0095521       1.8441     0.098327
Cluster49      COVAR   16076       2.9414     0.011017       1.9496       0.0657
Cluster5       COVAR   16076     -0.14773    -0.001157      0.94637      0.56202
Cluster50      COVAR   16076       1.1269    0.0055559         1.51      0.22774
Cluster51      COVAR   16076       3.6638     0.016647       1.7377     0.017507
Cluster52      COVAR   16076       5.2761     0.017998       2.2337     0.009093
Cluster53      COVAR   16076       3.5762     0.012547       2.1655      0.04933
Cluster54      COVAR   16076       4.7074     0.014284        2.517     0.030734
Cluster55      COVAR   16076       5.4839     0.018217       2.3194    0.0090374
Cluster56      COVAR   16076       5.8209     0.015495        2.858     0.020849
Cluster57      COVAR   16076        4.653     0.014333       2.4837     0.030514
Cluster58      COVAR   16076       3.9482     0.014253       2.1517     0.033267
Cluster59      COVAR   16076       2.9333     0.012106       1.8656     0.057949
Cluster6       COVAR   16076    -0.085463   -0.0005968       1.0675       0.5319
Cluster60      COVAR   16076       4.1533     0.015217       2.0995     0.023962
Cluster61      COVAR   16076      0.83119    0.0033747       1.9249      0.33294
Cluster62      COVAR   16076       2.6644     0.010208       2.0228     0.093903
Cluster63      COVAR   16076       1.5943    0.0066916       1.8284      0.19162
Cluster64      COVAR   16076       1.4382    0.0071086       1.5052      0.16968
Cluster65      COVAR   16076       3.5048      0.01433       1.7917     0.025232
Cluster66      COVAR   16076       1.8562     0.012517       1.0803     0.042881
Cluster67      COVAR   16076       2.3488     0.013519       1.2567     0.030825
Cluster68      COVAR   16076       1.0591    0.0079013      0.97857      0.13957
Cluster69      COVAR   16076       1.2412    0.0075808        1.171      0.14459
Cluster7       COVAR   16076     -0.34101   -0.0024722       1.0088      0.63233
Cluster70      COVAR   16076        3.043     0.015301       1.4124      0.01561
Cluster71      COVAR   16076       1.9215    0.0096556       1.4415      0.09128
Cluster72      COVAR   16076       3.4355     0.016195       1.5412     0.012912
Cluster73      COVAR   16076       2.7618     0.013576        1.475     0.030589
Cluster74      COVAR   16076       2.9941     0.014251       1.5174     0.024251
Cluster75      COVAR   16076      0.87996    0.0031977       1.9817      0.32851
Cluster76      COVAR   16076       2.8298     0.012028       1.6711     0.045201
Cluster77      COVAR   16076       1.6106     0.007294       1.6122       0.1589
Cluster78      COVAR   16076       2.1883     0.009716        1.623     0.088783
Cluster79      COVAR   16076       2.4815     0.011013       1.6201     0.062813
Cluster8       COVAR   16076     -0.62207    -0.004052       1.1434       0.7068
Cluster80      COVAR   16076       1.5904    0.0070068       1.6345      0.16528
Cluster81      COVAR   16076       3.5268     0.015292       1.6759     0.017682
Cluster82      COVAR   16076      0.93734    0.0049185       1.3885      0.24982
Cluster83      COVAR   16076      -4.7407   -0.0095246       3.6746      0.90148
Cluster84      COVAR   16076      -8.9521    -0.014945       4.6576      0.97269
Cluster85      COVAR   16076      -11.298    -0.018962       4.3986      0.99489
Cluster86      COVAR   16076      -4.4032   -0.0073687       4.5278      0.83459
Cluster87      COVAR   16076      -9.4262    -0.017858       4.0881      0.98943
Cluster88      COVAR   16076      -7.8177    -0.012713       4.7273       0.9509
Cluster89      COVAR   16076      -4.1188   -0.0069998       4.5981       0.8148
Cluster9       COVAR   16076     -0.50782   -0.0036419       1.0298      0.68903
Cluster90      COVAR   16076      -5.9839    -0.010241       4.5351      0.90648
Cluster91      COVAR   16076      -10.709     -0.01937       4.2045      0.99456
Cluster92      COVAR   16076      -8.2623    -0.013233        4.892      0.95437
Cluster93      COVAR   16076      -7.9392    -0.012212       5.0492      0.94205
Cluster94      COVAR   16076      -8.2673    -0.013056       4.9931       0.9511
Cluster95      COVAR   16076      -5.5939    -0.010819       3.9875      0.91966
Cluster96      COVAR   16076      -4.0195   -0.0088579       3.3518      0.88476
Cluster97      COVAR   16076      -2.0024   -0.0045431       3.2273      0.73251
Cluster98      COVAR   16076       -5.817    -0.010211       4.5964      0.89715
Cluster99      COVAR   16076      -4.3031    -0.007926       4.2568      0.84395
