# MEAN_SAMPLE_SIZE = 57513
# TOTAL_GENES = 16333
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE        TYPE  NGENES         BETA     BETA_STD           SE            P
Cluster435     COVAR   16333       12.414     0.027786       4.2015    0.0015673
Cluster436     COVAR   16333       19.362     0.032503       5.5969   0.00027154
Cluster437     COVAR   16333       17.186     0.029462       5.4837     0.000864
Cluster438     COVAR   16333       17.577     0.029483       5.6136   0.00087258
Cluster439     COVAR   16333       17.391     0.031544       4.9514   0.00022289
Cluster44      COVAR   16333       2.2376    0.0075707       2.7629      0.20902
Cluster440     COVAR   16333       21.774     0.033756       6.0306   0.00015328
Cluster441     COVAR   16333        15.41     0.024265       6.0305    0.0053101
Cluster442     COVAR   16333       9.0996     0.015368       5.5754      0.05134
Cluster443     COVAR   16333        11.28     0.020882       5.0187      0.01231
Cluster444     COVAR   16333        15.18     0.029768       4.8201   0.00081994
Cluster445     COVAR   16333       2.5984    0.0071168       3.4141      0.22331
Cluster446     COVAR   16333       4.6525    0.0095931       4.5176      0.15155
Cluster447     COVAR   16333       11.978     0.023544        4.809    0.0063793
Cluster448     COVAR   16333       3.2531     0.009143        3.497      0.17613
Cluster449     COVAR   16333       13.478     0.026003       4.9036    0.0029973
Cluster45      COVAR   16333       2.5077    0.0094337       2.5091       0.1588
Cluster450     COVAR   16333       11.133     0.023753       4.5617    0.0073389
Cluster451     COVAR   16333       8.6667     0.017757       4.6744     0.031875
Cluster452     COVAR   16333       7.2748     0.016313       4.1623     0.040263
Cluster453     COVAR   16333       2.9722    0.0064305        4.476      0.25334
Cluster454     COVAR   16333       14.235     0.024639       5.6068     0.005567
Cluster455     COVAR   16333       8.2239       0.0163       4.7281     0.040997
Cluster456     COVAR   16333       23.467     0.034755        6.334   0.00010618
Cluster457     COVAR   16333       16.343     0.029039       5.1735   0.00079356
Cluster458     COVAR   16333       3.1383    0.0064442       4.7015      0.25222
Cluster459     COVAR   16333        4.549    0.0081947       5.2874      0.19481
Cluster46      COVAR   16333        3.524     0.011964       2.7767      0.10221
Cluster460     COVAR   16333      -1.9623    -0.012163       1.8527      0.85523
Cluster47      COVAR   16333       4.0928     0.013387       2.8855     0.078052
Cluster48      COVAR   16333      0.51265    0.0020811         2.27      0.41067
Cluster49      COVAR   16333      0.25329   0.00094785       2.5077      0.45977
Cluster5       COVAR   16333      -3.1505    -0.024647       1.1602      0.99669
Cluster50      COVAR   16333     -0.46992   -0.0022985        1.867      0.59936
Cluster51      COVAR   16333      0.69698    0.0031425       2.0549      0.36724
Cluster52      COVAR   16333     -0.71873   -0.0024619       2.7516      0.60303
Cluster53      COVAR   16333      -2.6013   -0.0091207       2.6716      0.83489
Cluster54      COVAR   16333      -1.7507   -0.0053047       3.1277      0.71217
Cluster55      COVAR   16333      -2.1825   -0.0072768         2.79      0.78296
Cluster56      COVAR   16333      -3.0287   -0.0080673       3.4766      0.80816
Cluster57      COVAR   16333      -1.9683   -0.0060564       3.0952      0.73758
Cluster58      COVAR   16333      -2.3929   -0.0086348       2.6673      0.81517
Cluster59      COVAR   16333      -3.8588    -0.016024       2.2469      0.95703
Cluster6       COVAR   16333      -3.6062    -0.025035       1.3087      0.99707
Cluster60      COVAR   16333      -3.4188    -0.012585       2.5596      0.90916
Cluster61      COVAR   16333      -5.4253    -0.022019       2.3292      0.99007
Cluster62      COVAR   16333       -3.247    -0.012531        2.466      0.90602
Cluster63      COVAR   16333      -5.1331    -0.021502       2.2298      0.98933
Cluster64      COVAR   16333      -4.1707    -0.020493       1.8156      0.98919
Cluster65      COVAR   16333      -5.1862    -0.021336       2.2882      0.98828
Cluster66      COVAR   16333      -3.8054    -0.025851       1.3896      0.99691
Cluster67      COVAR   16333      -3.1704    -0.018483       1.6224      0.97465
Cluster68      COVAR   16333      -1.8289     -0.01374        1.238      0.93018
Cluster69      COVAR   16333      -3.2919    -0.020181       1.5376      0.98385
Cluster7       COVAR   16333      -3.7066    -0.026739       1.2693      0.99825
Cluster70      COVAR   16333      -3.0185    -0.015289       1.8484      0.94875
Cluster71      COVAR   16333      -3.6966     -0.01859       1.8788      0.97543
Cluster72      COVAR   16333      -5.2382    -0.024735       2.0002      0.99558
Cluster73      COVAR   16333      -3.6129    -0.017804       1.9006      0.97133
Cluster74      COVAR   16333      -4.5411      -0.0217       1.9697      0.98942
Cluster75      COVAR   16333      -5.6461    -0.020472       2.5038      0.98793
Cluster76      COVAR   16333      -6.7035    -0.028377       2.1548      0.99907
Cluster77      COVAR   16333      -7.7396    -0.034804       2.0426      0.99992
Cluster78      COVAR   16333      -6.3525    -0.027935       2.0849      0.99884
Cluster79      COVAR   16333      -6.7529    -0.029681       2.1128       0.9993
Cluster8       COVAR   16333      -3.6348    -0.023586       1.4214      0.99472
Cluster80      COVAR   16333      -6.1976    -0.027058       2.0889      0.99849
Cluster81      COVAR   16333      -6.7126    -0.028906       2.1659      0.99903
Cluster82      COVAR   16333      -4.0395    -0.021235       1.7183      0.99063
Cluster83      COVAR   16333       3.7885    0.0075895       4.4657      0.19812
Cluster84      COVAR   16333       2.2385    0.0037077       5.6985      0.34722
Cluster85      COVAR   16333       15.812     0.026352       5.2691    0.0013481
Cluster86      COVAR   16333       16.594     0.027561       5.6873    0.0017657
Cluster87      COVAR   16333       11.424     0.021448       5.1045     0.012617
Cluster88      COVAR   16333       16.882      0.02726       5.8142    0.0018481
Cluster89      COVAR   16333       10.676     0.018027       5.5736      0.02773
Cluster9       COVAR   16333      -3.4498    -0.024616       1.2885      0.99629
Cluster90      COVAR   16333       12.796     0.021735       5.5446     0.010514
Cluster91      COVAR   16333       16.406      0.02947       5.1943   0.00079476
Cluster92      COVAR   16333       22.379     0.035594       6.0344   0.00010464
Cluster93      COVAR   16333       21.432     0.032762       6.2164   0.00028362
Cluster94      COVAR   16333        21.84     0.033856       6.0281   0.00014612
Cluster95      COVAR   16333       5.4205     0.010367        4.853      0.13202
Cluster96      COVAR   16333       4.6582     0.010191       4.1847      0.13283
Cluster97      COVAR   16333       2.1138    0.0047606       3.9144       0.2946
Cluster98      COVAR   16333       18.779     0.032668       5.3622   0.00023152
Cluster99      COVAR   16333       14.725      0.02688       5.1999    0.0023175
