# TOTAL_GENES = 16076
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE        TYPE  NGENES         BETA     BETA_STD           SE            P
Cluster437     COVAR   16076     -0.14957   -0.0002581       4.4077      0.51353
Cluster438     COVAR   16076      -2.4628   -0.0041532       4.6044      0.70363
Cluster439     COVAR   16076     -0.88777   -0.0016223       4.2072      0.58356
Cluster44      COVAR   16076       1.2383    0.0043071       2.1014      0.27785
Cluster440     COVAR   16076      -4.3822   -0.0068347       5.0025      0.80948
Cluster441     COVAR   16076      -6.3628     -0.01009       4.9369      0.90126
Cluster442     COVAR   16076      -5.3552    -0.009097       4.6627      0.87461
Cluster443     COVAR   16076     -0.46038  -0.00085801       4.0606      0.54513
Cluster444     COVAR   16076     -0.61972   -0.0012221       3.8822      0.56341
Cluster445     COVAR   16076      0.31183   0.00080914       2.8804       0.4569
Cluster446     COVAR   16076      0.72044    0.0014994       3.7607      0.42404
Cluster447     COVAR   16076       0.3906   0.00076867       4.0011      0.46112
Cluster448     COVAR   16076     0.083038   0.00023631       2.6135      0.48733
Cluster449     COVAR   16076       -2.643   -0.0051194       4.0182      0.74465
Cluster45      COVAR   16076       1.8506    0.0069629        1.954       0.1718
Cluster450     COVAR   16076      -1.3964   -0.0029837       3.7268      0.64605
Cluster451     COVAR   16076       1.0546     0.002173       3.8402       0.3918
Cluster452     COVAR   16076     -0.05509  -0.00012377       3.3863      0.50649
Cluster453     COVAR   16076      0.59257    0.0012939       3.6053      0.43472
Cluster454     COVAR   16076      -1.7828   -0.0030921       4.5382      0.65277
Cluster455     COVAR   16076      -3.1325   -0.0062584       3.8208      0.79384
Cluster456     COVAR   16076     -0.38641  -0.00057465       5.1074      0.53015
Cluster457     COVAR   16076      0.16111   0.00028807       4.3035      0.48507
Cluster458     COVAR   16076     -0.66679   -0.0013774       3.7403      0.57074
Cluster459     COVAR   16076      -2.9741   -0.0054187       4.3307      0.75387
Cluster46      COVAR   16076       2.0463      0.00691       2.1874      0.17477
Cluster460     COVAR   16076      0.94716     0.005928       1.4761      0.26055
Cluster47      COVAR   16076       1.7934    0.0058294       2.2821      0.21598
Cluster48      COVAR   16076       1.6577    0.0066501       1.8544      0.18568
Cluster49      COVAR   16076       1.4552    0.0054503       1.9606      0.22898
Cluster5       COVAR   16076     -0.25435   -0.0019921      0.95161      0.60537
Cluster50      COVAR   16076      0.13478   0.00066449       1.5184      0.46463
Cluster51      COVAR   16076       3.9311     0.017861       1.7473     0.012238
Cluster52      COVAR   16076       5.2069     0.017762        2.246     0.010225
Cluster53      COVAR   16076       3.6419     0.012777       2.1774     0.047218
Cluster54      COVAR   16076       4.8104     0.014597       2.5309     0.028686
Cluster55      COVAR   16076        5.306     0.017626       2.3323      0.01146
Cluster56      COVAR   16076        7.958     0.021184       2.8735    0.0028111
Cluster57      COVAR   16076       5.3502      0.01648       2.4973     0.016091
Cluster58      COVAR   16076       4.3886     0.015842       2.1635     0.021267
Cluster59      COVAR   16076       4.5256     0.018677       1.8757    0.0079232
Cluster6       COVAR   16076    -0.033356  -0.00023293       1.0734      0.51239
Cluster60      COVAR   16076       5.2555     0.019255        2.111    0.0064005
Cluster61      COVAR   16076       2.0376    0.0082728       1.9355      0.14623
Cluster62      COVAR   16076       4.1422     0.015871       2.0338     0.020852
Cluster63      COVAR   16076       2.2757    0.0095514       1.8385      0.10791
Cluster64      COVAR   16076       1.6343     0.008078       1.5135      0.14012
Cluster65      COVAR   16076       3.5799     0.014637       1.8016     0.023466
Cluster66      COVAR   16076       2.1388     0.014422       1.0862     0.024484
Cluster67      COVAR   16076       2.4395     0.014041       1.2637     0.026785
Cluster68      COVAR   16076       1.1274    0.0084108      0.98399      0.12596
Cluster69      COVAR   16076       1.2502    0.0076356       1.1775      0.14418
Cluster7       COVAR   16076     -0.27161   -0.0019691       1.0144      0.60556
Cluster70      COVAR   16076       3.0713     0.015443       1.4202     0.015297
Cluster71      COVAR   16076       1.7282    0.0086845       1.4495      0.11658
Cluster72      COVAR   16076       3.4357     0.016196       1.5498     0.013322
Cluster73      COVAR   16076       2.7588     0.013561       1.4832     0.031451
Cluster74      COVAR   16076       3.4356     0.016352       1.5258      0.01218
Cluster75      COVAR   16076       2.3237    0.0084439       1.9926      0.12179
Cluster76      COVAR   16076       3.3051     0.014048       1.6802     0.024595
Cluster77      COVAR   16076       2.2637     0.010251        1.621     0.081296
Cluster78      COVAR   16076       2.6411     0.011726       1.6317     0.052777
Cluster79      COVAR   16076       2.7556     0.012229       1.6289     0.045368
Cluster8       COVAR   16076     -0.86132   -0.0056104       1.1497      0.77312
Cluster80      COVAR   16076       1.7519    0.0077185       1.6433      0.14319
Cluster81      COVAR   16076       3.9717     0.017221        1.685    0.0092176
Cluster82      COVAR   16076       1.3538    0.0071038       1.3961      0.16611
Cluster83      COVAR   16076      -3.4163   -0.0068638       3.6951      0.82239
Cluster84      COVAR   16076      -7.7237    -0.012894       4.6836      0.95042
Cluster85      COVAR   16076      -10.494    -0.017611       4.4232      0.99116
Cluster86      COVAR   16076       -2.967   -0.0049653        4.553      0.74269
Cluster87      COVAR   16076      -7.3379    -0.013902       4.1111      0.96285
Cluster88      COVAR   16076      -4.3152   -0.0070176       4.7538      0.81798
Cluster89      COVAR   16076       -1.321   -0.0022449       4.6238      0.61244
Cluster9       COVAR   16076     -0.25761   -0.0018475       1.0355      0.59823
Cluster90      COVAR   16076      -1.2687   -0.0021712       4.5605      0.60956
Cluster91      COVAR   16076      -6.8347    -0.012362       4.2284      0.94698
Cluster92      COVAR   16076      -5.0804   -0.0081368       4.9194      0.84912
Cluster93      COVAR   16076      -1.9296   -0.0029682       5.0776      0.64803
Cluster94      COVAR   16076      -2.6795   -0.0042316       5.0213       0.7032
Cluster95      COVAR   16076      -5.3821    -0.010409       4.0096      0.91024
Cluster96      COVAR   16076       -1.974   -0.0043503       3.3706      0.72095
Cluster97      COVAR   16076      -3.8247   -0.0086776       3.2451      0.88072
Cluster98      COVAR   16076      -3.9091   -0.0068622        4.622      0.80115
Cluster99      COVAR   16076      -3.2173    -0.005926       4.2805      0.77385
