trait_key,trait_display,trait_category,VARIABLE,cluster_id_numeric,cluster_name,supercluster,class_auto,neurotransmitter,top_regions,top_dissections,top_genes,NGENES,BETA,BETA_STD,SE,P,log10_neg_P,bonferroni_significant,rank_within_trait,independent,independent_rank,TYPE,bonf_significant,rank,Cluster ID
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster346,346,Splat_346,Splatter,NEUR,,"Medulla: 60.2%, Spinal cord: 39.4%, Pons: 0.3%",,,16231,15.339,0.044343,4.3496,0.00021127,3.675162167687157,False,92,False,,COVAR,False,92,346.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster179,179,CA13_179,Hippocampal CA1-3,NEUR,,"Hippocampus: 97.2%, Cerebral cortex: 2.8%, Amygdala: 0.0%",,,16231,27.386,0.04286,7.7846,0.00021827,3.6610059515551145,False,93,False,,COVAR,False,93,179.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster271,271,LLC_271,LAMP5-LHX6 and Chandelier,NEUR,,"Cerebral cortex: 63.9%, Amygdala: 16.6%, Hippocampus: 9.9%",,,16231,29.778,0.042553,8.4704,0.0002202,3.657182685364267,False,94,False,,COVAR,False,94,271.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster249,249,MGE_249,MGE interneuron,NEUR,,"Cerebral cortex: 61.8%, Hippocampus: 23.3%, Amygdala: 10.2%",,,16231,32.235,0.042391,9.1937,0.00022811,3.6418556754878253,False,95,False,,COVAR,False,95,249.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster401,401,Misc_401,Miscellaneous,NEUR,,"Hippocampus: 76.2%, Amygdala: 19.4%, Cerebral cortex: 4.4%",,,16231,17.69,0.040317,5.0518,0.00023191,3.6346805241037834,False,96,False,,COVAR,False,96,401.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster292,292,CGE_292,CGE interneuron,NEUR,,"Cerebral cortex: 86.1%, Hippocampus: 7.4%, Amygdala: 3.1%",,,16231,28.52,0.041846,8.1523,0.00023488,3.6291539617640236,False,97,False,,COVAR,False,97,292.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster456,456,Thex_456,Thalamic excitatory,NEUR,,"Thalamus: 99.8%, Hippocampus: 0.2%, Cerebral cortex: 0.0%",,,16231,27.492,0.040655,7.8779,0.00024258,3.615145008282682,False,98,False,,COVAR,False,98,456.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster429,429,Splat_429,Splatter,NEUR,,"Basal forebrain: 55.9%, Amygdala: 24.1%, Thalamus: 12.9%",,,16231,27.268,0.040885,7.893,0.00027635,3.558540531082206,False,99,False,,COVAR,False,99,429.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster224,224,EMSN_224,Eccentric medium spiny neuron,NEUR,,"Basal forebrain: 70.9%, Amygdala: 13.6%, Cerebral cortex: 8.2%",,,16231,29.159,0.041281,8.4665,0.00028755,3.5412866280662563,False,100,False,,COVAR,False,100,224.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster382,382,Splat_382,Splatter,NEUR,,"Amygdala: 32.1%, Hypothalamus: 30.4%, Basal forebrain: 21.9%",,,16231,22.743,0.039811,6.6186,0.00029586,3.5289137470852188,False,101,False,,COVAR,False,101,382.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster223,223,EMSN_223,Eccentric medium spiny neuron,NEUR,,"Basal forebrain: 74.1%, Amygdala: 12.2%, Thalamus: 9.6%",,,16231,22.407,0.039574,6.5438,0.00030944,3.5094235475970925,False,102,False,,COVAR,False,102,223.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster270,270,LLC_270,LAMP5-LHX6 and Chandelier,NEUR,,"Cerebral cortex: 86.2%, Hippocampus: 6.7%, Thalamus: 3.3%",,,16231,27.254,0.040994,8.0204,0.00034035,3.4680742450593827,False,103,False,,COVAR,False,103,270.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster364,364,Splat_364,Splatter,NEUR,,"Midbrain: 99.6%, Thalamus: 0.2%, Medulla: 0.1%",,,16231,24.443,0.04078,7.2046,0.00034723,3.4593827596717905,False,104,False,,COVAR,False,104,364.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster430,430,MSN_430,Medium spiny neuron,NEUR,,"Amygdala: 87.9%, Hypothalamus: 6.5%, Thalamus: 3.4%",,,16231,24.828,0.039836,7.3227,0.00034993,3.456018823233153,False,105,False,,COVAR,False,105,430.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster146,146,DLIT_146,Deep-layer intratelencephalic,NEUR,,"Amygdala: 65.4%, Cerebral cortex: 33.1%, Hypothalamus: 0.8%",,,16231,29.864,0.040807,8.8178,0.00035475,3.4500775958704883,False,106,False,,COVAR,False,106,146.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster138,138,ULIT_138,Upper-layer intratelencephalic,NEUR,,"Cerebral cortex: 96.4%, Basal forebrain: 1.2%, Hippocampus: 1.2%",,,16231,25.028,0.042194,7.4074,0.00036518,3.4374930157146446,False,107,False,,COVAR,False,107,138.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster371,371,Splat_371,Splatter,NEUR,,"Midbrain: 99.7%, Cerebellum: 0.3%, Cerebral cortex: 0.0%",,,16231,20.591,0.039499,6.1139,0.00037996,3.4202621209980437,False,108,False,,COVAR,False,108,371.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster264,264,LLC_264,LAMP5-LHX6 and Chandelier,,,"Cerebral cortex: 84.5%, Amygdala: 5.7%, Basal forebrain: 4.7%",,,16231,27.289,0.039963,8.1176,0.00038839,3.410731960537277,False,109,False,,COVAR,False,109,264.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster150,150,DLIT_150,Deep-layer intratelencephalic,NEUR,,"Cerebral cortex: 95.3%, Hippocampus: 2.2%, Basal forebrain: 1.3%",,,16231,19.208,0.039127,5.757,0.00042542,3.3711820967429684,False,110,False,,COVAR,False,110,150.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster423,423,Splat_423,Splatter,NEUR,,"Amygdala: 50.6%, Thalamus: 19.8%, Hypothalamus: 15.4%",,,16231,35.756,0.039728,10.723,0.00042848,3.368069444668085,False,111,False,,COVAR,False,111,423.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster363,363,Splat_363,Splatter,NEUR,,"Thalamus: 64.4%, Basal forebrain: 20.9%, Hypothalamus: 7.4%",,,16231,19.573,0.039754,5.8913,0.00044757,3.34913903132845,False,112,False,,COVAR,False,112,363.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster281,281,CGE_281,CGE interneuron,NEUR,,"Cerebral cortex: 70.5%, Amygdala: 13.0%, Hippocampus: 10.6%",,,16231,21.041,0.03873,6.3588,0.0004695,3.3283644033978703,False,113,False,,COVAR,False,113,281.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster269,269,LLC_269,LAMP5-LHX6 and Chandelier,NEUR,,"Cerebral cortex: 43.7%, Hippocampus: 25.7%, Amygdala: 22.8%",,,16231,30.244,0.039787,9.1614,0.00048277,3.316259725400007,False,114,False,,COVAR,False,114,269.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster421,421,Splat_421,Splatter,NEUR,,"Hypothalamus: 64.1%, Amygdala: 19.7%, Thalamus: 14.8%",,,16231,24.095,0.038202,7.3358,0.00051209,3.290653704906129,False,115,False,,COVAR,False,115,421.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster331,331,Mmb_331,Mammillary body,NEUR,,"Hypothalamus: 96.6%, Midbrain: 2.3%, Cerebral cortex: 1.1%",,,16231,20.543,0.036022,6.2594,0.00051702,3.286492656670783,False,116,False,,COVAR,False,116,331.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster266,266,LLC_266,LAMP5-LHX6 and Chandelier,NEUR,,"Amygdala: 42.8%, Hippocampus: 27.1%, Cerebral cortex: 25.1%",,,16231,26.268,0.038338,8.0097,0.00052135,3.282870622123071,False,117,False,,COVAR,False,117,266.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster162,162,Amex_162,Amygdala excitatory,NEUR,,"Amygdala: 84.9%, Hippocampus: 8.9%, Cerebral cortex: 6.2%",,,16231,23.996,0.038104,7.3247,0.00052784,3.2774977017987315,False,118,False,,COVAR,False,118,162.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster420,420,Splat_420,Splatter,NEUR,,"Thalamus: 46.3%, Hypothalamus: 26.8%, Amygdala: 24.7%",,,16231,23.321,0.036864,7.1245,0.00053281,3.27342763274154,False,119,False,,COVAR,False,119,420.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster244,244,MGE_244,MGE interneuron,NEUR,,"Cerebral cortex: 77.4%, Amygdala: 13.7%, Hippocampus: 6.5%",,,16231,25.958,0.038833,8.0077,0.00059577,3.2249213694702283,False,120,False,,COVAR,False,120,244.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster128,128,ULIT_128,Upper-layer intratelencephalic,NEUR,,"Cerebral cortex: 99.9%, Hypothalamus: 0.0%, Basal forebrain: 0.0%",,,16231,27.504,0.038597,8.5489,0.00064876,3.1879159348678052,False,121,False,,COVAR,False,121,128.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster219,219,MSN_219,Medium spiny neuron,NEUR,,"Amygdala: 33.2%, Basal forebrain: 32.8%, Hypothalamus: 18.6%",,,16231,22.817,0.038128,7.0924,0.0006493,3.187554597127244,False,122,False,,COVAR,False,122,219.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster411,411,Splat_411,Splatter,NEUR,,"Hypothalamus: 99.2%, Amygdala: 0.2%, Midbrain: 0.2%",,,16231,15.753,0.036965,4.9055,0.00066219,3.179017381991699,False,123,False,,COVAR,False,123,411.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster355,355,Splat_355,Splatter,NEUR,,"Midbrain: 87.7%, Pons: 9.3%, Thalamus: 2.4%",,,16231,31.06,0.037428,9.7643,0.00073572,3.1332874378251407,False,124,False,,COVAR,False,124,355.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster144,144,DLIT_144,Deep-layer intratelencephalic,NEUR,,"Cerebral cortex: 96.2%, Basal forebrain: 1.4%, Amygdala: 1.2%",,,16231,26.521,0.038237,8.3433,0.00074138,3.1299591339886716,False,125,False,,COVAR,False,125,144.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster91,91,DLNP_91,Deep-layer near-projecting,NEUR,,"Cerebral cortex: 89.4%, Basal forebrain: 4.7%, Hippocampus: 3.3%",,,16231,21.046,0.03786,6.6478,0.00077503,3.1106814864197636,False,126,False,,COVAR,False,126,91.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster265,265,LLC_265,LAMP5-LHX6 and Chandelier,NEUR,,"Cerebral cortex: 72.8%, Amygdala: 17.1%, Hippocampus: 5.1%",,,16231,24.632,0.038094,7.8277,0.00082728,3.0823474748804465,False,127,False,,COVAR,False,127,265.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster378,378,Splat_378,Splatter,NEUR,,"Amygdala: 29.4%, Basal forebrain: 25.2%, Hypothalamus: 22.3%",,,16231,21.779,0.036586,6.9295,0.00083851,3.07649175366741,False,128,False,,COVAR,False,128,378.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster109,109,DLCT6b_109,Deep-layer corticothalamic and 6b,NEUR,,"Cerebral cortex: 94.0%, Hippocampus: 3.3%, Basal forebrain: 1.8%",,,16231,27.632,0.037158,8.8268,0.00087465,3.058165699523274,False,129,False,,COVAR,False,129,109.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster277,277,CGE_277,CGE interneuron,NEUR,,"Cerebral cortex: 77.4%, Amygdala: 13.3%, Hippocampus: 6.1%",,,16231,23.633,0.03701,7.5654,0.00089471,3.0483177086044484,False,130,False,,COVAR,False,130,277.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster156,156,Amex_156,Amygdala excitatory,NEUR,,"Amygdala: 78.4%, Hippocampus: 19.2%, Cerebral cortex: 2.3%",,,16231,24.855,0.035776,7.9608,0.00089951,3.045994004168704,False,131,False,,COVAR,False,131,156.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster253,253,MGE_253,MGE interneuron,NEUR,,"Cerebral cortex: 81.1%, Amygdala: 8.4%, Basal forebrain: 6.1%",,,16231,24.977,0.037814,8.0065,0.00090775,3.04203374241507,False,132,False,,COVAR,False,132,253.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster393,393,Splat_393,Splatter,NEUR,,"Thalamus: 76.5%, Hypothalamus: 10.6%, Midbrain: 6.0%",,,16231,26.889,0.036452,8.7083,0.0010106,2.9954207060977884,False,133,False,,COVAR,False,133,393.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster154,154,Amex_154,Amygdala excitatory,NEUR,,"Amygdala: 87.5%, Cerebral cortex: 6.8%, Hippocampus: 5.7%",,,16231,21.367,0.037078,6.9884,0.0011183,2.9514416751015182,False,134,False,,COVAR,False,134,154.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster120,120,ULIT_120,Upper-layer intratelencephalic,NEUR,,"Cerebral cortex: 91.5%, Hypothalamus: 4.6%, Basal forebrain: 2.9%",,,16231,26.276,0.036307,8.7,0.0012653,2.897806491960256,False,135,False,,COVAR,False,135,120.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster309,309,URL_309,Upper rhombic lip,NEUR,,"Pons: 89.0%, Cerebellum: 8.6%, Medulla: 1.6%",,,16231,17.883,0.036183,5.9523,0.0013333,2.8750721208894667,False,136,False,,COVAR,False,136,309.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster379,379,Splat_379,Splatter,NEUR,,"Pons: 99.2%, Medulla: 0.8%, Cerebral cortex: 0.0%",,,16231,18.36,0.034145,6.1118,0.0013348,2.874583802017245,False,137,False,,COVAR,False,137,379.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster358,358,Splat_358,Splatter,NEUR,,"Midbrain: 91.5%, Thalamus: 7.8%, Pons: 0.4%",,,16231,25.548,0.034714,8.5684,0.0014362,2.842785077608849,False,138,False,,COVAR,False,138,358.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster135,135,ULIT_135,Upper-layer intratelencephalic,NEUR,,"Cerebral cortex: 95.4%, Basal forebrain: 2.7%, Hippocampus: 1.0%",,,16231,17.833,0.035723,6.0446,0.0015909,2.798357118161775,False,139,False,,COVAR,False,139,135.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster93,93,DLNP_93,Deep-layer near-projecting,NEUR,,"Cerebral cortex: 97.2%, Basal forebrain: 1.1%, Hypothalamus: 0.7%",,,16231,22.746,0.034792,7.7289,0.0016284,2.788238906292638,False,140,False,,COVAR,False,140,93.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster390,390,Splat_390,Splatter,NEUR,,"Thalamus: 81.4%, Amygdala: 5.6%, Pons: 5.3%",,,16231,25.213,0.034012,8.5846,0.0016601,2.7798657504297477,False,141,False,,COVAR,False,141,390.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster347,347,Splat_347,Splatter,NEUR,,"Medulla: 68.6%, Spinal cord: 29.3%, Pons: 0.9%",,,16231,18.239,0.036409,6.2279,0.001706,2.768020973168496,False,142,False,,COVAR,False,142,347.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster367,367,Splat_367,Splatter,NEUR,,"Midbrain: 96.9%, Thalamus: 2.6%, Pons: 0.3%",,,16231,27.652,0.034151,9.5187,0.0018394,2.7353238178511754,False,143,False,,COVAR,False,143,367.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster254,254,MGE_254,MGE interneuron,NEUR,,"Cerebral cortex: 77.9%, Hippocampus: 13.0%, Amygdala: 4.5%",,,16231,19.45,0.036606,6.7074,0.0018705,2.728042287465776,False,144,False,,COVAR,False,144,254.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster376,376,Splat_376,Splatter,NEUR,,"Hypothalamus: 51.0%, Midbrain: 37.9%, Thalamus: 6.6%",,,16231,22.62,0.034007,7.8087,0.0018888,2.7238140259293293,False,145,False,,COVAR,False,145,376.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster261,261,MGE_261,MGE interneuron,NEUR,,"Cerebral cortex: 95.5%, Hippocampus: 1.4%, Basal forebrain: 1.4%",,,16231,24.384,0.034357,8.4917,0.0020457,2.6891580548357044,False,146,False,,COVAR,False,146,261.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster198,198,CA4_198,Hippocampal CA4,NEUR,,"Hippocampus: 89.9%, Midbrain: 10.1%, Cerebral cortex: 0.0%",,,16231,17.728,0.033749,6.18,0.0020652,2.685037883624815,False,147,False,,COVAR,False,147,198.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster276,276,CGE_276,CGE interneuron,NEUR,,"Hippocampus: 73.7%, Amygdala: 13.0%, Cerebral cortex: 10.8%",,,16231,21.681,0.033051,7.5701,0.0020952,2.678774514582824,False,148,False,,COVAR,False,148,276.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster369,369,Splat_369,Splatter,NEUR,,"Midbrain: 96.5%, Thalamus: 2.3%, Pons: 0.6%",,,16231,25.093,0.034432,8.8528,0.002299,2.638461028730721,False,149,False,,COVAR,False,149,369.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster108,108,DLCT6b_108,Deep-layer corticothalamic and 6b,NEUR,,"Cerebral cortex: 89.4%, Hippocampus: 6.0%, Basal forebrain: 2.1%",,,16231,26.591,0.034097,9.3896,0.0023173,2.6350177383677384,False,150,False,,COVAR,False,150,108.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster329,329,Mmb_329,Mammillary body,NEUR,,"Hypothalamus: 99.7%, Midbrain: 0.3%, Thalamus: 0.1%",,,16231,22.174,0.033772,7.8345,0.0023293,2.6327745733141694,False,151,False,,COVAR,False,151,329.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster220,220,MSN_220,Medium spiny neuron,NEUR,,"Amygdala: 91.6%, Thalamus: 8.4%, Cerebral cortex: 0.0%",,,16231,21.598,0.033007,7.6878,0.0024858,2.6045338163180625,False,152,False,,COVAR,False,152,220.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster399,399,Splat_399,Splatter,NEUR,,"Medulla: 99.3%, Pons: 0.5%, Cerebral cortex: 0.1%",,,16231,9.6111,0.031391,3.4248,0.0025092,2.600464721134703,False,153,False,,COVAR,False,153,399.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster387,387,Splat_387,Splatter,NEUR,,"Pons: 89.9%, Midbrain: 8.9%, Medulla: 0.7%",,,16231,18.68,0.035114,6.6595,0.0025193,2.598720113332832,False,154,False,,COVAR,False,154,387.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster391,391,Splat_391,Splatter,NEUR,,"Hypothalamus: 92.3%, Thalamus: 3.3%, Midbrain: 2.8%",,,16231,18.107,0.031511,6.4606,0.0025377,2.5955597203206815,False,155,False,,COVAR,False,155,391.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster147,147,DLIT_147,Deep-layer intratelencephalic,NEUR,,"Cerebral cortex: 65.1%, Amygdala: 19.4%, Basal forebrain: 11.8%",,,16231,25.918,0.032959,9.3602,0.0028162,2.5503365058466696,False,156,False,,COVAR,False,156,147.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster238,238,Splat_238,Splatter,NEUR,,"Basal forebrain: 57.1%, Amygdala: 27.7%, Cerebral cortex: 6.8%",,,16231,23.244,0.033084,8.4538,0.002988,2.524619406856639,False,157,False,,COVAR,False,157,238.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster263,263,MGE_263,MGE interneuron,NEUR,,"Cerebral cortex: 98.5%, Basal forebrain: 0.6%, Hippocampus: 0.4%",,,16231,23.023,0.032877,8.4037,0.0030802,2.511421083474748,False,158,False,,COVAR,False,158,263.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster312,312,URL_312,Upper rhombic lip,NEUR,,"Medulla: 61.0%, Pons: 34.8%, Cerebellum: 3.6%",,,16231,10.6,0.035042,3.904,0.0033166,2.4793069035989967,False,159,False,,COVAR,False,159,312.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster407,407,Amex_407,Amygdala excitatory,NEUR,,"Amygdala: 72.6%, Cerebral cortex: 23.5%, Hippocampus: 2.7%",,,16231,24.894,0.031664,9.2263,0.0034912,2.457025271091752,False,160,False,,COVAR,False,160,407.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster374,374,Splat_374,Splatter,NEUR,,"Pons: 77.9%, Midbrain: 19.6%, Medulla: 2.0%",,,16231,18.508,0.031096,6.9535,0.003892,2.4098271684036856,False,161,False,,COVAR,False,161,374.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster237,237,Splat_237,Splatter,NEUR,,"Amygdala: 57.4%, Cerebral cortex: 20.2%, Basal forebrain: 8.4%",,,16231,25.655,0.032347,9.6434,0.0039082,2.408023219601713,False,162,False,,COVAR,False,162,237.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster92,92,DLNP_92,Deep-layer near-projecting,NEUR,,"Cerebral cortex: 94.7%, Hippocampus: 2.5%, Basal forebrain: 2.2%",,,16231,20.033,0.031834,7.5406,0.0039508,2.403314954903433,False,163,False,,COVAR,False,163,92.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster131,131,ULIT_131,Upper-layer intratelencephalic,NEUR,,"Cerebral cortex: 99.9%, Hypothalamus: 0.0%, Basal forebrain: 0.0%",,,16231,22.351,0.031112,8.5104,0.0043204,2.3644760425946325,False,164,False,,COVAR,False,164,131.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster375,375,Splat_375,Splatter,NEUR,,"Thalamus: 94.3%, Midbrain: 5.4%, Pons: 0.1%",,,16231,16.474,0.030098,6.2966,0.0044498,2.3516595083108265,False,165,False,,COVAR,False,165,375.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster440,440,Midi_440,Midbrain-derived inhibitory,NEUR,,"Thalamus: 87.1%, Midbrain: 10.2%, Pons: 1.9%",,,16231,20.134,0.031272,7.7176,0.0045474,2.3422368425505056,False,166,False,,COVAR,False,166,440.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster408,408,Amex_408,Amygdala excitatory,NEUR,,"Cerebral cortex: 82.2%, Amygdala: 13.3%, Hypothalamus: 4.4%",,,16231,9.8664,0.029309,3.7891,0.0046142,2.335903585147841,False,167,False,,COVAR,False,167,408.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster129,129,ULIT_129,Upper-layer intratelencephalic,NEUR,,"Cerebral cortex: 99.1%, Hippocampus: 0.4%, Basal forebrain: 0.4%",,,16231,21.96,0.03087,8.4929,0.0048654,2.3128814491979686,False,168,False,,COVAR,False,168,129.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster134,134,ULIT_134,Upper-layer intratelencephalic,NEUR,,"Cerebral cortex: 99.3%, Hippocampus: 0.5%, Basal forebrain: 0.2%",,,16231,19.875,0.03087,7.6882,0.0048727,2.3122303262249546,False,169,False,,COVAR,False,169,134.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster282,282,CGE_282,CGE interneuron,NEUR,,"Cerebral cortex: 82.6%, Hippocampus: 11.9%, Amygdala: 2.2%",,,16231,15.571,0.030215,6.0263,0.0048922,2.3104957967050694,False,170,False,,COVAR,False,170,282.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster334,334,Splat_334,Splatter,NEUR,,"Thalamus: 91.7%, Midbrain: 8.2%, Pons: 0.1%",,,16231,9.4976,0.030846,3.6944,0.0050787,2.2942474402906337,False,171,False,,COVAR,False,171,334.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster344,344,Splat_344,Splatter,CHRP NEUR,,"Medulla: 61.0%, Spinal cord: 21.9%, Pons: 14.9%",,,16231,14.86,0.030589,5.7858,0.0051148,2.2911713434952317,False,172,False,,COVAR,False,172,344.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster130,130,ULIT_130,Upper-layer intratelencephalic,NEUR,,"Cerebral cortex: 97.8%, Amygdala: 0.7%, Basal forebrain: 0.7%",,,16231,22.997,0.030459,8.9733,0.005197,2.2842472831771405,False,173,False,,COVAR,False,173,130.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster90,90,DLNP_90,Deep-layer near-projecting,NEUR,,"Cerebral cortex: 95.7%, Basal forebrain: 3.4%, Hypothalamus: 0.6%",,,16231,17.903,0.030436,7.0109,0.0053372,2.2726865226472395,False,174,False,,COVAR,False,174,90.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster167,167,Misc_167,Miscellaneous,NEUR,,"Hippocampus: 76.8%, Cerebral cortex: 14.3%, Midbrain: 8.2%",,,16231,18.31,0.029561,7.353,0.0063914,2.1944040016727455,False,175,False,,COVAR,False,175,167.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster94,94,DLNP_94,Deep-layer near-projecting,NEUR,,"Cerebral cortex: 94.1%, Hippocampus: 2.6%, Amygdala: 2.0%",,,16231,19.072,0.02957,7.6785,0.0065069,2.1866258675833268,False,176,False,,COVAR,False,176,94.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster438,438,Midi_438,Midbrain-derived inhibitory,NEUR,,"Midbrain: 44.9%, Thalamus: 38.0%, Hypothalamus: 8.8%",,,16231,18.139,0.030498,7.3124,0.0065656,2.18272557958481,False,177,False,,COVAR,False,177,438.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster304,304,CBI_304,Cerebellar inhibitory,,,"Cerebellum: 95.5%, Pons: 2.4%, Medulla: 1.8%",,,16231,11.681,0.028244,4.7203,0.0066748,2.175561742727082,False,178,False,,COVAR,False,178,304.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster151,151,DLIT_151,Deep-layer intratelencephalic,NEUR,,"Cerebral cortex: 44.8%, Amygdala: 33.6%, Basal forebrain: 21.4%",,,16231,15.146,0.028916,6.1545,0.0069363,2.1588721315746664,False,179,False,,COVAR,False,179,151.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster267,267,LLC_267,LAMP5-LHX6 and Chandelier,NEUR,,"Hippocampus: 80.6%, Cerebral cortex: 13.8%, Amygdala: 1.9%",,,16231,20.873,0.030037,8.4855,0.0069577,2.1575343009625887,False,180,False,,COVAR,False,180,267.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster444,444,Midi_444,Midbrain-derived inhibitory,NEUR,,"Thalamus: 83.2%, Midbrain: 14.0%, Pons: 1.9%",,,16231,14.771,0.029044,6.0057,0.0069624,2.15724102948573,False,181,False,,COVAR,False,181,444.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster163,163,CA13_163,Hippocampal CA1-3,NEUR,,"Amygdala: 93.5%, Hippocampus: 5.9%, Hypothalamus: 0.4%",,,16231,14.944,0.027927,6.1379,0.0074604,2.1272378865842194,False,182,False,,COVAR,False,182,163.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster356,356,Splat_356,Splatter,NEUR,,"Midbrain: 67.5%, Pons: 20.1%, Thalamus: 9.5%",,,16231,22.296,0.02893,9.2262,0.0078399,2.1056894768213223,False,183,False,,COVAR,False,183,356.0
bmi_yengo2018,BMI,metabolic / brain-direct,Cluster383,383,Splat_383,Splatter,NEUR,,"Hypothalamus: 68.0%, Midbrain: 24.6%, Thalamus: 6.6%",,,16231,14.875,0.027322,6.1637,0.00791,2.1018235165023236,False,184,False,,COVAR,False,184,383.0
