trait_key,trait_display,trait_category,VARIABLE,cluster_id_numeric,cluster_name,supercluster,class_auto,neurotransmitter,top_regions,top_dissections,top_genes,NGENES,BETA,BETA_STD,SE,P,log10_neg_P,bonferroni_significant,rank_within_trait,independent,independent_rank,cluster_id,n_cells
chronotype_loh2018_ukb,Chronotype,sleep / brain-direct,Cluster430,430,MSN_430,Medium spiny neuron,NEUR,GABA,"Amygdala: 87.9%, Hypothalamus: 6.5%, Thalamus: 3.4%","Human CEN: 41.5%, Human BM: 23.7%, Human BNST: 19.7%","FREM2, IQGAP2, P2RY1, PENK, TRHR, GABRG1, ANKRD34B, TMEM215, LINC01305, FREM2-AS1",16361,20.506,0.032827,5.4417,8.2522e-05,4.083430255027071,True,43,False,,430,2057.0
chronotype_loh2018_ukb,Chronotype,sleep / brain-direct,Cluster284,284,CGE_284,CGE interneuron,NEUR,GABA,"Cerebral cortex: 74.7%, Amygdala: 9.9%, Hippocampus: 9.3%","Human M1C: 5.9%, Human MEC: 5.8%, Human MTG: 4.9%","AC011990.1, PCDH18, CXCL14, LINC01931, KMO, PTGFR, LINC02397, AL136114.1, LINC02144, VIP",16361,23.611,0.034348,6.2669,8.2778e-05,4.08208507080137,True,44,False,,284,9109.0
chronotype_loh2018_ukb,Chronotype,sleep / brain-direct,Cluster122,122,ULIT_122,Upper-layer intratelencephalic,NEUR,VGLUT1 VGLUT2,"Cerebral cortex: 93.9%, Basal forebrain: 2.6%, Hippocampus: 1.7%","Human MTG: 13.0%, Human Ig: 10.2%, Human TF: 8.4%","LINC01500, CASP4LP, LINC01484, AC097512.1, PDGFD, ART3, MUC19, AC093607.1, AC021613.1, AL353604.1",16361,25.137,0.033937,6.6746,8.3277e-05,4.0794749283932115,True,45,False,,122,29434.0
chronotype_loh2018_ukb,Chronotype,sleep / brain-direct,Cluster221,221,MSN_221,Medium spiny neuron,NEUR,GABA,"Basal forebrain: 78.8%, Amygdala: 9.0%, Cerebral cortex: 6.5%","Human SI: 19.8%, Human Pu: 16.4%, Human NAC: 15.6%","AC048352.1, GPR6, LINC01305, DRD2, AC005482.1, RDH10, SIX3, LOXHD1, AC023905.1, AL392086.1",16361,16.805,0.031012,4.4758,8.717e-05,4.059632954014335,True,46,False,,221,2571.0
chronotype_loh2018_ukb,Chronotype,sleep / brain-direct,Cluster232,232,EMSN_232,Eccentric medium spiny neuron,NEUR,GABA,"Basal forebrain: 32.8%, Amygdala: 30.3%, Hypothalamus: 20.9%","Human SI: 25.7%, Human HTHpo: 17.0%, Human BNST: 16.4%","ZNF736P9Y, CAPSL, GABRQ, LMNTD1, EYA2, NPFFR2, OTOF, PCDH11Y, RD3, LINC01550",16361,24.212,0.032931,6.5181,0.00010218,3.990634101653755,True,47,False,,232,3682.0
chronotype_loh2018_ukb,Chronotype,sleep / brain-direct,Cluster230,230,EMSN_230,Eccentric medium spiny neuron,NEUR,GABA,"Amygdala: 41.5%, Basal forebrain: 26.8%, Cerebral cortex: 15.8%","Human SI: 21.0%, Human BNST: 15.9%, Human CMN: 12.9%","EYA2, NPFFR2, CAPSL, ZNF736P9Y, PRSS35, LINC00354, PCDH11Y, AL359649.1, ITGA6, ISM2",16361,20.922,0.031351,5.6427,0.00010493,3.9791003271374636,True,48,False,,230,3123.0
chronotype_loh2018_ukb,Chronotype,sleep / brain-direct,Cluster457,457,Thex_457,Thalamic excitatory,NEUR,VGLUT2,"Thalamus: 98.3%, Amygdala: 1.4%, Cerebral cortex: 0.3%","Human ANC: 93.9%, Human ETH: 1.7%, Human BNST: 1.4%","LINC01036, SPTLC3, AC105213.1, SHOX2, LINC00922, NTS, TGFBI, AC082650.2, AC068989.1, LHX9",16361,17.775,0.03171,4.838,0.00011984,3.921398199644609,False,49,False,,457,296.0
chronotype_loh2018_ukb,Chronotype,sleep / brain-direct,Cluster285,285,CGE_285,CGE interneuron,NEUR,GABA,"Cerebral cortex: 62.9%, Hippocampus: 22.3%, Amygdala: 9.5%","Human M1C: 7.7%, Human CA1C-CA3C: 5.2%, Human MEC: 4.2%","PTGFR, PENK, PCDH18, LINC01497, NR2E1, OSTM1-AS1, VIP, CXCL14, AC008798.3, HTR3A",16361,22.329,0.032176,6.0792,0.00012033,3.9196260832986907,False,50,False,,285,4688.0
chronotype_loh2018_ukb,Chronotype,sleep / brain-direct,Cluster218,218,MSN_218,Medium spiny neuron,NEUR,,"Basal forebrain: 50.9%, Amygdala: 22.3%, Hypothalamus: 18.5%","Human SI: 38.1%, Human BNST: 19.5%, Human HTHpo: 16.2%","AC093515.1, AC079052.1, AC022433.1, ISL1, AC010478.1, DRD3, RXFP2, GDNF-AS1, AC006972.1, COL1A1",16361,20.425,0.03212,5.5672,0.00012231,3.9125380338281808,False,51,False,,218,6712.0
chronotype_loh2018_ukb,Chronotype,sleep / brain-direct,Cluster220,220,MSN_220,Medium spiny neuron,NEUR,GABA,"Amygdala: 91.6%, Thalamus: 8.4%, Cerebral cortex: 0.0%","Human CEN: 87.5%, Human VA: 6.4%, Human La: 2.6%","FAM9B, ISL1, AC010478.1, PTGDR, NPNT, EBF1, DRD1, MYO3A, LPL, GDNF-AS1",16361,20.771,0.03181,5.6766,0.00012706,3.895991149000757,False,52,False,,220,391.0
