trait_key,trait_display,trait_category,VARIABLE,cluster_id_numeric,cluster_name,supercluster,class_auto,neurotransmitter,top_regions,top_dissections,top_genes,NGENES,BETA,BETA_STD,SE,P,log10_neg_P,bonferroni_significant,rank_within_trait,independent,independent_rank,cluster_id,n_cells
ibs_eijsbouts2021,IBS,gastrointestinal / body-mediated,Cluster259,259,MGE_259,MGE interneuron,NEUR,GABA,"Cerebral cortex: 89.3%, Amygdala: 3.4%, Hippocampus: 3.3%","Human MTG: 6.4%, Human M1C: 6.3%, Human A43: 4.0%","RGS5, AC022905.1, MYO5B, AL136114.1, TCIM, KCNS3, AC011586.2, MAFB, LHX6, CRHBP",16365,12.357,0.01628,5.6956,0.015026,1.8231566154962613,False,33,,,259,17841.0
ibs_eijsbouts2021,IBS,gastrointestinal / body-mediated,Cluster217,217,MSN_217,Medium spiny neuron,NEUR,GABA,"Amygdala: 69.5%, Basal forebrain: 15.7%, Hypothalamus: 7.4%","Human CEN: 36.4%, Human BNST: 21.2%, Human SI: 12.3%","DCDC2C, PENK, AC015631.1, SIX3, P2RY1, LINC02462, LINC01305, CALCR, CACNG5, LINC01833",16365,13.305,0.015959,6.1407,0.015137,1.8199601890728239,False,34,,,217,7260.0
ibs_eijsbouts2021,IBS,gastrointestinal / body-mediated,Cluster288,288,CGE_288,CGE interneuron,NEUR,GABA,"Cerebral cortex: 70.6%, Amygdala: 13.7%, Hippocampus: 6.3%","Human M1C: 7.3%, Human MTG: 5.0%, Human MEC: 4.7%","HAPLN1, AC137770.1, LINC00298, AC132803.1, KIT, PKP2, EYA4, ROR2, NXPH2, GRPR",16365,11.482,0.016181,5.318,0.015428,1.8116903698059956,False,35,,,288,24831.0
ibs_eijsbouts2021,IBS,gastrointestinal / body-mediated,Cluster405,405,Amex_405,Amygdala excitatory,NEUR,VGLUT1 VGLUT2,"Cerebral cortex: 41.9%, Hypothalamus: 27.8%, Amygdala: 27.3%","Human AON: 31.1%, Human HTHso: 26.6%, Human CoA: 12.2%","ROR2, TACR3, AC022523.1, AC020704.1, WDR86, AC025470.2, AL136119.1, NFIA-AS2, RXFP2, AC087516.2",16365,12.478,0.015407,5.8314,0.016195,1.7906190476538042,False,36,,,405,6125.0
ibs_eijsbouts2021,IBS,gastrointestinal / body-mediated,Cluster89,89,DLNP_89,Deep-layer near-projecting,NEUR,VGLUT1 VGLUT2,"Cerebral cortex: 98.1%, Basal forebrain: 1.6%, Amygdala: 0.1%","Human M1C: 40.1%, Human FI: 8.0%, Human S1C: 7.7%","AC244502.1, NPSR1-AS1, IFNG-AS1, LINC02218, CD200R1L, CCDC80, LINC02042, CD36, AL161782.1, AC074139.1",16365,9.0638,0.015326,4.2823,0.017158,1.7655333365097383,False,37,,,89,1405.0
ibs_eijsbouts2021,IBS,gastrointestinal / body-mediated,Cluster231,231,EMSN_231,Eccentric medium spiny neuron,NEUR,GABA,"Amygdala: 60.2%, Basal forebrain: 16.4%, Cerebral cortex: 13.7%","Human CMN: 15.9%, Human CEN: 12.8%, Human SI: 11.6%","LMNTD1, NPFFR2, AC012078.2, ZNF736P9Y, GABRQ, EYA2, PCDH11Y, CAPSL, DRAXIN, ITGA6",16365,11.647,0.015522,5.5684,0.018249,1.7387609288174142,False,38,,,231,2372.0
ibs_eijsbouts2021,IBS,gastrointestinal / body-mediated,Cluster253,253,MGE_253,MGE interneuron,NEUR,GABA,"Cerebral cortex: 81.1%, Amygdala: 8.4%, Basal forebrain: 6.1%","Human M1C: 8.3%, Human FI: 6.3%, Human MTG: 5.3%","LINC00943, SCARA5, AC092353.2, AL450345.2, SST, LHX6, PAWR, TH, TLL2, NMU",16365,10.204,0.015483,4.8911,0.018492,1.7330161152339558,False,39,,,253,5703.0
ibs_eijsbouts2021,IBS,gastrointestinal / body-mediated,Cluster233,233,EMSN_233,Eccentric medium spiny neuron,NEUR,GABA,"Amygdala: 73.7%, Thalamus: 9.5%, Hypothalamus: 5.8%","Human La: 23.4%, Human CEN: 17.3%, Human BNST: 12.8%","ZNF736P9Y, NPFFR2, GABRQ, NMBR, LMNTD1, PRSS35, FRMD7, PCDH11Y, CAPSL, LINC00354",16365,11.567,0.015464,5.5812,0.019118,1.7185575427291273,False,40,,,233,3128.0
ibs_eijsbouts2021,IBS,gastrointestinal / body-mediated,Cluster332,332,Mmb_332,Mammillary body,NEUR,VGLUT2,"Hypothalamus: 99.9%, Thalamus: 0.1%, Cerebral cortex: 0.0%","Human MN: 44.7%, Human HTHma: 37.0%, Human HTHtub: 9.6%","SIM1, FOXB1, PITX2, LHX1-DT, FRMPD2, LHX1, ANXA3, AC012501.2, AC083837.1, AL691420.1",16365,9.2721,0.014945,4.4885,0.019436,1.7113931096090313,False,41,,,332,1061.0
ibs_eijsbouts2021,IBS,gastrointestinal / body-mediated,Cluster83,83,DLNP_83,Deep-layer near-projecting,NEUR,VGLUT1,"Cerebral cortex: 92.0%, Basal forebrain: 3.2%, Hypothalamus: 1.9%","Human M1C: 22.3%, Human S1C: 5.3%, Human MTG: 4.6%","AC022535.1, AL359313.1, AC044893.1, ERG, AL353072.2, MYH4, AC005909.2, NPSR1-AS1, ABCC9, LPO",16365,7.3267,0.014631,3.552,0.01958,1.708187312532881,False,42,,,83,476.0
ibs_eijsbouts2021,IBS,gastrointestinal / body-mediated,Cluster156,156,Amex_156,Amygdala excitatory,NEUR,VGLUT1 VGLUT2,"Amygdala: 78.4%, Hippocampus: 19.2%, Cerebral cortex: 2.3%","Human CMN: 38.0%, Human BL: 24.7%, Human CA1U-CA2U-CA3U: 16.5%","CAPN8, TACR3, TG, AC099565.1, CERS3-AS1, TRHR, AL392086.3, AL136985.3, AL136441.1, DSP",16365,9.4269,0.014432,4.642,0.021149,1.6747101627924488,False,43,,,156,5433.0
ibs_eijsbouts2021,IBS,gastrointestinal / body-mediated,Cluster241,241,MGE_241,MGE interneuron,NEUR,GABA,"Cerebral cortex: 90.2%, Basal forebrain: 3.5%, Hippocampus: 2.5%","Human MTG: 6.3%, Human M1C: 5.3%, Human A43: 5.1%","AC011586.2, MSR1, AC022905.1, AC113347.4, MCOLN2, AC011586.1, CMTM8, MYO5B, AL355672.1, SLC27A6",16365,10.059,0.014824,4.9679,0.021455,1.6684714811313093,False,44,,,241,5583.0
ibs_eijsbouts2021,IBS,gastrointestinal / body-mediated,Cluster177,177,Misc_177,Miscellaneous,NEUR,VGLUT1 VGLUT2,"Hippocampus: 68.2%, Midbrain: 20.5%, Cerebral cortex: 10.8%","Human Sub: 39.5%, Human CA1-2R: 23.8%, Human SC: 20.4%","AC008662.1, AC097528.1, LINC01339, COBLL1, AC018680.1, VIPR2, AC091096.1, LINC01524, LINC02143, AL109930.1",16365,10.193,0.014274,5.1409,0.02371,1.6250684460218119,False,45,,,177,3941.0
ibs_eijsbouts2021,IBS,gastrointestinal / body-mediated,Cluster445,445,Thex_445,Thalamic excitatory,,VGLUT2,"Thalamus: 99.3%, Hippocampus: 0.7%, Cerebral cortex: 0.0%","Human LG: 98.5%, Human MG: 0.7%, Human DGR-CA4Rpy: 0.7%","LINC01491, AL355612.1, DCDC2C, AC092078.3, LCP1, SHOX2, CHRNA2, FZD10-AS1, VEGFC, DEFB1",16365,4.9359,0.013665,2.5044,0.024378,1.6130019272899447,False,46,,,445,134.0
ibs_eijsbouts2021,IBS,gastrointestinal / body-mediated,Cluster257,257,MGE_257,MGE interneuron,NEUR,GABA,"Cerebral cortex: 73.5%, Hippocampus: 19.7%, Amygdala: 3.5%","Human M1C: 9.5%, Human MTG: 5.2%, Human CA1U-CA2U-CA3U: 4.6%","MEPE, WNT16, MTND6P22, RGS5, HGF, RNF144B, AC006974.2, AC006364.1, LHX6, CPED1",16365,10.888,0.014594,5.5813,0.025555,1.5925241147087443,False,47,,,257,12242.0
ibs_eijsbouts2021,IBS,gastrointestinal / body-mediated,Cluster273,273,LLC_273,LAMP5-LHX6 and Chandelier,NEUR,GABA,"Amygdala: 44.9%, Cerebral cortex: 33.4%, Hippocampus: 7.3%","Human BL: 11.5%, Human CEN: 9.9%, Human CMN: 9.0%","LINC01344, SFRP1, HAPLN1, CHRDL1, EYA4, ANO1, ADGRG6, TMEM255A, MYB, CHST9",16365,10.925,0.014602,5.6583,0.026765,1.5724327522805495,False,48,,,273,3254.0
ibs_eijsbouts2021,IBS,gastrointestinal / body-mediated,Cluster170,170,Misc_170,Miscellaneous,NEUR,VGLUT1 VGLUT2,"Hippocampus: 68.6%, Hypothalamus: 21.7%, Cerebral cortex: 6.4%","Human CA1: 57.7%, Human HTHtub: 21.5%, Human CA1U-CA2U-CA3U: 9.3%","LINC02752, POSTN, DCN, ITPRID1, LINC02309, LINC02316, AC124290.1, GRB14, IFNG-AS1, MAFA",16365,9.0379,0.013957,4.7807,0.029356,1.532303120972409,False,49,,,170,503.0
