# TOTAL_GENES = 16231
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE        TYPE  MODEL  NGENES         BETA     BETA_STD           SE            P
Cluster288     COVAR   1313   16231       43.693     0.061406       8.8325   3.8208e-07
Cluster230     COVAR   1314   16231       33.831     0.050799       8.1095   1.5216e-05
Cluster289     COVAR   1314   16231       20.944     0.036562       6.6738   0.00085186
Cluster230     COVAR   1315   16231       33.422     0.050186       8.1026   1.8668e-05
Cluster290     COVAR   1315   16231       27.536     0.043161       7.5543   0.00013422
Cluster230     COVAR   1316   16231       34.029     0.051097       8.0968   1.3275e-05
Cluster291     COVAR   1316   16231       26.747     0.038093       8.2666   0.00060875
Cluster230     COVAR   1317   16231        32.18     0.048321       8.1143   3.6773e-05
Cluster293     COVAR   1317   16231       32.603      0.05239       7.4153   5.5433e-06
Cluster230     COVAR   1318   16231       30.792     0.046236       8.1647   8.1567e-05
Cluster294     COVAR   1318   16231       38.199     0.053144       8.6498   5.0673e-06
Cluster230     COVAR   1319   16231       33.218      0.04988        8.098   2.0608e-05
Cluster295     COVAR   1319   16231       26.926     0.046799       6.8302   4.0602e-05
Cluster230     COVAR   1320   16231       32.352     0.048578       8.1253   3.4421e-05
Cluster296     COVAR   1320   16231       30.459     0.047246        7.576   2.9212e-05
Cluster230     COVAR   1321   16231       36.035     0.054109       8.0357   3.6895e-06
Cluster305     COVAR   1321   16231       18.766     0.046781       4.4689    1.348e-05
Cluster230     COVAR   1322   16231       35.846     0.053825       8.0428    4.194e-06
Cluster306     COVAR   1322   16231         18.6     0.039802       5.3184   0.00023578
Cluster230     COVAR   1323   16231       35.501     0.053307       8.0494   5.2024e-06
Cluster307     COVAR   1323   16231       19.758     0.039974       5.7521   0.00029732
Cluster230     COVAR   1324   16231       35.798     0.053753       8.0434     4.32e-06
Cluster311     COVAR   1324   16231       14.568     0.043386       4.1542   0.00022755
Cluster230     COVAR   1325   16231       34.342     0.051567       8.0826   1.0821e-05
Cluster328     COVAR   1325   16231       22.547     0.038311       6.8118   0.00046776
Cluster230     COVAR   1326   16231       33.149     0.049775        8.129    2.287e-05
Cluster332     COVAR   1326   16231       25.248     0.040553        7.558   0.00041921
Cluster230     COVAR   1327   16231        34.59     0.051939       8.0679   9.1087e-06
Cluster359     COVAR   1327   16231       25.981     0.042563       7.2626   0.00017423
Cluster230     COVAR   1328   16231       33.579      0.05042        8.106   1.7297e-05
Cluster360     COVAR   1328   16231       25.532     0.042181       7.4465   0.00030425
Cluster230     COVAR   1329   16231       34.159     0.051292       8.0852   1.2039e-05
Cluster370     COVAR   1329   16231       28.882     0.040151       8.4497   0.00031631
Cluster230     COVAR   1330   16231       34.293     0.051493       8.0867   1.1227e-05
Cluster377     COVAR   1330   16231       22.629     0.036971       6.9833   0.00059844
Cluster230     COVAR   1331   16231       32.338     0.048557       8.1368   3.5504e-05
Cluster386     COVAR   1331   16231       23.458     0.042979       6.1483   6.8305e-05
Cluster230     COVAR   1332   16231       34.201     0.051354       8.0857   1.1783e-05
Cluster388     COVAR   1332   16231       20.162     0.039468       5.9981   0.00038896
Cluster230     COVAR   1333   16231       31.431     0.047195       8.1372    5.639e-05
Cluster389     COVAR   1333   16231       36.459     0.053662       8.1693   4.0792e-06
Cluster230     COVAR   1334   16231       33.224     0.049888       8.0915   2.0256e-05
Cluster396     COVAR   1334   16231       28.148     0.048845       6.8209   1.8516e-05
Cluster230     COVAR   1335   16231       31.312     0.047017       8.3774   9.3284e-05
Cluster403     COVAR   1335   16231       16.721     0.030431       6.5963    0.0056306
Cluster230     COVAR   1336   16231       34.306     0.051513        8.077   1.0895e-05
Cluster404     COVAR   1336   16231       34.693     0.040059       9.8185   0.00020583
Cluster230     COVAR   1337   16231       30.375      0.04561       8.3101   0.00012903
Cluster405     COVAR   1337   16231       33.341     0.040059       10.213   0.00054981
Cluster230     COVAR   1338   16231       35.979     0.054025       8.0376   3.8301e-06
Cluster410     COVAR   1338   16231       18.998     0.043815       4.7863   3.6243e-05
Cluster230     COVAR   1339   16231       34.327     0.051545        8.085   1.0969e-05
Cluster415     COVAR   1339   16231       22.071     0.036579       6.7782   0.00056609
Cluster230     COVAR   1340   16231       33.721     0.050634       8.0983   1.5747e-05
Cluster416     COVAR   1340   16231       23.385     0.042332        6.717   0.00025021
Cluster230     COVAR   1341   16231       32.685     0.049079       8.1909   3.3171e-05
Cluster417     COVAR   1341   16231       22.058     0.034649       7.6008    0.0018571
Cluster230     COVAR   1342   16231       31.394     0.047139       8.2454   7.0567e-05
Cluster419     COVAR   1342   16231       29.694     0.039006       9.3126   0.00071671
Cluster230     COVAR   1343   16231       30.085     0.045175       8.2483   0.00013299
Cluster422     COVAR   1343   16231       36.616     0.046795       9.5071   5.9021e-05
Cluster230     COVAR   1344   16231       26.178     0.039308       8.4161   0.00093616
Cluster424     COVAR   1344   16231       46.542     0.053995       10.524   4.9222e-06
Cluster230     COVAR   1345   16231       31.587      0.04743       8.3373   7.6096e-05
Cluster425     COVAR   1345   16231       25.405     0.031191       9.8597    0.0049945
Cluster230     COVAR   1346   16231       22.256     0.033418       9.0335    0.0068828
Cluster426     COVAR   1346   16231       43.769     0.048306       12.005   0.00013378
Cluster230     COVAR   1347   16231       29.564     0.044393       8.6684   0.00032516
Cluster427     COVAR   1347   16231       22.487     0.029353       9.4237    0.0085179
Cluster230     COVAR   1348   16231       29.635     0.044499       8.2381   0.00016138
Cluster428     COVAR   1348   16231       39.261     0.050286       9.3879   1.4542e-05
Cluster230     COVAR   1349   16231       33.331     0.050048       8.1165   2.0208e-05
Cluster439     COVAR   1349   16231       22.155     0.040301       6.4751   0.00031228
Cluster231     COVAR   1350   16231       57.179     0.076241       14.207   2.8704e-05
Cluster232     COVAR   1350   16231      -3.6985   -0.0050325        13.71      0.60633
Cluster231     COVAR   1351   16231       35.149     0.046867       12.969    0.0033655
Cluster233     COVAR   1351   16231       26.002     0.034562       12.805     0.021159
Cluster231     COVAR   1352   16231       36.038     0.048052       12.559    0.0020587
Cluster234     COVAR   1352   16231       27.709     0.034374       13.437     0.019607
Cluster231     COVAR   1353   16231       48.305     0.064408       9.0791   5.2675e-08
Cluster239     COVAR   1353   16231       35.049     0.047074       9.1447   6.3696e-05
Cluster231     COVAR   1354   16231       48.873     0.065165       9.1105   4.1338e-08
Cluster240     COVAR   1354   16231       28.713     0.038006       9.1839   0.00088685
Cluster231     COVAR   1355   16231       48.197     0.064264       9.1054   6.1142e-08
Cluster241     COVAR   1355   16231       30.124     0.044326       8.4424   0.00018039
Cluster231     COVAR   1356   16231       43.911     0.058549        9.209   9.3994e-07
Cluster242     COVAR   1356   16231       45.142     0.057738       9.6011   1.3039e-06
Cluster231     COVAR   1357   16231       48.324     0.064433       9.1553   6.6332e-08
Cluster243     COVAR   1357   16231       26.859      0.03837       8.8148    0.0011579
Cluster231     COVAR   1358   16231       48.831     0.065109       9.1898   5.4691e-08
Cluster245     COVAR   1358   16231       22.803     0.032486       8.8394    0.0049506
Cluster231     COVAR   1359   16231       49.364      0.06582       9.0921   2.8826e-08
Cluster250     COVAR   1359   16231       22.953     0.038905       7.6016    0.0012683
Cluster231     COVAR   1360   16231       44.731     0.059642       9.0864   4.3212e-07
Cluster251     COVAR   1360   16231       46.277     0.072329       7.9199   2.6265e-09
Cluster231     COVAR   1361   16231       47.687     0.063585       9.0712    7.444e-08
Cluster252     COVAR   1361   16231       37.224     0.054588       8.5725     7.11e-06
Cluster231     COVAR   1362   16231       50.291     0.067056       9.0412   1.3582e-08
Cluster259     COVAR   1362   16231       28.394     0.037354       9.3119    0.0011495
Cluster231     COVAR   1363   16231       50.403     0.067205        9.029   1.2117e-08
Cluster262     COVAR   1363   16231       28.818     0.038347       9.0693   0.00074465
Cluster231     COVAR   1364   16231       46.544     0.062059       9.2263   2.3042e-07
Cluster273     COVAR   1364   16231       32.175     0.042949       9.4329   0.00032477
Cluster231     COVAR   1365   16231       49.827     0.066438        9.098   2.2089e-08
Cluster274     COVAR   1365   16231       22.539     0.032909       8.4036    0.0036626
Cluster231     COVAR   1366   16231       48.669     0.064894       9.1525   5.3502e-08
Cluster275     COVAR   1366   16231       23.735     0.035697       8.2097    0.0019232
Cluster231     COVAR   1367   16231       45.835     0.061115       9.1085   2.4599e-07
Cluster278     COVAR   1367   16231       41.622     0.060039       8.5591   5.8549e-07
Cluster231     COVAR   1368   16231       47.394     0.063193       9.1326    1.071e-07
Cluster280     COVAR   1368   16231       32.904     0.045935       8.8275   9.7159e-05
Cluster231     COVAR   1369   16231        45.07     0.060094       9.1741    4.549e-07
Cluster283     COVAR   1369   16231        40.74     0.055538       9.0737   3.5959e-06
Cluster231     COVAR   1370   16231       48.372     0.064498       9.1073   5.5358e-08
Cluster284     COVAR   1370   16231       28.476     0.041312       8.2622   0.00028485
Cluster231     COVAR   1371   16231        49.48     0.065974       9.1006   2.7617e-08
Cluster285     COVAR   1371   16231       23.826     0.033948        8.314    0.0020836
Cluster231     COVAR   1372   16231       44.174       0.0589       9.1414   6.8291e-07
Cluster286     COVAR   1372   16231       45.873     0.065362       8.6674   6.1343e-08
Cluster231     COVAR   1373   16231       47.528     0.063372       9.1019   9.0075e-08
Cluster287     COVAR   1373   16231       29.697     0.048475       7.4331   3.2494e-05
Cluster231     COVAR   1374   16231       45.875     0.061168       9.1192   2.4802e-07
Cluster288     COVAR   1374   16231       41.393     0.058173       8.8159   1.3458e-06
Cluster231     COVAR   1375   16231       50.692     0.067591       9.0267   9.9967e-09
Cluster289     COVAR   1375   16231       19.903     0.034745       6.6632    0.0014114
Cluster231     COVAR   1376   16231       50.516     0.067357       9.0083   1.0469e-08
Cluster290     COVAR   1376   16231       26.804     0.042013       7.5334   0.00018758
Cluster231     COVAR   1377   16231       50.699     0.067601        9.023    9.818e-09
Cluster291     COVAR   1377   16231       25.223     0.035923        8.263    0.0011372
Cluster231     COVAR   1378   16231       49.306     0.065743       9.0188   2.3324e-08
Cluster293     COVAR   1378   16231       31.739     0.051003       7.3927   8.8675e-06
Cluster231     COVAR   1379   16231       47.627     0.063504        9.082    7.983e-08
Cluster294     COVAR   1379   16231       36.333     0.050548       8.6303   1.2862e-05
Cluster231     COVAR   1380   16231       49.681     0.066242       9.0297   1.9162e-08
Cluster295     COVAR   1380   16231       25.493     0.044309       6.8313   9.5487e-05
Cluster231     COVAR   1381   16231       48.493     0.064659       9.0793   4.7033e-08
Cluster296     COVAR   1381   16231       28.188     0.043724       7.5932   0.00010314
Cluster231     COVAR   1382   16231       52.843     0.070459       8.9527   1.8381e-09
Cluster305     COVAR   1382   16231       18.575     0.046303       4.4659   1.6072e-05
Cluster231     COVAR   1383   16231       52.648     0.070199       8.9602   2.1592e-09
Cluster306     COVAR   1383   16231       18.278     0.039112       5.3146   0.00029264
Cluster231     COVAR   1384   16231       52.581      0.07011       8.9614   2.2685e-09
Cluster307     COVAR   1384   16231       19.657      0.03977        5.744   0.00031157
Cluster231     COVAR   1385   16231       52.626     0.070169       8.9604   2.1936e-09
Cluster311     COVAR   1385   16231       14.332     0.042682        4.151   0.00027852
Cluster231     COVAR   1386   16231       50.742     0.067658       9.0199   9.4467e-09
Cluster328     COVAR   1386   16231       21.006     0.035692       6.8185    0.0010346
Cluster231     COVAR   1387   16231       50.094     0.066793       9.0417   1.5409e-08
Cluster332     COVAR   1387   16231       24.043     0.038617       7.5404   0.00071665
Cluster231     COVAR   1388   16231       51.143     0.068193       8.9934   6.6231e-09
Cluster359     COVAR   1388   16231       24.832     0.040681       7.2616   0.00031457
Cluster231     COVAR   1389   16231       50.556      0.06741       9.0165   1.0512e-08
Cluster360     COVAR   1389   16231       24.613     0.040664       7.4295   0.00046292
Cluster231     COVAR   1390   16231         50.7     0.067601        9.015   9.5364e-09
Cluster370     COVAR   1390   16231       27.256     0.037891       8.4506   0.00063069
Cluster231     COVAR   1391   16231       50.875     0.067835        9.016   8.5523e-09
Cluster377     COVAR   1391   16231       21.295     0.034793       6.9835    0.0011493
Cluster231     COVAR   1392   16231       48.681     0.064909       9.0847   4.2712e-08
Cluster386     COVAR   1392   16231         21.7     0.039756       6.1573   0.00021312
Cluster231     COVAR   1393   16231       50.479     0.067307       9.0299    1.158e-08
Cluster388     COVAR   1393   16231       18.616     0.036442       6.0083   0.00097508
Cluster231     COVAR   1394   16231       47.461     0.063283       9.0935   9.1294e-08
Cluster389     COVAR   1394   16231       33.943      0.04996       8.1886   1.7091e-05
Cluster231     COVAR   1395   16231       49.844      0.06646       9.0148   1.6425e-08
Cluster396     COVAR   1395   16231       26.993     0.046841       6.8162   3.7669e-05
Cluster231     COVAR   1396   16231       48.395     0.064528       9.4816   1.6871e-07
Cluster403     COVAR   1396   16231       12.447     0.022654       6.6965      0.03154
Cluster231     COVAR   1397   16231       50.134     0.066847       9.0402   1.4945e-08
Cluster404     COVAR   1397   16231       31.391     0.036246        9.857   0.00072658
Cluster231     COVAR   1398   16231       46.753     0.062338       9.3768   3.1248e-07
Cluster405     COVAR   1398   16231       27.553     0.033105       10.337    0.0038479
Cluster231     COVAR   1399   16231       51.324     0.068434        8.983    5.662e-09
Cluster410     COVAR   1399   16231       17.499     0.040357       4.7981   0.00013316
Cluster231     COVAR   1400   16231       50.994     0.067994       9.0096   7.7405e-09
Cluster415     COVAR   1400   16231       20.938     0.034701       6.7752    0.0010016
Cluster231     COVAR   1401   16231       50.419     0.067227       9.0218    1.169e-08
Cluster416     COVAR   1401   16231       22.216     0.040216        6.712     0.000468
Cluster231     COVAR   1402   16231       49.657     0.066211       9.1105   2.5591e-08
Cluster417     COVAR   1402   16231       20.277     0.031851       7.5831    0.0037533
Cluster231     COVAR   1403   16231        47.71     0.063615       9.2781   1.3785e-07
Cluster419     COVAR   1403   16231       24.975     0.032808       9.3992    0.0039454
Cluster231     COVAR   1404   16231       46.342     0.061791       9.2411   2.6916e-07
Cluster422     COVAR   1404   16231       32.575      0.04163       9.5539    0.0003264
Cluster231     COVAR   1405   16231       42.458     0.056612       9.4465   3.5173e-06
Cluster424     COVAR   1405   16231       41.083     0.047662       10.595   5.3064e-05
Cluster231     COVAR   1406   16231        48.84     0.065121       9.2664   6.9136e-08
Cluster425     COVAR   1406   16231       22.001     0.027012       9.8295      0.01261
Cluster231     COVAR   1407   16231       40.092     0.053457       10.426    6.046e-05
Cluster426     COVAR   1407   16231       32.804     0.036204       12.428    0.0041558
Cluster231     COVAR   1408   16231       47.616     0.063489       9.6973   4.6079e-07
Cluster427     COVAR   1408   16231       16.709      0.02181        9.456     0.038624
Cluster231     COVAR   1409   16231       45.224       0.0603       9.2825   5.5933e-07
Cluster428     COVAR   1409   16231       34.515     0.044208       9.4881   0.00013808
Cluster231     COVAR   1410   16231       50.398     0.067199       9.0224   1.1877e-08
Cluster439     COVAR   1410   16231       21.399     0.038925       6.4562   0.00046047
Cluster232     COVAR   1411   16231      -2.2664   -0.0030838         14.4      0.56253
Cluster233     COVAR   1411   16231        52.97     0.070408       14.734   0.00016278
Cluster232     COVAR   1412   16231       8.8396     0.012028        12.13      0.23309
Cluster234     COVAR   1412   16231       47.875     0.059391       13.449    0.0001863
Cluster232     COVAR   1413   16231       33.369     0.045405       8.7518   6.9021e-05
Cluster239     COVAR   1413   16231       37.732     0.050678       9.1348   1.8213e-05
Cluster232     COVAR   1414   16231        34.06     0.046345       8.7624   5.1002e-05
Cluster240     COVAR   1414   16231       32.033     0.042401       9.1534   0.00023381
Cluster232     COVAR   1415   16231       33.383     0.045423       8.7642   7.0095e-05
Cluster241     COVAR   1415   16231       33.006     0.048567       8.4207   4.4577e-05
Cluster232     COVAR   1416   16231       28.586     0.038896       8.8823   0.00064646
Cluster242     COVAR   1416   16231       48.806     0.062424       9.5964    1.857e-07
Cluster232     COVAR   1417   16231       33.177     0.045144       8.8152   8.4112e-05
Cluster243     COVAR   1417   16231       30.122     0.043032       8.7952   0.00030855
Cluster232     COVAR   1418   16231         33.6     0.045719       8.8373   7.2089e-05
Cluster245     COVAR   1418   16231        26.45     0.037682       8.8087    0.0013407
Cluster232     COVAR   1419   16231       34.712     0.047232       8.7391   3.5836e-05
Cluster250     COVAR   1419   16231       25.742     0.043631       7.5714   0.00033822
Cluster232     COVAR   1420   16231       31.019     0.042207       8.7301   0.00019106
Cluster251     COVAR   1420   16231        49.04     0.076648       7.8853   2.5803e-10
Cluster232     COVAR   1421   16231       32.858     0.044709       8.7437   8.6074e-05
Cluster252     COVAR   1421   16231       39.687     0.058201       8.5627   1.8045e-06
Cluster232     COVAR   1422   16231       34.968      0.04758       8.7372   3.1566e-05
Cluster259     COVAR   1422   16231       30.244     0.039787       9.3252   0.00059249
Cluster232     COVAR   1423   16231       35.672     0.048539       8.6997   2.0752e-05
Cluster262     COVAR   1423   16231       31.227     0.041552       9.0555   0.00028297
Cluster232     COVAR   1424   16231       31.929     0.043445       8.8337   0.00015111
Cluster273     COVAR   1424   16231       36.713     0.049006        9.359   4.4017e-05
Cluster232     COVAR   1425   16231       34.621     0.047108       8.7742   3.9994e-05
Cluster274     COVAR   1425   16231        25.07     0.036603       8.3984    0.0014206
Cluster232     COVAR   1426   16231       33.338     0.045362       8.8258   7.9647e-05
Cluster275     COVAR   1426   16231        26.57     0.039961       8.2038   0.00060189
Cluster232     COVAR   1427   16231       30.716     0.041794       8.7888   0.00023798
Cluster278     COVAR   1427   16231       44.206     0.063766       8.5583    1.219e-07
Cluster232     COVAR   1428   16231       33.031     0.044945       8.7634    8.227e-05
Cluster280     COVAR   1428   16231        36.52     0.050983       8.7779   1.5991e-05
Cluster232     COVAR   1429   16231       30.187     0.041074       8.8296   0.00031553
Cluster283     COVAR   1429   16231       44.197      0.06025       9.0498   5.2698e-07
Cluster232     COVAR   1430   16231       33.233     0.045219       8.7824   7.7517e-05
Cluster284     COVAR   1430   16231       31.034     0.045023       8.2565   8.5796e-05
Cluster232     COVAR   1431   16231       34.354     0.046744        8.772   4.5201e-05
Cluster285     COVAR   1431   16231       26.432     0.037662       8.3044   0.00073078
Cluster232     COVAR   1432   16231       28.707     0.039061       8.8332   0.00057881
Cluster286     COVAR   1432   16231       48.604     0.069253        8.679   1.0939e-08
Cluster232     COVAR   1433   16231       32.386     0.044067       8.7811   0.00011344
Cluster287     COVAR   1433   16231        31.91     0.052086       7.4312   8.8406e-06
Cluster232     COVAR   1434   16231       30.521      0.04153       8.8079   0.00026582
Cluster288     COVAR   1434   16231       44.019     0.061864       8.8238   3.0819e-07
Cluster232     COVAR   1435   16231       35.684     0.048554       8.7087   2.1016e-05
Cluster289     COVAR   1435   16231       21.399     0.037357       6.6616   0.00066001
Cluster232     COVAR   1436   16231       35.285     0.048011       8.7028   2.5284e-05
Cluster290     COVAR   1436   16231       28.012     0.043907       7.5419    0.0001024
Cluster232     COVAR   1437   16231       35.705     0.048583       8.7053   2.0651e-05
Cluster291     COVAR   1437   16231       27.039      0.03851       8.2612    0.0005335
Cluster232     COVAR   1438   16231       34.309     0.046684        8.705   4.0737e-05
Cluster293     COVAR   1438   16231       33.251     0.053432       7.3943   3.4798e-06
Cluster232     COVAR   1439   16231         32.8     0.044631       8.7516    8.957e-05
Cluster294     COVAR   1439   16231       38.935     0.054168        8.618   3.1526e-06
Cluster232     COVAR   1440   16231       35.094     0.047752       8.6986   2.7531e-05
Cluster295     COVAR   1440   16231       27.342     0.047523       6.8195   3.0614e-05
Cluster232     COVAR   1441   16231       34.137     0.046449        8.726   4.6002e-05
Cluster296     COVAR   1441   16231       30.905     0.047937       7.5624   2.2028e-05
Cluster232     COVAR   1442   16231         38.3     0.052114       8.6412   4.7033e-06
Cluster305     COVAR   1442   16231       19.085     0.047575       4.4668   9.7357e-06
Cluster232     COVAR   1443   16231       38.084      0.05182       8.6459    5.337e-06
Cluster306     COVAR   1443   16231       19.054     0.040772       5.3142   0.00016893
Cluster232     COVAR   1444   16231       38.048     0.051771       8.6463   5.4466e-06
Cluster307     COVAR   1444   16231       20.544     0.041563       5.7431   0.00017437
Cluster232     COVAR   1445   16231       37.996       0.0517       8.6468   5.6066e-06
Cluster311     COVAR   1445   16231         14.9     0.044373        4.151   0.00016635
Cluster232     COVAR   1446   16231       36.213     0.049275        8.685    1.536e-05
Cluster328     COVAR   1446   16231       22.945     0.038986       6.8034   0.00037356
Cluster232     COVAR   1447   16231       34.876     0.047455        8.732   3.2665e-05
Cluster332     COVAR   1447   16231       25.666     0.041224       7.5462   0.00033653
Cluster232     COVAR   1448   16231       36.762     0.050021        8.665   1.1131e-05
Cluster359     COVAR   1448   16231       26.638      0.04364       7.2502   0.00011981
Cluster232     COVAR   1449   16231       35.805     0.048719       8.6918   1.9121e-05
Cluster360     COVAR   1449   16231       26.396      0.04361       7.4217    0.0001885
Cluster232     COVAR   1450   16231       35.912     0.048865       8.6915   1.8111e-05
Cluster370     COVAR   1450   16231       29.236     0.040643       8.4429   0.00026819
Cluster232     COVAR   1451   16231       35.568     0.048396       8.7136    2.248e-05
Cluster377     COVAR   1451   16231       22.407      0.03661       6.9941   0.00068004
Cluster232     COVAR   1452   16231       33.535     0.045631       8.7651    6.544e-05
Cluster386     COVAR   1452   16231       23.431     0.042927       6.1561   7.0939e-05
Cluster232     COVAR   1453   16231       35.568     0.048397       8.7074   2.2196e-05
Cluster388     COVAR   1453   16231       20.074     0.039296       6.0039    0.0004149
Cluster232     COVAR   1454   16231       32.268     0.043906       8.7771   0.00011879
Cluster389     COVAR   1454   16231       36.259     0.053368       8.1904    4.819e-06
Cluster232     COVAR   1455   16231       34.494     0.046935       8.7131   3.7868e-05
Cluster396     COVAR   1455   16231       28.089     0.048743        6.827   1.9537e-05
Cluster232     COVAR   1456   16231       32.514      0.04424       9.0249   0.00015812
Cluster403     COVAR   1456   16231       16.864     0.030692       6.6051    0.0053424
Cluster232     COVAR   1457   16231       34.564      0.04703       8.7499   3.9262e-05
Cluster404     COVAR   1457   16231        32.99     0.038093       9.8865   0.00042484
Cluster232     COVAR   1458   16231       30.764      0.04186       9.0407   0.00033449
Cluster405     COVAR   1458   16231       32.595     0.039163       10.328   0.00080152
Cluster232     COVAR   1459   16231       37.043     0.050403        8.657     9.46e-06
Cluster410     COVAR   1459   16231       18.627      0.04296       4.7916   5.0915e-05
Cluster232     COVAR   1460   16231       35.438      0.04822       8.7196   2.4245e-05
Cluster415     COVAR   1460   16231       21.679     0.035929       6.7949   0.00071203
Cluster232     COVAR   1461   16231        35.42     0.048195       8.7054   2.3781e-05
Cluster416     COVAR   1461   16231       23.654      0.04282       6.7115   0.00021295
Cluster232     COVAR   1462   16231       34.168     0.046491       8.8068   5.2562e-05
Cluster417     COVAR   1462   16231       22.322     0.035064       7.5961    0.0016516
Cluster232     COVAR   1463   16231       31.827     0.043307       8.9672   0.00019384
Cluster419     COVAR   1463   16231        28.79     0.037819       9.4137    0.0011152
Cluster232     COVAR   1464   16231       31.637     0.043048       8.8493   0.00017574
Cluster422     COVAR   1464   16231         37.2     0.047541       9.4807   4.3837e-05
Cluster232     COVAR   1465   16231       25.733     0.035014        9.175    0.0025222
Cluster424     COVAR   1465   16231       46.279      0.05369       10.664   7.1917e-06
Cluster232     COVAR   1466   16231       33.291     0.045298       8.9091   9.3631e-05
Cluster425     COVAR   1466   16231       26.519     0.032559       9.7931    0.0033903
Cluster232     COVAR   1467   16231         21.8     0.029663       9.8734     0.013631
Cluster426     COVAR   1467   16231       44.281     0.048871       12.196    0.0001419
Cluster232     COVAR   1468   16231       29.978     0.040791       9.5758   0.00087416
Cluster427     COVAR   1468   16231       21.523     0.028094       9.6762     0.013071
Cluster232     COVAR   1469   16231       30.449     0.041431       8.8877   0.00030736
Cluster428     COVAR   1469   16231       39.236     0.050254       9.4141   1.5483e-05
Cluster232     COVAR   1470   16231       36.016     0.049006       8.6838   1.6925e-05
Cluster439     COVAR   1470   16231       23.332     0.042442       6.4393   0.00014597
Cluster233     COVAR   1471   16231       30.247     0.040205       13.292     0.011445
Cluster234     COVAR   1471   16231       30.277      0.03756       14.403      0.01778
Cluster233     COVAR   1472   16231       45.732     0.060788       8.9391    1.584e-07
Cluster239     COVAR   1472   16231       36.226     0.048655       9.1185   3.5721e-05
Cluster233     COVAR   1473   16231       46.326     0.061577       8.9548   1.1682e-07
Cluster240     COVAR   1473   16231       30.303     0.040111       9.1422   0.00046015
Cluster233     COVAR   1474   16231       45.082     0.059923       8.9929   2.7166e-07
Cluster241     COVAR   1474   16231       30.532     0.044925       8.4444   0.00015044
Cluster233     COVAR   1475   16231       40.286     0.053548       9.1294   5.1466e-06
Cluster242     COVAR   1475   16231       45.284      0.05792       9.6394   1.3292e-06
Cluster233     COVAR   1476   16231       45.602     0.060614       9.0031   2.0702e-07
Cluster243     COVAR   1476   16231       28.184     0.040263       8.7788   0.00066428
Cluster233     COVAR   1477   16231        45.77     0.060838       9.0619   2.2314e-07
Cluster245     COVAR   1477   16231       23.619     0.033649       8.8275    0.0037353
Cluster233     COVAR   1478   16231       46.858     0.062285       8.9361   8.0002e-08
Cluster250     COVAR   1478   16231       24.358     0.041286       7.5664   0.00064435
Cluster233     COVAR   1479   16231       42.991     0.057143       8.9308   7.4947e-07
Cluster251     COVAR   1479   16231       47.504     0.074247       7.8835   8.6575e-10
Cluster233     COVAR   1480   16231       44.897     0.059678       8.9451    2.631e-07
Cluster252     COVAR   1480   16231       37.939     0.055638       8.5612   4.7193e-06
Cluster233     COVAR   1481   16231       47.133      0.06265       8.9327   6.6976e-08
Cluster259     COVAR   1481   16231       28.608     0.037635       9.3176    0.0010714
Cluster233     COVAR   1482   16231       47.868     0.063626       8.8908   3.7104e-08
Cluster262     COVAR   1482   16231       30.198     0.040184       9.0445   0.00042184
Cluster233     COVAR   1483   16231       43.943     0.058409       9.0589   6.2258e-07
Cluster273     COVAR   1483   16231       33.744     0.045043       9.3799   0.00016131
Cluster233     COVAR   1484   16231        46.88     0.062313       8.9687   8.7544e-08
Cluster274     COVAR   1484   16231       23.354     0.034099       8.3898    0.0026917
Cluster233     COVAR   1485   16231       46.258     0.061486       8.9719    1.282e-07
Cluster275     COVAR   1485   16231       25.632      0.03855       8.1504   0.00083272
Cluster233     COVAR   1486   16231       42.054     0.055899       9.0309   1.6231e-06
Cluster278     COVAR   1486   16231        41.43     0.059762       8.5944   7.2416e-07
Cluster233     COVAR   1487   16231       44.955     0.059754       8.9755   2.7794e-07
Cluster280     COVAR   1487   16231        34.34      0.04794       8.7863   4.6713e-05
Cluster233     COVAR   1488   16231       41.714     0.055447       9.0763   2.1759e-06
Cluster283     COVAR   1488   16231       41.036     0.055942       9.0915   3.2152e-06
Cluster233     COVAR   1489   16231       45.445     0.060406       8.9813   2.1275e-07
Cluster284     COVAR   1489   16231       29.173     0.042323       8.2519    0.0002044
Cluster233     COVAR   1490   16231       46.368     0.061633       8.9871   1.2581e-07
Cluster285     COVAR   1490   16231       24.241      0.03454       8.3151    0.0017796
Cluster233     COVAR   1491   16231       40.813      0.05425       9.0414   3.2094e-06
Cluster286     COVAR   1491   16231       46.156     0.065766       8.6819    5.386e-08
Cluster233     COVAR   1492   16231       44.872     0.059644       8.9643   2.8226e-07
Cluster287     COVAR   1492   16231        30.55     0.049868        7.414   1.9018e-05
Cluster233     COVAR   1493   16231       43.057     0.057231       8.9924   8.5164e-07
Cluster288     COVAR   1493   16231       42.124     0.059201       8.8041   8.6664e-07
Cluster233     COVAR   1494   16231       47.857     0.063612       8.9009    3.865e-08
Cluster289     COVAR   1494   16231       20.532     0.035843       6.6541    0.0010179
Cluster233     COVAR   1495   16231       47.417     0.063027       8.8969   5.0097e-08
Cluster290     COVAR   1495   16231       27.006      0.04233       7.5352   0.00016987
