# TOTAL_GENES = 16231
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE        TYPE  MODEL  NGENES         BETA     BETA_STD           SE            P
Cluster137     COVAR    321   16231       21.835     0.034911       8.0148    0.0032255
Cluster178     COVAR    321   16231       25.942     0.041474       7.8239   0.00045836
Cluster137     COVAR    322   16231        29.31     0.046862       7.5701   5.4282e-05
Cluster206     COVAR    322   16231        20.01     0.040252       5.6912   0.00021994
Cluster137     COVAR    323   16231       27.303     0.043652       7.6225   0.00017124
Cluster217     COVAR    323   16231        34.71     0.041603       10.047   0.00027617
Cluster137     COVAR    324   16231       27.583       0.0441        7.613   0.00014609
Cluster225     COVAR    324   16231       26.179     0.040959       7.6051   0.00028935
Cluster137     COVAR    325   16231       27.846     0.044521       7.5977   0.00012416
Cluster227     COVAR    325   16231       29.615     0.043274       7.9812   0.00010387
Cluster137     COVAR    326   16231       23.474      0.03753       7.6484    0.0010758
Cluster228     COVAR    326   16231       56.033     0.071125       9.3881   1.2303e-09
Cluster137     COVAR    327   16231       26.387     0.042187       7.6201   0.00026824
Cluster229     COVAR    327   16231       36.909     0.051284       8.3808   5.3585e-06
Cluster137     COVAR    328   16231       26.839     0.042911       7.6133   0.00021226
Cluster230     COVAR    328   16231        33.93     0.050947       8.0893   1.3778e-05
Cluster137     COVAR    329   16231       24.701     0.039492       7.6308   0.00060556
Cluster231     COVAR    329   16231       50.085     0.066782       9.0392   1.5359e-08
Cluster137     COVAR    330   16231       26.399     0.042207       7.6335   0.00027271
Cluster232     COVAR    330   16231       34.947     0.047552        8.726   3.1198e-05
Cluster137     COVAR    331   16231       25.746     0.041162       7.6113    0.0003602
Cluster233     COVAR    331   16231       47.475     0.063104       8.9026   4.9248e-08
Cluster137     COVAR    332   16231       25.162     0.040229       7.6291   0.00048803
Cluster234     COVAR    332   16231       50.346     0.062456        9.669   9.7548e-08
Cluster137     COVAR    333   16231       25.696     0.041082        7.649   0.00039184
Cluster239     COVAR    333   16231         38.6     0.051844       9.1264   1.1796e-05
Cluster137     COVAR    334   16231       26.968     0.043117       7.6251   0.00020331
Cluster240     COVAR    334   16231       33.734     0.044653       9.1054   0.00010622
Cluster137     COVAR    335   16231       27.472     0.043923       7.5957   0.00014972
Cluster241     COVAR    335   16231       35.411     0.052105       8.3425   1.1029e-05
Cluster137     COVAR    336   16231       26.099     0.041728       7.5982   0.00029731
Cluster242     COVAR    336   16231       52.578     0.067249       9.3838   1.0759e-08
Cluster137     COVAR    337   16231       27.251     0.043569       7.6125    0.0001726
Cluster243     COVAR    337   16231       33.014     0.047163       8.6822   7.1972e-05
Cluster137     COVAR    338   16231       28.473     0.045523        7.585   8.7463e-05
Cluster245     COVAR    338   16231       30.836     0.043931       8.6424   0.00018054
Cluster137     COVAR    339   16231       28.315     0.045271       7.5861   9.5221e-05
Cluster250     COVAR    339   16231       27.903     0.047295       7.5131    0.0001025
Cluster137     COVAR    340   16231       24.101     0.038532       7.6224   0.00078585
Cluster251     COVAR    340   16231       49.857     0.077925       7.8701   1.2281e-10
Cluster137     COVAR    341   16231       26.663     0.042628       7.6012   0.00022681
Cluster252     COVAR    341   16231       41.464     0.060807       8.5092   5.5676e-07
Cluster137     COVAR    342   16231       27.058      0.04326       7.6372   0.00019859
Cluster259     COVAR    342   16231        31.09       0.0409       9.3177   0.00042525
Cluster137     COVAR    343   16231       26.929     0.043055       7.6394   0.00021246
Cluster262     COVAR    343   16231       30.937     0.041168       9.0899   0.00033373
Cluster137     COVAR    344   16231       27.353     0.043733       7.5954   0.00015893
Cluster273     COVAR    344   16231       40.489     0.054047       9.1987    5.419e-06
Cluster137     COVAR    345   16231       27.675     0.044247       7.6159    0.0001402
Cluster274     COVAR    345   16231       27.163      0.03966       8.3331   0.00055932
Cluster137     COVAR    346   16231       28.204     0.045092       7.5879   0.00010128
Cluster275     COVAR    346   16231       30.293      0.04556       8.0626   8.6323e-05
Cluster137     COVAR    347   16231       27.356     0.043737       7.5773   0.00015355
Cluster278     COVAR    347   16231       47.403     0.068377       8.4345    9.747e-09
Cluster137     COVAR    348   16231        27.78     0.044415       7.5843   0.00012525
Cluster280     COVAR    348   16231       39.414     0.055024       8.6841   2.8573e-06
Cluster137     COVAR    349   16231       27.035     0.043224       7.5852   0.00018316
Cluster283     COVAR    349   16231       47.818     0.065186       8.8869   3.7784e-08
Cluster137     COVAR    350   16231       27.966     0.044712       7.5861    0.0001142
Cluster284     COVAR    350   16231       34.084     0.049448       8.1525   1.4627e-05
Cluster137     COVAR    351   16231        27.88     0.044574       7.6016   0.00012293
Cluster285     COVAR    351   16231       28.879     0.041148       8.2264   0.00022436
Cluster137     COVAR    352   16231       26.239     0.041951       7.5878     0.000273
Cluster286     COVAR    352   16231       51.732      0.07371       8.5223   6.5781e-10
Cluster137     COVAR    353   16231       27.777      0.04441       7.5818   0.00012487
Cluster287     COVAR    353   16231       34.667     0.056587       7.3345   1.1547e-06
Cluster137     COVAR    354   16231       26.751      0.04277       7.5894   0.00021268
Cluster288     COVAR    354   16231       47.115     0.066216       8.6912   3.0188e-08
Cluster137     COVAR    355   16231       29.456     0.047094       7.5677   4.9914e-05
Cluster289     COVAR    355   16231       23.637     0.041263       6.6173   0.00017783
Cluster137     COVAR    356   16231       27.932     0.044659       7.5922   0.00011754
Cluster290     COVAR    356   16231       29.102     0.045616       7.5211   5.4838e-05
Cluster137     COVAR    357   16231       28.158     0.045019       7.5957    0.0001053
Cluster291     COVAR    357   16231       28.199     0.040162       8.2398    0.0003115
Cluster137     COVAR    358   16231       28.712     0.045905       7.5679   7.4485e-05
Cluster293     COVAR    358   16231       35.367     0.056832       7.3484    7.529e-07
Cluster137     COVAR    359   16231       27.526     0.044009       7.5843   0.00014265
Cluster294     COVAR    359   16231        41.49     0.057723       8.5373   5.9461e-07
Cluster137     COVAR    360   16231       28.727     0.045928        7.572   7.4546e-05
Cluster295     COVAR    360   16231       29.007     0.050416       6.7859   9.6485e-06
Cluster137     COVAR    361   16231       28.531     0.045616       7.5733    8.288e-05
Cluster296     COVAR    361   16231       33.275     0.051615       7.5028   4.6427e-06
Cluster137     COVAR    362   16231       30.092     0.048111       7.5597   3.4578e-05
Cluster305     COVAR    362   16231       19.232     0.047941        4.467   8.4034e-06
Cluster137     COVAR    363   16231       29.832     0.047695       7.5636   4.0276e-05
Cluster306     COVAR    363   16231       19.226     0.041141       5.3143   0.00014913
Cluster137     COVAR    364   16231       29.789     0.047627        7.564    4.127e-05
Cluster307     COVAR    364   16231       20.725      0.04193       5.7432   0.00015453
Cluster137     COVAR    365   16231       30.107     0.048136       7.5616   3.4417e-05
Cluster311     COVAR    365   16231       15.252     0.045422       4.1495   0.00011919
Cluster137     COVAR    366   16231        29.52     0.047196       7.5665   4.8089e-05
Cluster328     COVAR    366   16231       24.699     0.041967       6.7756   0.00013408
Cluster137     COVAR    367   16231       29.785     0.047621       7.5628   4.1243e-05
Cluster332     COVAR    367   16231       29.134     0.046794       7.4712   4.8454e-05
Cluster137     COVAR    368   16231       29.772     0.047599        7.563   4.1571e-05
Cluster359     COVAR    368   16231       28.088     0.046015       7.2338   5.1888e-05
Cluster137     COVAR    369   16231       28.987     0.046345       7.5725   6.4921e-05
Cluster360     COVAR    369   16231       28.062     0.046362       7.3913     7.37e-05
Cluster137     COVAR    370   16231       28.937     0.046264       7.5744   6.6965e-05
Cluster370     COVAR    370   16231        31.01     0.043109       8.4107   0.00011397
Cluster137     COVAR    371   16231       29.948     0.047881       7.5626   3.7679e-05
Cluster377     COVAR    371   16231       25.366     0.041445        6.939   0.00012881
Cluster137     COVAR    372   16231       30.378     0.048568       7.5583   2.9381e-05
Cluster386     COVAR    372   16231       27.194     0.049822       6.0683   3.7428e-06
Cluster137     COVAR    373   16231       29.515     0.047189       7.5662   4.8166e-05
Cluster388     COVAR    373   16231       22.146     0.043352       5.9637   0.00010266
Cluster137     COVAR    374   16231        28.45     0.045485         7.57   8.5964e-05
Cluster389     COVAR    374   16231       39.797     0.058576       8.0749   4.1988e-07
Cluster137     COVAR    375   16231       29.433     0.047057       7.5627   5.0011e-05
Cluster396     COVAR    375   16231       30.657     0.053198       6.7738   3.0364e-06
Cluster137     COVAR    376   16231       28.269     0.045196       7.5934   9.8941e-05
Cluster403     COVAR    376   16231       21.522     0.039169       6.3528    0.0003534
Cluster137     COVAR    377   16231       22.926     0.036655       8.0577    0.0022226
Cluster404     COVAR    377   16231       28.891     0.033359       10.407    0.0027562
Cluster137     COVAR    378   16231       22.207     0.035505       8.0127    0.0027943
Cluster405     COVAR    378   16231        33.32     0.040034       10.463   0.00072701
Cluster137     COVAR    379   16231       29.889     0.047787       7.5615   3.8839e-05
Cluster410     COVAR    379   16231       19.439     0.044831       4.7843   2.4373e-05
Cluster137     COVAR    380   16231       30.848      0.04932         7.56   2.2623e-05
Cluster415     COVAR    380   16231       25.546     0.042338       6.7344   7.4665e-05
Cluster137     COVAR    381   16231       29.701     0.047486       7.5634   4.3262e-05
Cluster416     COVAR    381   16231        26.13     0.047301       6.6656   4.4493e-05
Cluster137     COVAR    382   16231       29.829      0.04769       7.5636    4.034e-05
Cluster417     COVAR    382   16231       27.109     0.042584       7.4575   0.00013947
Cluster137     COVAR    383   16231       25.938     0.041469       7.6796   0.00036691
Cluster419     COVAR    383   16231       32.245     0.042357       9.2158   0.00023448
Cluster137     COVAR    384   16231       29.171     0.046639       7.5643   5.7833e-05
Cluster422     COVAR    384   16231       43.023     0.054983       9.2639   1.7253e-06
Cluster137     COVAR    385   16231       26.944     0.043078       7.5886   0.00019293
Cluster424     COVAR    385   16231       53.028      0.06152       10.083   7.3497e-08
Cluster137     COVAR    386   16231       29.085     0.046502       7.5738   6.1763e-05
Cluster425     COVAR    386   16231       33.234     0.040804       9.5169   0.00024044
Cluster137     COVAR    387   16231       25.201     0.040291       7.6411   0.00048821
Cluster426     COVAR    387   16231       52.048     0.057443        10.79   7.1237e-07
Cluster137     COVAR    388   16231       28.325     0.045287       7.5874   9.4945e-05
Cluster427     COVAR    388   16231       31.795     0.041501       8.7642   0.00014349
Cluster137     COVAR    389   16231       29.084       0.0465       7.5633   6.0488e-05
Cluster428     COVAR    389   16231       45.333     0.058064       9.1579   3.7562e-07
Cluster137     COVAR    390   16231       29.989     0.047946       7.5613   3.6738e-05
Cluster439     COVAR    390   16231       25.426     0.046251       6.4093   3.6585e-05
Cluster139     COVAR    391   16231       5.9364     0.009048       12.507      0.31752
Cluster140     COVAR    391   16231       40.532      0.05581       13.848    0.0017146
Cluster139     COVAR    392   16231       14.464     0.022046       10.744     0.089118
Cluster141     COVAR    392   16231       30.847     0.044424       11.322    0.0032248
Cluster139     COVAR    393   16231       23.081     0.035179       9.5108     0.007624
Cluster149     COVAR    393   16231       22.096     0.029774       10.429     0.017066
Cluster139     COVAR    394   16231        25.21     0.038424       8.3588    0.0012837
Cluster155     COVAR    394   16231       30.914     0.041033       9.4564   0.00054092
Cluster139     COVAR    395   16231       23.874     0.036387       8.4697    0.0024148
Cluster177     COVAR    395   16231       30.819     0.043192       9.1542   0.00038159
Cluster139     COVAR    396   16231       25.964     0.039574       8.2805   0.00085966
Cluster178     COVAR    396   16231       25.489      0.04075       7.7604   0.00051226
Cluster139     COVAR    397   16231       33.103     0.050455       7.8825   1.3466e-05
Cluster206     COVAR    397   16231       20.026     0.040284       5.6893   0.00021669
Cluster139     COVAR    398   16231       30.798     0.046941       7.9447    5.325e-05
Cluster217     COVAR    398   16231       34.118     0.040893       10.053   0.00034575
Cluster139     COVAR    399   16231       31.654     0.048245        7.913   3.1831e-05
Cluster225     COVAR    399   16231       26.406     0.041314        7.589   0.00025206
Cluster139     COVAR    400   16231       32.005     0.048781       7.8988   2.5562e-05
Cluster227     COVAR    400   16231       29.951     0.043765        7.966    8.542e-05
Cluster139     COVAR    401   16231       26.809     0.040861       7.9705   0.00038599
Cluster228     COVAR    401   16231       55.488     0.070433       9.3926   1.7821e-09
Cluster139     COVAR    402   16231       29.807     0.045431        7.942   8.7733e-05
Cluster229     COVAR    402   16231       36.431     0.050621       8.3859   7.0395e-06
Cluster139     COVAR    403   16231       30.205     0.046038       7.9373   7.1102e-05
Cluster230     COVAR    403   16231       33.413     0.050171       8.0966   1.8518e-05
Cluster139     COVAR    404   16231       28.235     0.043034       7.9473   0.00019136
Cluster231     COVAR    404   16231       49.692     0.066257       9.0381    1.959e-08
Cluster139     COVAR    405   16231        30.28     0.046152       7.9392   6.8707e-05
Cluster232     COVAR    405   16231       34.862     0.047436       8.7129   3.1694e-05
Cluster139     COVAR    406   16231       29.135     0.044407       7.9316   0.00012023
Cluster233     COVAR    406   16231       47.021     0.062501       8.9066   6.5919e-08
Cluster139     COVAR    407   16231       29.818     0.045448       7.9165   8.3153e-05
Cluster234     COVAR    407   16231       50.793     0.063011       9.6325   6.8204e-08
Cluster139     COVAR    408   16231       28.801     0.043897        7.988    0.0001564
Cluster239     COVAR    408   16231       37.712     0.050651       9.1501   1.8948e-05
Cluster139     COVAR    409   16231       29.753     0.045349       7.9819   9.7091e-05
Cluster240     COVAR    409   16231       32.347     0.042817       9.1507   0.00020465
Cluster139     COVAR    410   16231       30.393     0.046324       7.9317   6.3912e-05
Cluster241     COVAR    410   16231       34.485     0.050743       8.3635   1.8799e-05
Cluster139     COVAR    411   16231       27.762     0.042314       7.9636   0.00024588
Cluster242     COVAR    411   16231       50.961      0.06518       9.4423   3.4493e-08
Cluster139     COVAR    412   16231       30.154     0.045959       7.9579   7.5948e-05
Cluster243     COVAR    412   16231       31.879     0.045542       8.7136   0.00012735
Cluster139     COVAR    413   16231       31.501     0.048013       7.9185   3.4925e-05
Cluster245     COVAR    413   16231       29.816     0.042477        8.662   0.00028955
Cluster139     COVAR    414   16231       31.244     0.047622       7.9225   4.0331e-05
Cluster250     COVAR    414   16231       26.948     0.045676       7.5328   0.00017416
Cluster139     COVAR    415   16231       27.518     0.041943       7.9407   0.00026555
Cluster251     COVAR    415   16231       49.487     0.077347       7.8712   1.6722e-10
Cluster139     COVAR    416   16231       28.686     0.043722       7.9649   0.00015882
Cluster252     COVAR    416   16231       39.963     0.058605       8.5602   1.5338e-06
Cluster139     COVAR    417   16231       29.779     0.045388       8.0109   0.00010114
Cluster259     COVAR    417   16231       29.348     0.038609       9.3833   0.00088283
Cluster139     COVAR    418   16231       29.718     0.045295       8.0072   0.00010354
Cluster262     COVAR    418   16231       29.378     0.039092        9.147   0.00066133
Cluster139     COVAR    419   16231       29.754      0.04535       7.9483    9.118e-05
Cluster273     COVAR    419   16231       38.991     0.052047       9.2416   1.2355e-05
Cluster139     COVAR    420   16231       30.999     0.047248       7.9468   4.8194e-05
Cluster274     COVAR    420   16231       26.425     0.038582       8.3478   0.00077604
Cluster139     COVAR    421   16231       31.036     0.047305       7.9282   4.5507e-05
Cluster275     COVAR    421   16231        29.17     0.043872       8.0877   0.00015563
Cluster139     COVAR    422   16231        28.66     0.043683       7.9402     0.000154
Cluster278     COVAR    422   16231       45.664     0.065869       8.4854   3.7613e-08
Cluster139     COVAR    423   16231       30.396     0.046328        7.924   6.2856e-05
Cluster280     COVAR    423   16231       38.248     0.053395       8.7105   5.6899e-06
Cluster139     COVAR    424   16231       28.317     0.043159       7.9579   0.00018734
Cluster283     COVAR    424   16231       45.896     0.062567       8.9512   1.4915e-07
Cluster139     COVAR    425   16231       30.156     0.045962       7.9449   7.3994e-05
Cluster284     COVAR    425   16231       32.457     0.047088        8.197   3.7744e-05
Cluster139     COVAR    426   16231       30.505     0.046494       7.9611   6.3951e-05
Cluster285     COVAR    426   16231       27.356     0.038977       8.2713   0.00047232
Cluster139     COVAR    427   16231       28.147     0.042901       7.9374   0.00019617
Cluster286     COVAR    427   16231       50.522     0.071986       8.5588   1.8332e-09
Cluster139     COVAR    428   16231        30.46     0.046426       7.9174   6.0035e-05
Cluster287     COVAR    428   16231       33.778     0.055136       7.3532   2.1994e-06
Cluster139     COVAR    429   16231       28.765     0.043843       7.9418   0.00014678
Cluster288     COVAR    429   16231       45.758     0.064308       8.7314    8.138e-08
Cluster139     COVAR    430   16231       32.389     0.049367       7.8955   2.0591e-05
Cluster289     COVAR    430   16231       22.788     0.039782       6.6281   0.00029385
Cluster139     COVAR    431   16231       31.001     0.047251       7.9246   4.6013e-05
Cluster290     COVAR    431   16231       28.324     0.044397       7.5368   8.5986e-05
Cluster139     COVAR    432   16231       31.079      0.04737        7.939   4.5494e-05
Cluster291     COVAR    432   16231       27.019     0.038481       8.2682   0.00054344
Cluster139     COVAR    433   16231       31.027      0.04729       7.9042   4.3543e-05
Cluster293     COVAR    433   16231       34.213     0.054978       7.3684   1.7328e-06
Cluster139     COVAR    434   16231        30.37     0.046289        7.916   6.2711e-05
Cluster294     COVAR    434   16231       40.622     0.056515       8.5547   1.0367e-06
Cluster139     COVAR    435   16231       31.461     0.047952       7.9041   3.4607e-05
Cluster295     COVAR    435   16231       28.126     0.048885       6.8005   1.7801e-05
Cluster139     COVAR    436   16231       30.887     0.047077       7.9149   4.7878e-05
Cluster296     COVAR    436   16231       32.017     0.049662        7.528   1.0624e-05
Cluster139     COVAR    437   16231       33.672     0.051322        7.874   9.5709e-06
Cluster305     COVAR    437   16231        19.14     0.047713       4.4669   9.2092e-06
Cluster139     COVAR    438   16231       33.121     0.050482       7.8821   1.3319e-05
Cluster306     COVAR    438   16231       18.853     0.040342       5.3168   0.00019639
Cluster139     COVAR    439   16231       32.903      0.05015       7.8854   1.5157e-05
Cluster307     COVAR    439   16231       20.165     0.040796        5.748   0.00022649
Cluster139     COVAR    440   16231       33.476     0.051023       7.8779     1.08e-05
Cluster311     COVAR    440   16231       15.019      0.04473       4.1504   0.00014859
Cluster139     COVAR    441   16231       32.849     0.050067       7.8856   1.5628e-05
Cluster328     COVAR    441   16231       24.258     0.041217       6.7792   0.00017361
Cluster139     COVAR    442   16231       32.993     0.050287       7.8818   1.4294e-05
Cluster332     COVAR    442   16231       28.564     0.045878       7.4753   6.6759e-05
Cluster139     COVAR    443   16231       31.323     0.047741       7.9209   3.8575e-05
Cluster359     COVAR    443   16231        25.82     0.042299       7.2735   0.00019343
Cluster139     COVAR    444   16231       31.255     0.047637       7.9226   4.0122e-05
Cluster360     COVAR    444   16231       26.465     0.043723       7.4241   0.00018282
Cluster139     COVAR    445   16231       30.914     0.047118       7.9401   4.9684e-05
Cluster370     COVAR    445   16231       28.756     0.039976       8.4646   0.00034149
Cluster139     COVAR    446   16231        33.52     0.051091       7.8775    1.052e-05
Cluster377     COVAR    446   16231       25.184     0.041146       6.9392   0.00014271
Cluster139     COVAR    447   16231       33.999      0.05182       7.8722   7.9037e-06
Cluster386     COVAR    447   16231       27.112     0.049672       6.0678   3.9811e-06
Cluster139     COVAR    448   16231       32.686      0.04982       7.8877   1.7183e-05
Cluster388     COVAR    448   16231       21.626     0.042334       5.9687   0.00014603
Cluster139     COVAR    449   16231        31.28     0.047676       7.8968   3.7515e-05
Cluster389     COVAR    449   16231       38.985      0.05738       8.0871   7.2429e-07
Cluster139     COVAR    450   16231       33.052     0.050377       7.8771   1.3679e-05
Cluster396     COVAR    450   16231       30.538     0.052992       6.7735   3.2955e-06
Cluster139     COVAR    451   16231       32.194      0.04907       7.9004   2.3148e-05
Cluster403     COVAR    451   16231       21.619     0.039345       6.3456   0.00032963
Cluster139     COVAR    452   16231       27.099     0.041304       8.3035   0.00055153
Cluster404     COVAR    452   16231       28.471     0.032875       10.296    0.0028491
Cluster139     COVAR    453   16231       26.557     0.040478       8.2459   0.00064118
Cluster405     COVAR    453   16231       33.043     0.039701       10.338   0.00069771
Cluster139     COVAR    454   16231       34.935     0.053247       7.8735   4.6004e-06
Cluster410     COVAR    454   16231       20.265     0.046736       4.7827   1.1403e-05
Cluster139     COVAR    455   16231       34.177     0.052091       7.8739   7.1639e-06
Cluster415     COVAR    455   16231       25.162     0.041702       6.7338   9.3644e-05
Cluster139     COVAR    456   16231       33.817     0.051543       7.8744   8.8189e-06
Cluster416     COVAR    456   16231        26.46     0.047898       6.6624   3.5911e-05
Cluster139     COVAR    457   16231       33.297     0.050751       7.8797   1.1996e-05
Cluster417     COVAR    457   16231       26.791     0.042084       7.4589   0.00016484
Cluster139     COVAR    458   16231       29.881     0.045544       7.9782    9.048e-05
Cluster419     COVAR    458   16231       32.166     0.042253       9.1917   0.00023397
Cluster139     COVAR    459   16231       31.631     0.048211       7.8954   3.1026e-05
Cluster422     COVAR    459   16231       41.649     0.053227       9.2831   3.6528e-06
Cluster139     COVAR    460   16231       30.469     0.046439       7.9048   5.8295e-05
Cluster424     COVAR    460   16231       52.679     0.061115       10.083   8.8807e-08
Cluster139     COVAR    461   16231       32.836     0.050048       7.8866   1.5773e-05
Cluster425     COVAR    461   16231       33.184     0.040742        9.514   0.00024424
Cluster139     COVAR    462   16231       28.809      0.04391       7.9563   0.00014736
Cluster426     COVAR    462   16231       51.601     0.056949       10.786   8.6878e-07
Cluster139     COVAR    463   16231       30.982     0.047221       7.9358   4.7557e-05
Cluster427     COVAR    463   16231       30.293     0.039541       8.8005   0.00028944
Cluster139     COVAR    464   16231       32.132     0.048975        7.884   2.3089e-05
Cluster428     COVAR    464   16231       44.627     0.057159       9.1648   5.6674e-07
Cluster139     COVAR    465   16231       32.644     0.049755       7.8866   1.7546e-05
Cluster439     COVAR    465   16231       24.459     0.044491        6.418   6.9551e-05
Cluster140     COVAR    466   16231       30.539     0.042051       14.525     0.017764
Cluster141     COVAR    466   16231       17.968     0.025877       13.824     0.096862
Cluster140     COVAR    467   16231        36.88     0.050782       10.825   0.00032949
Cluster149     COVAR    467   16231       14.635     0.019721        10.72     0.086111
Cluster140     COVAR    468   16231       36.351     0.050053       9.2737    4.455e-05
Cluster155     COVAR    468   16231       27.803     0.036903       9.4753    0.0016751
Cluster140     COVAR    469   16231       34.168     0.047046       9.6669   0.00020502
Cluster177     COVAR    469   16231       25.905     0.036306       9.4363    0.0030274
Cluster140     COVAR    470   16231       36.275     0.049948       9.3507   5.2638e-05
Cluster178     COVAR    470   16231       21.904     0.035019       7.9147    0.0028284
Cluster140     COVAR    471   16231       43.675     0.060137       8.7353   2.9087e-07
Cluster206     COVAR    471   16231       19.225     0.038674       5.6943   0.00036864
Cluster140     COVAR    472   16231       41.266      0.05682       8.8254   1.4797e-06
Cluster217     COVAR    472   16231       31.899     0.038234       10.086   0.00078343
Cluster140     COVAR    473   16231       42.431     0.058425       8.7686   6.6045e-07
Cluster225     COVAR    473   16231       25.384     0.039715       7.5952     0.000417
Cluster140     COVAR    474   16231       42.689     0.058779       8.7531   5.4541e-07
Cluster227     COVAR    474   16231       28.913     0.042249       7.9727   0.00014424
Cluster140     COVAR    475   16231       36.067     0.049662       8.8727   2.4172e-05
Cluster228     COVAR    475   16231       53.216     0.067549       9.4433   8.9298e-09
Cluster140     COVAR    476   16231       40.048     0.055143       8.8184   2.8203e-06
Cluster229     COVAR    476   16231       34.736     0.048265       8.4095   1.8212e-05
Cluster140     COVAR    477   16231       41.078     0.056562       8.7883   1.4914e-06
Cluster230     COVAR    477   16231       32.432     0.048698       8.0966   3.1109e-05
Cluster140     COVAR    478   16231       38.523     0.053043       8.8117   6.2132e-06
Cluster231     COVAR    478   16231       48.205     0.064274       9.0507    5.107e-08
Cluster140     COVAR    479   16231       41.066     0.056545       8.7947   1.5267e-06
Cluster232     COVAR    479   16231       33.666     0.045808       8.7171   5.6515e-05
Cluster140     COVAR    480   16231       40.113     0.055232       8.7752   2.4494e-06
Cluster233     COVAR    480   16231       46.178      0.06138       8.8997   1.0758e-07
Cluster140     COVAR    481   16231       39.933     0.054985       8.7825   2.7484e-06
Cluster234     COVAR    481   16231       49.156      0.06098       9.6512   1.7862e-07
Cluster140     COVAR    482   16231       37.767     0.052002       8.9778   1.3051e-05
Cluster239     COVAR    482   16231       33.915     0.045552        9.288   0.00013089
Cluster140     COVAR    483   16231       39.471     0.054349       8.9373   5.0593e-06
Cluster240     COVAR    483   16231       28.905     0.038261       9.2537   0.00089511
Cluster140     COVAR    484   16231       40.413     0.055646       8.8186   2.3175e-06
Cluster241     COVAR    484   16231       32.493     0.047811       8.3982   5.4927e-05
Cluster140     COVAR    485   16231       36.556     0.050335       8.8945   1.9916e-05
Cluster242     COVAR    485   16231       48.111     0.061536       9.5247   2.2267e-07
Cluster140     COVAR    486   16231       39.956     0.055017       8.8843   3.4706e-06
Cluster243     COVAR    486   16231       29.013     0.041447       8.7858   0.00048094
Cluster140     COVAR    487   16231       42.237     0.058157       8.7772   7.5572e-07
Cluster245     COVAR    487   16231       28.533     0.040651       8.6715   0.00050151
Cluster140     COVAR    488   16231       41.539     0.057196       8.8019   1.1966e-06
Cluster250     COVAR    488   16231       25.256     0.042809       7.5585   0.00041794
Cluster140     COVAR    489   16231       36.159     0.049789       8.8499   2.2102e-05
Cluster251     COVAR    489   16231       47.443     0.074152       7.9229   1.0919e-09
Cluster140     COVAR    490   16231       37.836     0.052097       8.8997   1.0703e-05
Cluster252     COVAR    490   16231       37.203     0.054558       8.6386   8.3542e-06
Cluster140     COVAR    491   16231       39.538     0.054441       9.0257   5.9661e-06
Cluster259     COVAR    491   16231        24.91      0.03277        9.548     0.004547
Cluster140     COVAR    492   16231       39.408     0.054262       9.0175   6.2574e-06
Cluster262     COVAR    492   16231       25.123      0.03343       9.3034    0.0034679
Cluster140     COVAR    493   16231        39.59     0.054513       8.8492   3.8756e-06
Cluster273     COVAR    493   16231       36.529     0.048761       9.2927    4.254e-05
Cluster140     COVAR    494   16231       41.337     0.056918       8.8439   1.4926e-06
Cluster274     COVAR    494   16231       24.173     0.035295       8.3905    0.0019854
Cluster140     COVAR    495   16231       41.216     0.056752       8.8156   1.4828e-06
Cluster275     COVAR    495   16231       27.173     0.040867        8.122   0.00041185
Cluster140     COVAR    496   16231       38.604     0.053155        8.816   6.0139e-06
Cluster278     COVAR    496   16231       44.012     0.063486       8.5089   1.1731e-07
Cluster140     COVAR    497   16231       40.102     0.055218       8.8174    2.733e-06
Cluster280     COVAR    497   16231       35.987      0.05024        8.754   1.9829e-05
Cluster140     COVAR    498   16231       38.231     0.052641       8.8418   7.7263e-06
Cluster283     COVAR    498   16231       43.979     0.059954       8.9822    4.947e-07
Cluster140     COVAR    499   16231       40.627      0.05594       8.8161   2.0511e-06
Cluster284     COVAR    499   16231        30.91     0.044843        8.215   8.4468e-05
Cluster140     COVAR    500   16231       41.387     0.056987       8.8203   1.3654e-06
Cluster285     COVAR    500   16231       26.072     0.037148       8.2764   0.00081785
Cluster140     COVAR    501   16231       36.957     0.050887       8.8457   1.4809e-05
Cluster286     COVAR    501   16231       48.249     0.068747       8.6145   1.0892e-08
Cluster140     COVAR    502   16231       40.018     0.055102       8.8104   2.8104e-06
Cluster287     COVAR    502   16231       31.855     0.051998       7.3901    8.207e-06
Cluster140     COVAR    503   16231       37.094     0.051076       8.8888   1.5126e-05
Cluster288     COVAR    503   16231       42.702     0.060013       8.8262   6.6345e-07
Cluster140     COVAR    504   16231       42.483     0.058496       8.7728   6.4868e-07
Cluster289     COVAR    504   16231        21.13     0.036886       6.6514    0.0007466
Cluster140     COVAR    505   16231       41.369     0.056962       8.7982   1.3022e-06
Cluster290     COVAR    505   16231       26.802      0.04201       7.5573   0.00019592
Cluster140     COVAR    506   16231       41.101     0.056594       8.8539   1.7416e-06
Cluster291     COVAR    506   16231       24.356     0.034689        8.328    0.0017276
Cluster140     COVAR    507   16231       41.169     0.056687       8.7705    1.354e-06
Cluster293     COVAR    507   16231       32.885     0.052844       7.3842   4.2623e-06
